Deep Purple,Man,Group
Jeugd Van Tegenwoordig,Man,Group
Wally Tax,Man,Person
2 Pac,Man,Person
The Mamas & The Papas,?,Featuring
One Direction,Man,Group
Brainbox,Man,Group
De Dijk & Solomon Burke,?,Featuring
Jon & Vangelis,?,Featuring
Cuby & The Blizzards,?,Featuring
Modern Romance,Man,Group
"Thomas Acda, Kraantje Pappie & Rolf Sanchez",?,Featuring
Warren G ft. Nate Dogg,?,Featuring
Jonas Blue & Dakota,?,Featuring
Andrea Bocelli,Man,Person
Bintangs,Man,Group
Raymond Froggatt,Man,Person
Seemon & Marijke,?,Featuring
Jason Mraz & Colbie Caillat,?,Featuring
Enya,Vrouw,Person
Bad Company,Man,Group
Rose Royce,Man,Group
Trini Lopez,Man,Person
James Morrison Ft. Nelly Furtado,?,Featuring
Brigitte Kaandorp & Herman Finkers,?,Featuring
The Chainsmokers ft Coldplay,?,Featuring
David A. Stewart featuring Candy Dulfer,?,Featuring
Sara Bareilles,Vrouw,Person
Glass Animals,Man,Group
Dimitri van Toren,Man,Person
Faith Hill,Vrouw,Person
Snoop Dogg & Wiz Khalifa ft. Bruno Mars,?,Featuring
Cornershop,Man,Group
Eva De Roovere,Vrouw,Person
Mike Batt,Man,Person
Tremeloes,Man,Group
Marky Mark & The Funky Bunch & Loletta Holloway,?,Featuring
JJ Cale,Man,Person
The Motors,Man,Group
Kate & Anna McGarrigle,?,Featuring
Shalamar,Man,Group
Avicii/Aloe Blacc,?,Featuring
Duck Sauce,Man,Group
Kygo Ft. Conrad Sewell,?,Featuring
Adamski,Man,Person
Jonathan King,Man,Person
The Romantics,?,Error'artist-relation-list'
Spin Doctors,Man,Group
E.M.F.,Man,Group
Mark Ronson Ft. Miley Cyrus,?,Featuring
Shirley Zwerus,Vrouw,Person
Madcon & Ray Dalton,?,Featuring
Newbeats,?,Error'artist-relation-list'
Brook Benton & Dinah Washington,?,Featuring
Zanger Jim Ft. Mc Feestfok,?,Featuring
Edison Lighthouse,Man,Group
Opgeblazen & Wilbert Pigmans,?,Featuring
Piet Veerman,Man,Person
Wim Sonneveld,Man,Person
The Smiths,Man,Group
Beyoncé ft. Jay-Z,?,Featuring
London Grammar,Man,Group
Deco,Man,Person
Monty Python,Man,Group
Middle of the road,Man,Group
Van Kooten & De Bie,?,Featuring
Mouth & MacNeal,?,Featuring
Trashmen,Man,Group
The Spinners,Man,Group
Donnie & Chantal Janzen,?,Featuring
Milk & Sugar Vs Vaya Con Dios,?,Featuring
Ugly Kid Joe,Man,Group
Joe Public,Man,Group
Dario G,Man,Group
Wilson Pickett,Man,Person
The Prodigy,Man,Group
Kingsmen,?,Error'artist-relation-list'
N Sync,Man,Group
2 Brothers On The 4Th Flour,Man,Group
Band Of Skulls,Man,Group
Ginuwine,Man,Person
Alexandra Stan,Vrouw,Person
André Brasseur,Man,Person
Rush,Man,Group
Prince Buster,Man,Person
Kaoma,Man,Group
Dr Alban,Man,Person
Raymond van het Groenewoud,Man,Person
David Garrick,Man,Person
Jax Jones & Calumn Scott,?,Featuring
Phd,?,Person
Ede Staal,Man,Person
The Cranberries,Man,Group
X-Ambassadors,Man,Group
Supersister,Man,Group
"Gabry Ponte, Lumix & Prezioso",?,Featuring
Jimmy James & The Vagabonds,?,Featuring
Afrojack & David Guetta,?,Featuring
Raul Orellana & Jocelyn Brown,?,Featuring
Roberto Jacketti & The Scooters,?,Featuring
Narada Michael Walden & Patti Austin,?,Featuring
Thijs Boontjes,Man,Person
Spooks,Man,Group
Flo Rida & David Guetta,?,Featuring
Ann Lee,Vrouw,Person
Hank The Knife & The Jets,?,Featuring
Lost Frequencies & Janieck Devy,?,Featuring
Cars,Man,Group
Astrid Nijgh,Vrouw,Person
Volumia!,Man,Group
Rob 'n' Raz & Leila K,?,Featuring
The Fratellis,Man,Group
The Carpenters,Man,Group
Justin Timberlake & Chris Stapleton,?,Featuring
Kosheen,Man,Group
Poppys & Lenny Kuhr,?,Featuring
June Lodge & Mohammed,?,Featuring
Baccara,Man,Group
Noah Kahan & Julia Michaels,?,Featuring
Fratellis,Man,Group
Rod Stewart & Tina Turner,?,Featuring
Robin Thicke & Pharrell & T.I.,?,Featuring
Vangelis,Man,Person
John Hiatt,Man,Person
Patrick Swayze,Man,Person
Joost Nuissl,Man,Person
Alan Walker & Ava Max,?,Featuring
Sergio Mendes & Brasil '66,?,Featuring
Ana Gabriel,Vrouw,Person
Bohannon,Man,Person
Grand Funk Railroad,Man,Group
Jimmy McCracklin,Man,Person
M People,Man,Group
Message Of Love,Man,Group
Rage Against The Machine,Man,Group
Todd Rundgren,Man,Person
Big Joe & His Washboard Band,?,Featuring
Selena Gomez Feat. Marshmello,?,Featuring
Adam & the Ants,?,Featuring
The Bellamy Brothers,Man,Group
Opus,Man,Group
Cygnus X,Man,Group
Albert Hammond,Man,Person
Michel Sardou,Man,Person
Milli Vanilli,Man,Group
Alessi Brothers,Man,Group
Queen & George Michael,?,Featuring
Captain Sensible,Man,Person
Rah Band,?,Error'artist-relation-list'
Alexander Curly,Man,Person
Curiosity Killed The Cat,Man,Group
U2 & BB King,?,Featuring
"Oliver Tree, Robin Schulz",Man,Person
Mary Jane Girls,Vrouw,Group
Sam Feldt & Rani,?,Featuring
Patti Smith Group,Man,Group
King Bee,Man,Group
Personal Trainer,?,Error'artist-relation-list'
Robin Gibb,Man,Person
Michel Polnareff,Man,Person
Jason Derulo Ft. Nuka,?,Featuring
Cliff Richard & The Young Ones,?,Featuring
Chainsmokers & Coldplay,?,Featuring
The Specials,Man,Group
A.K.A The Junkies,Man,Group
Nial Horan,Man,Person
Anna Kendrick,Vrouw,Person
Band Aid,Vrouw,Group
Joost,Man,Person
Margriet Eshuijs,Vrouw,Person
Linkin' Park,Man,Group
Stephen Sanchez & Em Beihold,?,Featuring
Bloem,Man,Group
Booker T & The MG's,?,Featuring
Ph. D.,Man,Group
Nils Lofgren,Man,Person
Ariana Grande Ft. Zedd,?,Featuring
Pilot,Man,Group
Gary Moore & Phil Lynott,?,Featuring
The Chemical Brothers,Man,Group
Peaches And Herb,Vrouw,Group
Connells,Man,Group
Salt-N-Pepa,Man,Group
Katy Perry Ft Skip Marley,?,Featuring
Kokomo,Vrouw,Group
Michael Jackson & Siedah Garrett,?,Featuring
Echo & The Bunnymen,?,Featuring
Drake,Man,Person
Marcia Hines,Vrouw,Person
Taio Cruz Ft. Ludacris,?,Featuring
The Whispers,Man,Group
Pink ft. Nate Ruess,?,Featuring
Disciples,Man,Group
Merrilee Rush,Vrouw,Person
Scooter,Man,Group
Yori,?,Error'artist-relation-list'
Bennie Jolink,Man,Person
The Fortunes,Man,Group
Nelly feat. Kelly Rowland,Vrouw,Person
Katy Perry & Juicy J,?,Featuring
The Equals,Man,Group
Lou Rawls & Dianne Reeves,?,Featuring
Maria Mena,Vrouw,Person
Ry Cooder,Man,Person
Toon Hermans,Man,Person
Paul Da Vinci,Man,Person
Cream,Man,Group
Garland Jeffreys,Man,Person
Sam The Sham & The Pharaohs,?,Featuring
The Temper Trap,Man,Group
David Essex,Man,Person
Jimmy Ruffin,Man,Person
Three Dog Night,Man,Group
Barry Manilow,Man,Person
Creeps,Man,Group
Crusaders,?,Error'artist-relation-list'
Common Linnets,Man,Group
Margie Ball,Vrouw,Person
City To City,Man,Group
Tommy Roe,Man,Person
Brownstone,Vrouw,Group
Ides Of March,Man,Group
Kygo Ft. Conrad,?,Featuring
The Byrds,Man,Group
Jonas Blue & William Singe,?,Featuring
AQUA,Man,Group
Bachman-Turner Overdrive,Man,Group
Clean Bandit & Zara Larsson,?,Featuring
Renee,Vrouw,Person
Bobby Fuller,Man,Person
Severine,Vrouw,Person
C & C Music Factory,?,Featuring
Canyon,Man,Group
The Righteous Brothers,Man,Group
Peter Tosh & Mick Jagger,?,Featuring
ROGER SANCHEZ,Man,Person
R. Dean Taylor,Man,Person
Rene Froger & Het Goede Doel,?,Featuring
Matia Bazar,Man,Group
Brandy & Monica,?,Featuring
Robert Plant,Man,Person
The Flirtations,Vrouw,Group
Visage,Man,Group
Owl City & Carly Rae Jepsen,?,Featuring
Michael Jackson & Paul Mccartney,?,Featuring
Typically Tropical,Man,Group
Fools Garden,Man,Group
The Amazing Stroopwafels,Man,Group
Run Dmc Vs. Jason Nevins,Man,Group
Counting Crows & Vanessa Carlton,?,Featuring
Bizarre Inc.,Man,Group
Peter Andre,Man,Person
The Blues Brothers,Man,Group
Tnn,Man,Group
Las Ketchup,Vrouw,Group
Wayne Fontana,Man,Person
De Jazzpolitie,Man,Group
Pharrell Ft. Jay Z,?,Featuring
Kadoc,Man,Group
Dune,Man,Group
Richard Harris,Man,Person
Crystal Waters,Vrouw,Person
Mark Ronson Ft Miley Cyrus,?,Featuring
Thunderclap Newman,Man,Group
Temptations,Man,Group
Kelis,Vrouw,Person
Guys & Dolls,?,Featuring
Asaf Avidan,Man,Person
Mory Kante,Man,Person
Japan,Man,Group
The Buoys,Man,Group
Jay & The Americans,?,Featuring
NINE DAYS,Man,Group
Captain & Tennille,?,Featuring
Benny Benassi,Man,Person
Freemasons,Man,Group
Les Humphries Singers,Man,Group
Cris Cab,Man,Person
Gym Class Heroes Feat. Adam Levine,?,Featuring
Bert Kaempfert,Man,Person
Rem,Man,Group
Circus Custers,Man,Group
Armin Van Buuren & Sophie Ellis-Bextor,?,Featuring
Rockwell,Man,Person
Bryan Adams & Mel C,?,Featuring
David Guetta & Kid Cudi,?,Featuring
Zucchero Ft. Paul Young,?,Featuring
O' Jays,Man,Group
Pierre Groscolas,Man,Person
Chris Zegers,Man,Person
Maxine Nightingale,Vrouw,Person
Icona Pop,Vrouw,Group
First Choice,Man,Group
Nancy Sinatra & Lee Hazlewood,?,Featuring
Pitbull Ft. Kesha,?,Featuring
RUN DMC,Man,Group
Harry Alonzo,Man,Person
Slayer,Man,Group
Colonel Abrahams,Man,Person
Vandenberg,Man,Group
Rory Gallagher,Man,Person
Richie Barrett,Man,Person
"Emerson, Lake & Palmer",?,Featuring
Peter Sarstedt,Man,Person
Spider Murphy Gang,Man,Group
Double,?,Error'artist-relation-list'
John Fred & His Playboy Band,?,Featuring
Peter Cetera,Man,Person
Moses,Man,Person
Beck & Phoenix,?,Featuring
Stone Roses,Man,Group
Dalida & Alain Delon,?,Featuring
Mike Mago,Man,Person
Hind,Vrouw,Person
Yungblud,Man,Person
The Walkers,Man,Group
White Plains,Man,Group
George Michael & Paul Mccartney,?,Featuring
Bobby Goldsboro,Man,Person
Henny Vrienten & Herman Brood,?,Featuring
Imca Marina,Vrouw,Person
Delerium,Man,Group
Eric Burdon & The Animals,?,Featuring
Dolly Parton & Peter Frampton,?,Featuring
Cirque Du Soleil,Vrouw,Group
Andrea Bocelli  & Giorgia,?,Featuring
The Herd,Man,Group
Young The Giant,Man,Group
Peter Skellern,Man,Person
Floor Jansen,Vrouw,Person
Coldplay/Bts,?,Featuring
Pete Philly & Perquisite,?,Featuring
Fatima Yamaha,Man,Person
Greta Van Fleet,Man,Group
Lona,?,Error'artist-relation-list'
Moody Blues,Man,Group
The Underdog Project,Man,Group
Herb Alpert,Man,Person
Pnau & Khalid,?,Featuring
Marlon Roudette,Man,Person
Edward Sharpe & The Magnetic Zeros,?,Featuring
Fun. Ft. Janelle Monae,?,Featuring
Alderliefste & Paul De Leeuw,?,Featuring
Volbeat,Man,Group
Within Temptation,Man,Group
Two Door Cinema Club,Man,Group
Calvin Harris Ft. Rihanna,?,Featuring
Jim Gilstrap,Man,Person
Stereophonics,Man,Group
Neil Christian,Man,Person
Uriah Heep,Man,Group
Olly Murs Feat. Flo Rida,?,Featuring
Manhattan Transfer,Man,Group
Phoenix,Man,Group
Mott The Hoople,Man,Group
Slik,Man,Group
Olivia Newton John Feat. Electric Light Orchestra,?,Featuring
Blue Oyster Cult,Man,Group
Flo Rida & Kesha,?,Featuring
Major Lazer ft. Nyla & Fuse ODG,?,Featuring
Zayn & Sia,?,Featuring
Jeff Beck,Man,Person
Ariana Grande & Zedd,?,Featuring
Wiz Stars,?,Error'artist-relation-list'
Ivy League,Man,Group
P!Nk & Willow Sage Hart,?,Featuring
Muziek,Man,Group
Stretch,Man,Group
Elephant,Man,Group
Teach In,Man,Group
Ivan Heylen,Man,Person
Dion,Man,Person
MFSB & Three Degrees,?,Featuring
Salt N-Pepa,Man,Group
Phillip Goodhand-Tait,Man,Person
Rene Schuurmans,Man,Person
Moments & Whatnauts,?,Featuring
Danny Williams,Man,Person
Snoop Dogg Ft. Justin Timberlake & Charlie Wilson,?,Featuring
Kenny Loggins & Stevie Nicks,?,Featuring
Edwin Hawkins Singers,Man,Group
Hall And Oates,Man,Group
Shirelles,Man,Group
Lipps Inc.,Man,Group
Diggy Fex Ft. Eva De Roovere,?,Featuring
The Good Men,Man,Group
Pitbull & John Ryan,?,Featuring
Blind Melon,Man,Group
Gareth Gates,Man,Person
Ph.D.,Man,Group
Hakkuhbar,Man,Group
Gloria Estefan &The Miami Sound Machine,?,Featuring
The Shoes,Man,Group
Lyn Collins,Vrouw,Person
Parquet Courts,Man,Group
Pitbull Feat. Christina Aguilera,?,Featuring
King Africa,Man,Person
98 Degrees & Stevie Wonder,?,Featuring
Lenny Kuhr,Vrouw,Person
Meghan Trainor & John Legend,?,Featuring
Skipper Wise,Man,Person
Sylver,Man,Group
Alex Gaudino Feat. Crystal Waters,?,Featuring
Tom Cochran,Man,Person
Motörhead,Man,Group
Boris,Man,Group
Martin Solveig Feat. Dragonette,?,Featuring
Robin Thicke,Man,Person
Mary J Blige & U2,?,Featuring
Rubettes,Man,Group
Pecos Kanvas,Man,Person
Liquid Gold,?,Error'artist-relation-list'
Nathan Evans,Man,Person
Lost Frequencies & Zonderling & Kelvin Jones,?,Featuring
The Moonglows,Man,Group
Atb,Man,Person
Barbara Acklin,Vrouw,Person
Ferre Grignard,Man,Person
Rock & Roll Record Girl,?,Featuring
Peter Bjorn & John & Victoria Bergsman,?,Featuring
Dexy's Midnight Runners & The Emerald Express,?,Featuring
James Hype/Miggy Dela Rosa,?,Featuring
Polle Eduard,Man,Person
Bob Marley & Funkstar De Luxe,?,Featuring
David Guetta & Becky Hill & Ella Henderson,?,Featuring
Keith West,Man,Person
Jessie Ware,Vrouw,Person
Stephen 'Tin Tin' Duffy,Man,Person
Paul De Leeuw & Alderliefste,?,Featuring
Robin Schulz & Topic Ft. Oaks,?,Featuring
Portishead,Man,Group
Avicii Ft. Sandro Cavazza,?,Featuring
Fred Again..,Man,Person
Jeroen Van Der Boom,Man,Person
The Stories,Man,Group
The Flower Pot Men,Man,Group
The Beautiful South,Man,Group
"$, YE, TY DOLLA SIGN",Man,Person
Benny Neyman & Bonnie St. Claire,?,Featuring
Pip Blom,Vrouw,Group
The Blue Nile,Man,Group
Anne Murray,Vrouw,Person
Mary Wells,Vrouw,Person
Dr. Hook & The Medicine Show,?,Featuring
Rheingold,Man,Group
Vesta Williams,Vrouw,Person
Queensryche,Man,Group
Stephanie Mills,Vrouw,Person
Blanks,Man,Person
"Neema, Wantigga",Man,Person
The Opposites,Man,Group
Snoop Dogg & Justin Timberlake & Charlie Wilson,?,Featuring
André Hazes Jr.,Man,Person
Jaki Graham & David Grant,?,Featuring
Porcupine Tree,Man,Group
Fifth Harmony & Ty Dolla $Ign,?,Featuring
Jeannie C. Riley,Vrouw,Person
Pras Michel Ft. Ol' Dirty Bastard & Mya,?,Featuring
David Gates,Man,Person
Maarten van Roozendaal,Man,Person
Gruppo Sportivo,Man,Group
Maryn Charlie,?,Error'artist-relation-list'
The Strokes,Man,Group
Regard & RAYE,?,Featuring
Nino Tempo & April Stevens,?,Featuring
Kyteman,Man,Person
Andreas Johnson,Man,Person
Jan & Dean,?,Featuring
Wamdue Project,Man,Person
Wiz Khalifa & Charlie Puth,?,Featuring
Bucks Fizz,Man,Group
John Leyton,Man,Person
Joe Buck,Man,Person
Chicken Shack,Man,Group
Boris Gardiner,Man,Person
Rihanna & Mikky Ekko,?,Featuring
Harold Melvin & The Blue Notes,?,Featuring
After Tea,?,Featuring
Rockefeller,Man,Group
Walker Brothers,?,Error'artist-relation-list'
Santana & Wyclef Jean,?,Featuring
Santabarbara,?,Error'artist-relation-list'
Kenny Rogers & Sheena Easton,?,Featuring
Ritchie Family,Man,Group
Cupid's Inspiration,Man,Group
Lee Dorsey,Man,Person
Tony Joe White,Man,Person
The Belle Stars,Vrouw,Group
Electric Six,Man,Group
Snoop Dogg Ft. Justin Timberlake,?,Featuring
Chesney Hawkes,Man,Person
Tiesto ft Rita Ora,?,Featuring
Dj Tiesto,Man,Person
Dan Baird,Man,Person
Stefan & Sean & Bram Krikke,?,Featuring
Jackson 5,Man,Group
Elkie Brooks,Vrouw,Person
Royal Guardsmen,?,Error'artist-relation-list'
Wim Kersten,Man,Person
Assekruus,?,Error'artist-relation-list'
De Deurzakkers,?,Error'artist-relation-list'
Earth And Fire,Man,Group
Van Alles We,?,Error'artist-relation-list'
Pjotr,Man,Person
Brainpower,Man,Person
Lynn Anderson,Vrouw,Person
Buffalo Springfield,Man,Group
Zouk Machine,Man,Group
Brian Poole & the Tremeloes,?,Featuring
Julie Rogers,Vrouw,Person
Canned Heat,Man,Group
The Pasadenas,Man,Group
Wesly Bronkhorst,Man,Person
Gilbert O�Sullivan,Man,Person
C. Jerome,Man,Person
The Braxtons,Vrouw,Group
Jenny Bee,Vrouw,Person
Toybox,?,Error'artist-relation-list'
Ne-Yo,Man,Person
Harpo,Man,Person
Flamman & Abraxas,?,Featuring
Warren G & Nate Dogg,?,Featuring
De Sjonnies,Man,Group
Vader Abraham,Man,Person
Strike,Man,Group
Moony,Vrouw,Person
Wes,Man,Person
John Fogerty,Man,Person
Rex Gildo,Man,Person
Pebbles,Vrouw,Person
The Naked And Famous,Man,Group
The Scorpions,Man,Group
Kungs Vs Cookin On 3 Burners,Man,Group
Suzi Quatro & Chris Norman,?,Featuring
Mason Vs Princess Superstar,Vrouw,Person
Grooveyard,Man,Person
Two Man Sound,Man,Group
Tiësto & Tate Mcrae,?,Featuring
Meau & Racoon,?,Featuring
The Blessed Madonna,Vrouw,Person
Mumford & Sons Feat. Pharrell Williams,?,Featuring
Five Americans,Man,Group
Bloodhound Gang,Man,Group
Sigma,Man,Group
Pitbull Ft Christina Aguilera,?,Featuring
Gipsy Kings,Man,Group
Jovanotti,Man,Person
Tatu,Vrouw,Group
Honeycombs,Man,Group
Gordon,Man,Person
Culture Beat,Man,Group
Tambourine,Man,Group
Nick MacKenzie,Man,Person
Vader Abraham & Boer Koekoek,?,Featuring
The Mo,Man,Group
Macklemore Ft. Ryan Lewis & Wanz,?,Featuring
Shermanology,Man,Group
Magic!,?,Error'artist-relation-list'
Lia Velasco,Vrouw,Person
Chantal & Jan,?,Featuring
Sjakie Schram,Man,Person
BJ Thomas,Man,Person
Rednex,Man,Group
Armin Van Buuren & Punctual Feat. Alika,?,Featuring
Busted,Man,Group
Henk Dissel,Man,Person
The Marmalade,Man,Group
Lipstick,Man,Group
Hearts Of Soul,Vrouw,Group
Unit Gloria,Man,Group
Sean Paul & Alexis Jordan,?,Featuring
Captain Jack,Man,Group
In-Grid,Vrouw,Person
John Mayall,Man,Person
Oscar Harris,Man,Person
"Dozy, Beaky, Mick & Tich",?,Featuring
Seth Gaaikema,Man,Person
Ed & Willem Bever,?,Featuring
Adele Piet & Leen,?,Featuring
David Guetta & Mason Vs Princess Superstar,?,Featuring
D.C. Lewis,Man,Person
"Kungs, David Guetta, Izzy Bizu",Vrouw,Person
Go West,Man,Group
Crystals,Man,Group
The Box Tops,Man,Group
World Party,Man,Group
Pickettywitch,Man,Group
Baha Men,Man,Group
Apollonia,Vrouw,Person
Klf,Man,Group
Doja Cat & Sza,?,Featuring
Marco Schuitmaker & Stephan Bouwman,?,Featuring
Hayley May,Vrouw,Person
Edwin Starr,Man,Person
Cookie Crew,Vrouw,Group
Enigma,Man,Group
Zig & Zag,?,Featuring
Johnny Mathis & Deniece Williams,?,Featuring
The Veronicas,Man,Group
Christine & The Queens,?,Featuring
Red Carpet,Man,Group
girl in red,Vrouw,Person
Bandolero,Man,Group
Sim-Oj,?,Error'artist-relation-list'
Little Simz,Vrouw,Person
The Sweet Inspirations,Vrouw,Group
Jax Jones Feat. Raye,?,Featuring
Mc Miker & Dj Sven,?,Featuring
Kym Sims,Vrouw,Person
War,Man,Group
Fat Dog,Man,Person
Cassius,Man,Group
Michael Jackson Feat. Will.I.Am,?,Featuring
Jellybean,Man,Person
Long John Baldry,Man,Person
The Megamixes  #03,Man,Person
Kristine W,Vrouw,Person
Willem Ardui,Man,Person
Fruitcake,Man,Group
Wolf Alice,Man,Group
Chicory Tip,?,Error'artist-relation-list'
Beth Gibbons,Vrouw,Person
Steve Rowland and the Family Dogg,Man,Group
Patrick Cowley & Sylvester,?,Featuring
Alt-J,Man,Group
Nadieh,Vrouw,Person
Holly Humberstone,Vrouw,Person
Taio Cruz & Ludacris,?,Featuring
Yin Yin,Man,Group
Andy Kim,Man,Person
Johan Verminnen,Man,Person
Wies Ft. Noor,?,Featuring
Mighty Sparrow & Byron Lee,?,Featuring
DJ Koze,Man,Person
Los Bravos,Man,Group
John Travolta,Man,Person
Willeke Alberti en Andre van Duin,Vrouw,Person
Library Card,?,Error'artist-relation-list'
Lou Rawls,Man,Person
Armin Van Buuren Feat Trevor Guthrie,Man,Person
Detroit Emeralds,Man,Group
Cliff Bennett & The Rebel Rousers,?,Featuring
Emerson Lake & Palmer,?,Featuring
Swinging Blue Jeans,Man,Group
Sam The Sham & Pharaohs,?,Featuring
Eddie Floyd,Man,Person
The Knack,Man,Group
Alice In Chains,Man,Group
The Classics,Man,Group
Joe Dassin,Man,Person
Asia,Man,Group
Hothouse Flowers,Man,Group
Reparata & The Delrons,?,Featuring
Placido Domingo & John Denver,?,Featuring
Darts,?,Error'artist-relation-list'
Beth Hart,Vrouw,Person
Chris Stussy,Man,Person
Bokkers,Man,Group
Gerard Lenorman,Man,Person
Tenacious D,Man,Group
Alan Price Set,Man,Group
Jewel Akens,Man,Person
Sammy Davis Jr,Man,Person
Crusaders ft. Randy Crawford,?,Featuring
Louis Neefs,Man,Person
Roots Syndicate,Man,Group
Ace,Man,Group
Marin Garrix Ft. Bonn,?,Featuring
The La's,Man,Group
Toby Keith,Man,Person
Salt 'n Pepa & En Vogue,?,Featuring
Wim Kersten & De Viltjes,?,Featuring
Eddie Cochran,Man,Person
Fink,Man,Person
Shawn Elliott,Man,Person
Marcels,?,Error'artist-relation-list'
De Twee Pinten,Man,Group
Aal,Man,Person
Egbert Douwe,Man,Person
Pete Murray,Man,Person
John Lee Hooker & Carlos Santana,?,Featuring
Kygo/Dnce,?,Featuring
Regento Stars,Man,Group
Diggy Dex ft. JW Roy,?,Featuring
Paul Anka,Man,Person
Tina Turner & Rod Stewart,?,Featuring
Pat Thomas & Kwashibu Area Band,?,Featuring
Reinhard Mey,Man,Person
Tom Robinson,Man,Person
City,Man,Group
Cult,Man,Group
No Mercy,Man,Group
"Marjolein Meijers, Jan Rot",Vrouw,Person
Martin Garrix Ft. Clinton Kane,?,Featuring
Dikke Mes & De Rès,?,Featuring
Jackson Browne & Clarence Clemons,?,Featuring
Alan Walker Feat. Sophia Somajo,?,Featuring
Marcel De Groot,Man,Person
Mary J Blige,Vrouw,Person
The O'Jays,Man,Group
Counting Crows & Bløf,?,Featuring
C&C Music Factory,?,Featuring
Ultra Nate,Vrouw,Person
ROONEY,Man,Group
Timebox,Man,Group
Alizée,Vrouw,Person
Toon Hermans en de dronken blaa,Man,Person
Leila K,Vrouw,Person
DJ Ötzi,Man,Person
Roots_Syndicate,Man,Group
Chas & Dave,?,Featuring
Nathalie Cole,Vrouw,Person
Emeli Sand�,Vrouw,Person
Bob Ft Bruno Mars,?,Featuring
The Maisonettes,Man,Group
Ocean Alley,?,Error'artist-relation-list'
Iggy Pop Ft. Kate Pierson,?,Featuring
Urbanus,Man,Person
Frans Duijts,Man,Person
Daddy Yankee,Man,Person
Tramaine,Vrouw,Person
Wim Bevelander,Man,Person
Armin Van Buuren & Billen Ted Ft. Jc Stewart,?,Featuring
Millie Scott,Vrouw,Person
Jonny & The Jazzuits,?,Featuring
David Hasselhoff,Man,Person
Dj Antoine & Timati,?,Featuring
Wim Pols & Country Trail Band,?,Featuring
Today,Man,Group
BeBe & CeCe Winans,?,Featuring
Nick Straker,Man,Person
Balthazar,Man,Group
Vanity 6,Vrouw,Group
SOS Band,Man,Group
Cherrelle & Alexander O'Neal,?,Featuring
Little Junior Parker,Man,Person
Elaine Paige,Vrouw,Person
Silk Sonic (Bruno Mars & Anderson .Paak,?,Featuring
Pino D'Angio,Man,Person
McFadden & Whitehead,?,Featuring
Melba Moore,Vrouw,Person
Chuck Berry,Man,Person
Dion & Danielle Nicole,?,Featuring
Louis Jordan,Man,Person
Charley Crockett,Man,Person
Joe Smooth,Man,Person
Childish Gambino,Man,Person
Colter Wall,Man,Person
Jimmie Vaughan,Man,Person
Victoria Monet,Vrouw,Person
Jordy van Loon,?,Person
Montell Jordan,Man,Person
Brook Benton,Man,Person
Nienke Dingemans,?,Person
Louis Davids,Man,Person
LCD Soundsystem,Man,Group
Magic Sam,Man,Person
The Red Clay Strays,Man,Group
Cory Wong & Dirty Loops,?,Featuring
Bob Wills and His Texas Playboys,Man,Group
Daft Punk Ft. Panda Bear,?,Featuring
Robyn,Vrouw,Person
Lindisfarne,Man,Group
Leon Bridges,Man,Person
People'S Choice,Man,Group
Armin Van Buuren & Sophie Ellis Bextor,?,Featuring
Kraak & Smaak feat. Berenice,?,Featuring
Diana Ross & Marvin Gaye,?,Featuring
St. Germain,Man,Person
Will To Power,Man,Group
The Source Ft. Candi Staton,?,Featuring
JAYDEE,Man,Person
Bell Biv Devoe,Man,Group
Coloray,Man,Person
Alfred Martens,Man,Person
Jocelyn Brown,Vrouw,Person
Rita Coolidge,Vrouw,Person
