Artiest,Titel,Starttijd,Eindtijd,Vrouw?,Kanaal
Mathew Wilder,Break My Stride,2024-02-11T01:41:35,2024-02-11T01:44:35,False,Sky
Sophie B Hawkins,Right Beside You,2024-02-11T01:43:00,2024-02-11T01:47:44,False,Veronica
Frankie Goes To Hollywood,Two Tribes,2024-02-11T01:42:39,2024-02-11T01:46:35,False,5
Son Mieux,Tonight,2024-02-11T01:44:22,2024-02-11T01:47:22,False,Sky
Spice Girls,Wannabe,2024-02-11T01:44:50,2024-02-11T01:47:50,True,10
Stephanie Mills,Never Knew Love Like This Before,2024-02-11T01:44:50,2024-02-11T01:48:14,False,2
Echosmith,Cool Kids,2024-02-11T01:44:48,2024-02-11T01:48:43,False,3
Cher,Bang Bang (My Baby Shot Me Down),2024-02-11T01:46:41,2024-02-11T01:49:24,True,5
Foreigner,Say You Will,2024-02-11T01:47:38,2024-02-11T01:50:38,False,10
Direct,Times Are Changing,2024-02-11T01:49:03,2024-02-11T01:52:27,False,Veronica
Curtis Harding,Need Your Love,2024-02-11T01:48:18,2024-02-11T01:51:12,False,2
Miley Cyrus,Flowers,2024-02-11T01:48:54,2024-02-11T01:51:54,True,Sky
Only The Poets,One More Night,2024-02-11T01:49:08,2024-02-11T01:52:13,False,3
Michael Jackson,Heal The World,2024-02-11T01:49:21,2024-02-11T01:53:53,False,5
Brooklyn Funk Essentials,The Creator Has A Master Plan,2024-02-11T01:51:15,2024-02-11T01:54:30,False,2
X-Ambassadors,Renegades,2024-02-11T01:52:02,2024-02-11T01:55:02,False,Sky
Gabriella Cilmi,Sweet About Me,2024-02-11T01:51:42,2024-02-11T01:54:42,False,10
Abba,Sos,2024-02-11T01:53:05,2024-02-11T01:56:24,False,Veronica
Macklemore & Ryan Lewis Ft. Ray Dalton,Can't Hold Us,2024-02-11T01:52:14,2024-02-11T01:56:32,False,3
Detroit Spinners,Working My Way Back To You,2024-02-11T01:54:12,2024-02-11T01:58:14,False,2
Earth Wind & Fire,Star,2024-02-11T01:53:43,2024-02-11T01:58:05,False,5
Alicia Keys,Girl On Fire,2024-02-11T01:55:22,2024-02-11T01:58:22,True,Sky
Sydney Youngblood,If Only I Could,2024-02-11T01:55:08,2024-02-11T01:58:08,False,10
Rolling Stones,Anybody Seen My Baby,2024-02-11T01:57:37,2024-02-11T02:01:42,False,Veronica
The Script,I Want It All,2024-02-11T01:56:43,2024-02-11T01:59:47,False,3
Shannon,LET THE MUSIC PLAY,2024-02-11T01:58:08,2024-02-11T02:02:42,False,2
Dave Berry,This Strange Effect,2024-02-11T01:58:02,2024-02-11T02:00:24,False,5
The Pointer Sisters,I'm So Excited,2024-02-11T02:00:16,2024-02-11T02:03:16,True,10
Elton John & Dua Lipa,Cold Heart (PNAU Remix),2024-02-11T02:01:46,2024-02-11T02:04:46,False,Sky
Roachford,Cuddly Toy,2024-02-11T02:02:10,2024-02-11T02:05:56,False,Veronica
McFadden & Whitehead,Ain't No Stoppin' Us Now,2024-02-11T02:02:26,2024-02-11T02:06:03,False,2
Maroon 5,This Love,2024-02-11T02:03:10,2024-02-11T02:06:32,False,3
Bruno Mars,Locked Out Of Heaven,2024-02-11T02:04:00,2024-02-11T02:07:00,False,10
Kelly Clarkson,Behind These Hazel Eyes,2024-02-11T02:04:57,2024-02-11T02:07:57,True,Sky
Prince,Most Beautiful Girl In The World,2024-02-11T02:06:58,2024-02-11T02:11:04,False,Veronica
Levert,Casanova,2024-02-11T02:06:08,2024-02-11T02:10:06,False,2
Son Mieux,Tonight,2024-02-11T02:06:37,2024-02-11T02:11:08,False,3
Johnny Cash,Ring Of Fire,2024-02-11T02:05:06,2024-02-11T02:07:41,False,5
Kool & The Gang,Fresh,2024-02-11T02:07:50,2024-02-11T02:11:24,False,5
Taylor Swift,Cruel Summer,2024-02-11T02:08:12,2024-02-11T02:11:12,True,Sky
Blof,Aan De Kust,2024-02-11T02:07:53,2024-02-11T02:10:53,False,10
John Mayer,New Light,2024-02-11T02:11:15,2024-02-11T02:14:49,False,Veronica
Leon Bridges,If It Feels Good (Then It Must Be),2024-02-11T02:09:54,2024-02-11T02:13:08,False,2
Ed Sheeran,Photograph,2024-02-11T02:11:09,2024-02-11T02:14:09,False,Sky
Dolly Parton,Jolene,2024-02-11T02:11:46,2024-02-11T02:14:46,True,10
The Rolling Stones,Mess It Up,2024-02-11T02:11:17,2024-02-11T02:15:18,False,5
Ray Parker Jr. & Raydio,A Woman Needs Love (Just Like You Do),2024-02-11T02:13:22,2024-02-11T02:17:23,False,2
Antoon,Blindelings,2024-02-11T02:12:13,2024-02-11T02:14:53,False,3
Madonna,Like A Prayer,2024-02-11T02:14:53,2024-02-11T02:17:53,True,Sky
Coldplay,Clocks,2024-02-11T02:14:15,2024-02-11T02:17:15,False,10
Grace Jones,La Vie En Rose,2024-02-11T02:15:03,2024-02-11T02:18:34,True,Veronica
Paramore,Still Into You,2024-02-11T02:14:49,2024-02-11T02:18:16,False,3
The Moody Blues,Had To Fall In Love,2024-02-11T02:15:15,2024-02-11T02:18:52,False,5
Sister Sledge,He's just a runaway,2024-02-11T02:17:13,2024-02-11T02:21:09,True,2
Acraze Ft. Cherish,Do It To It,2024-02-11T02:18:10,2024-02-11T02:20:47,False,3
Kate Bush,Cloudbusting,2024-02-11T02:18:20,2024-02-11T02:21:20,True,10
Fray,How To Save A Life,2024-02-11T02:19:35,2024-02-11T02:23:56,False,Veronica
Post Malone,Chemical,2024-02-11T02:19:52,2024-02-11T02:22:52,False,Sky
Taylor Swift,Cruel Summer,2024-02-11T02:20:58,2024-02-11T02:23:53,True,3
Sixpence None The Richer,Kiss Me,2024-02-11T02:22:33,2024-02-11T02:25:33,False,10
Duran Duran,Ordinary World,2024-02-11T02:18:47,2024-02-11T02:23:29,False,5
Becky Hill & David Guetta,Remember,2024-02-11T02:22:54,2024-02-11T02:25:54,True,Sky
Golden Earring,Another 45 Miles,2024-02-11T02:24:08,2024-02-11T02:27:51,False,Veronica
Matt Bianco,Don't Blame It On That Girl,2024-02-11T02:23:21,2024-02-11T02:27:03,False,5
Mark Morrison,Return Of The Mack,2024-02-11T02:24:27,2024-02-11T02:27:56,False,2
Busted,Year 3000,2024-02-11T02:25:02,2024-02-11T02:28:18,False,3
Phil Collins,Look Through My Eyes,2024-02-11T02:25:32,2024-02-11T02:28:32,False,Sky
Bachman Turner Overdrive,You Ain't Seen Nothing Yet,2024-02-11T02:25:44,2024-02-11T02:28:44,False,10
The Carpenters,Only Yesterday,2024-02-11T02:27:10,2024-02-11T02:31:00,False,5
Duran Duran,"Reflex, The",2024-02-11T02:28:26,2024-02-11T02:32:47,False,Veronica
The Blackbyrds,Walking In Rhythm,2024-02-11T02:27:53,2024-02-11T02:32:07,False,2
Teddy Swims,Lose Control,2024-02-11T02:29:23,2024-02-11T02:32:23,False,Sky
Rihanna,Diamonds,2024-02-11T02:29:19,2024-02-11T02:32:19,True,10
Adele,Rolling in the Deep,2024-02-11T02:28:23,2024-02-11T02:32:10,True,3
Stephanie Struijk,Straks,2024-02-11T02:30:49,2024-02-11T02:33:05,True,5
Dolly Dots,Don't Give Up,2024-02-11T02:32:09,2024-02-11T02:35:09,True,10
Gintronix,Alchemy,2024-02-11T02:31:55,2024-02-11T02:34:57,False,2
Oscar And The Wolf,Angel Face,2024-02-11T02:32:14,2024-02-11T02:35:42,False,3
George Ezra,Budapest,2024-02-11T02:32:51,2024-02-11T02:35:51,False,Sky
Taylor Swift,Cruel Summer,2024-02-11T02:33:59,2024-02-11T02:36:55,True,Veronica
Them,Gloria,2024-02-11T02:32:57,2024-02-11T02:35:32,False,5
Warren G ft. Nate Dogg,Regulate,2024-02-11T02:34:57,2024-02-11T02:38:53,False,2
Ofenbach Ft. Norma Jean Martine,Overdrive,2024-02-11T02:36:19,2024-02-11T02:39:19,False,Sky
Kt Tunstall,Suddenly I See,2024-02-11T02:35:41,2024-02-11T02:38:41,False,10
Niall Horan,Meltdown,2024-02-11T02:35:39,2024-02-11T02:38:08,False,3
Umberto Tozzi,Ti Amo,2024-02-11T02:35:35,2024-02-11T02:39:36,False,5
Eagles,One Of These Nights,2024-02-11T02:38:18,2024-02-11T02:43:06,False,Veronica
Lewis Capaldi,Forget Me,2024-02-11T02:38:57,2024-02-11T02:41:57,False,Sky
Gerry Rafferty,Baker Street,2024-02-11T02:38:52,2024-02-11T02:41:52,False,10
Gare du Nord,Beautiful Day,2024-02-11T02:38:44,2024-02-11T02:42:26,False,2
Hozier,Take Me To Church,2024-02-11T02:38:21,2024-02-11T02:42:23,False,3
Gladys Knight & The Pips,Taste Of Bitter Love,2024-02-11T02:39:34,2024-02-11T02:43:15,True,5
Heatwave,Boogie Nights,2024-02-11T02:42:19,2024-02-11T02:45:56,False,2
Adele,When We Were Young,2024-02-11T02:42:19,2024-02-11T02:45:19,True,Sky
Savage Garden,Truly Madly Deeply,2024-02-11T02:43:09,2024-02-11T02:46:09,False,10
Eagle Eye Cherry,Save Tonight,2024-02-11T02:44:06,2024-02-11T02:48:05,False,Veronica
Ishan,Someone Like Me,2024-02-11T02:43:12,2024-02-11T02:45:20,False,3
Peter & Gordon,Woman,2024-02-11T02:43:37,2024-02-11T02:46:03,False,5
Color Me Badd,All 4 Love,2024-02-11T02:45:51,2024-02-11T02:49:22,False,2
Kris Kross Amsterdam Feat. Sera & Conor Maynard,Stay (Never Leave),2024-02-11T02:45:25,2024-02-11T02:47:55,False,3
André Hazes,Het laatste rondje,2024-02-11T02:46:01,2024-02-11T02:50:20,False,5
Douwe Bob,This World Is Our Home,2024-02-11T02:47:03,2024-02-11T02:50:03,False,Sky
Ub40,Sing Our Own Song,2024-02-11T02:47:38,2024-02-11T02:50:38,False,10
Big Country,Look Away,2024-02-11T02:48:09,2024-02-11T02:52:32,False,Veronica
The Game & 50 Cent,Hate It Or Love It,2024-02-11T02:49:25,2024-02-11T02:52:53,False,2
Arcade Fire,Everything Now,2024-02-11T02:48:13,2024-02-11T02:52:57,False,3
Justin Timberlake,Can't Stop The Feeling,2024-02-11T02:49:58,2024-02-11T02:52:58,False,Sky
Queen,Bicycle Race,2024-02-11T02:50:13,2024-02-11T02:53:16,False,5
Purple Disco Machine Ft. Sophie And The Giants,Hypnotized,2024-02-11T02:51:21,2024-02-11T02:54:21,False,10
Earth & Fire,Weekend,2024-02-11T02:52:42,2024-02-11T02:56:09,False,Veronica
Chef`Special,Miracles,2024-02-11T02:53:53,2024-02-11T02:56:53,False,Sky
Marlena Shaw,Woman Of The Ghetto,2024-02-11T02:52:50,2024-02-11T02:58:55,False,2
Maneskin,SUPERMODEL,2024-02-11T02:52:47,2024-02-11T02:55:14,False,3
Marcels,Blue Moon,2024-02-11T02:53:13,2024-02-11T02:55:27,False,5
Rod Stewart,Young Turks,2024-02-11T02:54:33,2024-02-11T02:57:33,False,10
The Black Eyed Peas,Where Is The Love,2024-02-11T02:55:10,2024-02-11T02:58:59,False,3
Danny Vera,Roller Coaster,2024-02-11T02:56:59,2024-02-11T03:01:28,False,Veronica
Marvin Gaye,Sexual Healing,2024-02-11T02:55:26,2024-02-11T02:59:29,False,5
Lucie Silvas,What You're Made Of,2024-02-11T02:56:51,2024-02-11T02:59:51,True,Sky
Shanice,I Love Your Smile,2024-02-11T02:58:42,2024-02-11T03:02:29,True,2
Janis Joplin,Me And Bobby McGee,2024-02-11T02:59:19,2024-02-11T03:03:50,True,5
The Jacksons,Can You Feel it,2024-02-11T03:01:30,2024-02-11T03:04:30,False,10
En Vogue,Free Your Mind,2024-02-11T03:01:32,2024-02-11T03:05:41,True,Veronica
Axwell /\ Ingrosso,Sun Is Shining,2024-02-11T03:01:38,2024-02-11T03:04:38,False,Q
Mariah Carey,Fantasy,2024-02-11T03:02:16,2024-02-11T03:06:21,True,2
Sophie Ellis Bextor,Murder On The Dancefloor,2024-02-11T03:02:25,2024-02-11T03:06:11,True,3
James Morrison,Wonderful World,2024-02-11T03:02:53,2024-02-11T03:05:53,False,Sky
Candlewick Green,Who Do You Think You Are,2024-02-11T03:02:18,2024-02-11T03:05:20,False,5
Dean Lewis,Trust Me Mate,2024-02-11T03:04:40,2024-02-11T03:07:40,False,Q
Gotye Ft. Kimbra,Somebody That I Used To Know,2024-02-11T03:05:25,2024-02-11T03:08:25,False,10
Small Faces,Tin Soldier,2024-02-11T03:05:15,2024-02-11T03:08:34,False,5
Davina Michelle,17,2024-02-11T03:06:19,2024-02-11T03:09:19,True,Sky
Bryan Adams,Heaven,2024-02-11T03:07:04,2024-02-11T03:11:07,False,Veronica
Bobby Byrd,Hot Pants (I'm Coming),2024-02-11T03:06:24,2024-02-11T03:08:48,False,2
James Bay,Best Fake Smile,2024-02-11T03:06:17,2024-02-11T03:09:40,False,3
Rose Royce,Best Love,2024-02-11T03:08:46,2024-02-11T03:12:30,False,5
Ed Sheeran,Celestial,2024-02-11T03:07:31,2024-02-11T03:10:31,False,Q
Ava Max,Sweet But Psycho,2024-02-11T03:09:02,2024-02-11T03:12:02,True,Sky
John Miles,Music,2024-02-11T03:08:40,2024-02-11T03:11:40,False,10
Lianne La Havas,Bittersweet,2024-02-11T03:08:45,2024-02-11T03:12:36,True,2
Di-Rect,My Blood,2024-02-11T03:10:49,2024-02-11T03:14:28,False,3
Daniel Powter,Bad Day,2024-02-11T03:11:07,2024-02-11T03:14:07,False,Q
Acda & De Munnik,De Kapitein Deel 2,2024-02-11T03:12:03,2024-02-11T03:15:03,False,Sky
Manu Chao,Me Gustas Tu,2024-02-11T03:12:22,2024-02-11T03:16:19,False,Veronica
The Braxtons,The Boss,2024-02-11T03:12:49,2024-02-11T03:17:04,False,2
Danny Vera,DNA,2024-02-11T03:12:25,2024-02-11T03:15:37,False,5
Alok & Bebe Rexha,Deep In Your Love,2024-02-11T03:14:40,2024-02-11T03:17:40,False,Q
Eternal Ft. Bebe Winans,I Wanna Be The Only One,2024-02-11T03:14:40,2024-02-11T03:17:40,False,10
Purple Disco Machine/Eyelar,Dopamine,2024-02-11T03:14:23,2024-02-11T03:17:59,False,3
Dean Lewis,Trust Me Mate,2024-02-11T03:15:06,2024-02-11T03:18:06,False,Sky
Bruce Springsteen,Born To Run,2024-02-11T03:16:40,2024-02-11T03:21:09,False,Veronica
Johnny Nash,Tears On My Pillow,2024-02-11T03:15:39,2024-02-11T03:18:55,False,5
Edwin Starr,Twenty-Five Miles,2024-02-11T03:16:58,2024-02-11T03:20:20,False,2
Niall Horan,Heaven,2024-02-11T03:17:13,2024-02-11T03:20:13,False,Q
Ed Sheeran,Celestial,2024-02-11T03:17:58,2024-02-11T03:20:58,False,Sky
Robbie Williams,Feel,2024-02-11T03:18:13,2024-02-11T03:21:13,False,10
Rihanna,Only Girl (In The World),2024-02-11T03:19:35,2024-02-11T03:23:30,True,3
Joe Cocker,N'oubliez Jamais,2024-02-11T03:18:48,2024-02-11T03:23:29,False,5
Joy Crookes,Feet Don't Fail Me Now,2024-02-11T03:20:21,2024-02-11T03:23:39,True,2
Whitney Houston & Enrique Iglesias,Could I Have This Kiss Forever,2024-02-11T03:21:23,2024-02-11T03:24:23,True,Sky
Air,All I Need,2024-02-11T03:21:58,2024-02-11T03:25:56,False,Veronica
Bryan Adams,Run To You,2024-02-11T03:22:34,2024-02-11T03:25:34,False,10
Journey,Don't Stop Believin',2024-02-11T03:23:18,2024-02-11T03:27:28,False,5
Dimitri Vegas & Like Mike & Tiesto & Dido & W&W,Thank You (Not So Bad),2024-02-11T03:23:58,2024-02-11T03:26:58,False,Q
Pras Michel ft. ODB & Mya,Ghetto Superstar - That Is What You Are,2024-02-11T03:23:36,2024-02-11T03:28:03,False,2
Douwe Bob,This World Is Our Home,2024-02-11T03:23:35,2024-02-11T03:26:27,False,3
