Artiest,Titel,Starttijd,Eindtijd,Vrouw?,Kanaal
Ed Sheeran,Overpass Graffiti,2024-02-10T00:17:40,2024-02-10T00:20:40,False,Sky
Roberta Flack,Killing Me Softly With His Song,2024-02-10T00:19:16,2024-02-10T00:24:05,True,5
Pretenders,Don't Get Me Wrong,2024-02-10T00:20:54,2024-02-10T00:23:54,False,10
Bob Uit Zuid Ft. Pretsonal Trainer,Volvo,2024-02-10T00:19:59,2024-02-10T00:22:33,False,3
Keane,Sovereign Light Café,2024-02-10T00:21:32,2024-02-10T00:24:32,False,Sky
Declan McKenna,Mulholland's Dinner and Wine,2024-02-10T00:22:38,2024-02-10T00:25:31,False,3
Bryan Adams,I'm Ready,2024-02-10T00:23:58,2024-02-10T00:27:59,False,5
Lionel Richie,All Night Long,2024-02-10T00:24:55,2024-02-10T00:27:55,False,Sky
De Dijk,Als Ze Er Niet Is,2024-02-10T00:24:48,2024-02-10T00:27:48,False,10
Maggie Rogers,Don't Forget Me,2024-02-10T00:26:09,2024-02-10T00:30:34,True,3
Kygo & Ava Max,Whatever,2024-02-10T00:27:01,2024-02-10T00:30:01,False,Q
Herman van Veen,Hilversum 3,2024-02-10T00:27:58,2024-02-10T00:31:53,False,5
Banners,Someone To You,2024-02-10T00:28:59,2024-02-10T00:31:59,False,Sky
Tina Charles,I Love To Love,2024-02-10T00:28:13,2024-02-10T00:31:13,True,10
Rihanna,Diamonds,2024-02-10T00:29:52,2024-02-10T00:32:52,True,Q
Fred Again,Delilah (pull me out of this),2024-02-10T00:30:26,2024-02-10T00:33:16,False,3
Sia,Cheap Thrills,2024-02-10T00:31:21,2024-02-10T00:34:21,True,10
Mighty Sparrow & Byron Lee,Only A Fool,2024-02-10T00:32:01,2024-02-10T00:34:44,False,5
Son Mieux,Tonight,2024-02-10T00:32:37,2024-02-10T00:35:37,False,Sky
Queens Of The Stone Age,I Sat by the Ocean,2024-02-10T00:32:59,2024-02-10T00:36:54,False,3
Ed Sheeran,Celestial,2024-02-10T00:33:31,2024-02-10T00:36:31,False,Q
Tim Dawn,A Maze,2024-02-10T00:34:37,2024-02-10T00:38:19,False,5
Dire Straits,Money For Nothing,2024-02-10T00:34:43,2024-02-10T00:37:43,False,10
Counting Crows Ft Vanessa Carlton,Big Yellow Taxi,2024-02-10T00:37:02,2024-02-10T00:40:02,False,Sky
DJ Koze,Pick Up,2024-02-10T00:37:05,2024-02-10T00:41:03,False,3
Anne-Marie & Shania Twain,Unhealthy,2024-02-10T00:37:09,2024-02-10T00:40:09,True,Q
Los Bravos,Black Is Black,2024-02-10T00:38:13,2024-02-10T00:41:08,False,5
Anastacia,Sick And Tired,2024-02-10T00:38:45,2024-02-10T00:41:45,True,10
Sigma,Nobody To Love,2024-02-10T00:39:47,2024-02-10T00:42:47,False,Q
Lauren Spencer-Smith,Fingers Crossed,2024-02-10T00:40:29,2024-02-10T00:43:29,True,Sky
Third World,Now That We Found Love,2024-02-10T00:42:23,2024-02-10T00:45:23,False,10
John Travolta,Sandy,2024-02-10T00:41:15,2024-02-10T00:43:46,False,5
Mark Ambor,Good To Be,2024-02-10T00:43:32,2024-02-10T00:46:32,False,Sky
Willeke Alberti en Andre van Duin,Vrienden Blijven Doen We Altijd,2024-02-10T00:43:38,2024-02-10T00:47:41,False,5
Dean Lewis,Trust Me Mate,2024-02-10T00:43:53,2024-02-10T00:46:53,False,Q
Library Card,Cognitive Dissonance,2024-02-10T00:44:09,2024-02-10T00:47:23,False,3
Lenny Kravitz,Are You Gonna Go My Way,2024-02-10T00:46:05,2024-02-10T00:49:05,False,10
Wham,Wake Me Up Before You Gogo,2024-02-10T00:46:04,2024-02-10T00:49:04,False,Sky
The Hollies,Listen To Me,2024-02-10T00:47:48,2024-02-10T00:50:24,False,5
Adam Lambert,Whataya Want From Me,2024-02-10T00:47:56,2024-02-10T00:50:56,False,Q
"Maryn Charlie, Melle",Coming Of Age,2024-02-10T00:48:27,2024-02-10T00:51:12,False,3
Kriss Kross Amsterdam & Sera & Conor Maynard,Stay (Never Leave),2024-02-10T00:49:50,2024-02-10T00:52:50,False,Sky
Tina Turner,We Don't Need Another Hero,2024-02-10T00:49:41,2024-02-10T00:52:41,True,10
Anouk,I Don't Wanna Hurt,2024-02-10T00:50:24,2024-02-10T00:53:56,True,5
Bicep,CHROMA 001 HELIUM,2024-02-10T00:51:17,2024-02-10T00:56:04,False,3
Alok & Bebe Rexha,Deep In Your Love,2024-02-10T00:51:36,2024-02-10T00:54:36,False,Q
James Arthur,Say You Won't Let Go,2024-02-10T00:52:21,2024-02-10T00:55:21,False,Sky
Ed Sheeran,Eyes Closed,2024-02-10T00:53:53,2024-02-10T00:56:53,False,10
Barry & Eileen,If You Go,2024-02-10T00:53:51,2024-02-10T00:58:06,False,5
Train,Drops Of Jupiter,2024-02-10T00:55:52,2024-02-10T00:58:52,False,Sky
Caravan Palace,Mirrors,2024-02-10T00:57:08,2024-02-10T01:00:03,False,3
Onerepublic,Runaway,2024-02-10T00:57:39,2024-02-10T01:00:39,False,Q
Miami Sound Machine,Bad Boy,2024-02-10T00:57:03,2024-02-10T01:00:03,False,10
10CC,Feel The Love (Oomachasaooma),2024-02-10T00:58:08,2024-02-10T01:03:15,False,5
Elton John,I'm Still Standing,2024-02-10T01:02:16,2024-02-10T01:05:16,False,10
Taylor Swift,Cruel Summer,2024-02-10T01:02:25,2024-02-10T01:05:20,True,3
Cliff Richard,Do You Wanna Dance,2024-02-10T01:02:16,2024-02-10T01:04:29,False,5
Metro Boomin & The Weeknd & 21 Savage,Creepin',2024-02-10T01:02:45,2024-02-10T01:05:45,False,Q
Ronde,Break My Heart,2024-02-10T01:02:53,2024-02-10T01:05:53,True,Sky
Queen,Breakthru,2024-02-10T01:03:52,2024-02-10T01:07:58,False,Veronica
Nico & Vinz,Am I Wrong,2024-02-10T01:05:07,2024-02-10T01:08:07,False,10
Traveling Wilburys,End Of The Line,2024-02-10T01:04:26,2024-02-10T01:07:52,False,5
Ariana Grande,"Yes, And?",2024-02-10T01:06:21,2024-02-10T01:09:21,True,Q
Adele,Set Fire To The Rain,2024-02-10T01:06:01,2024-02-10T01:09:01,True,Sky
Killers,Human,2024-02-10T01:05:33,2024-02-10T01:09:39,False,3
Cure,Friday I'm In Love,2024-02-10T01:08:25,2024-02-10T01:11:59,False,Veronica
John Denver,Take Me Home Country Roads,2024-02-10T01:08:03,2024-02-10T01:11:14,False,5
Bill Withers,Lovely Day,2024-02-10T01:09:04,2024-02-10T01:12:04,False,10
Justin Bieber,Love Yourself,2024-02-10T01:10:05,2024-02-10T01:13:05,False,Sky
Di-Rect,My Blood,2024-02-10T01:10:24,2024-02-10T01:14:03,False,3
The Rolling Stones,Mess It Up,2024-02-10T01:11:08,2024-02-10T01:15:09,False,5
Bruce Springsteen,Born In The U.S.A.,2024-02-10T01:11:20,2024-02-10T01:14:20,False,Q
The Indien,Be Yours,2024-02-10T01:12:43,2024-02-10T01:15:56,False,Veronica
New Radicals,You Get What You Give,2024-02-10T01:13:01,2024-02-10T01:16:01,False,10
Lil Nas X,That's What I Want,2024-02-10T01:14:00,2024-02-10T01:16:22,False,3
Taylor Swift,Cruel Summer,2024-02-10T01:14:45,2024-02-10T01:17:45,True,Q
Fleetwood Mac,Everywhere,2024-02-10T01:13:58,2024-02-10T01:16:58,False,Sky
Lou Rawls,You'll Never Find Another Love Like Mine,2024-02-10T01:15:07,2024-02-10T01:18:37,False,5
Babys,Everytime I Think Of You,2024-02-10T01:17:15,2024-02-10T01:20:58,False,Veronica
Post Malone,Chemical,2024-02-10T01:17:28,2024-02-10T01:20:28,False,Sky
Simply Red,Sunrise,2024-02-10T01:17:31,2024-02-10T01:20:31,False,10
Depeche Mode,Enjoy The Silence,2024-02-10T01:17:07,2024-02-10T01:21:18,False,3
De Dijk,Groot Hart,2024-02-10T01:18:32,2024-02-10T01:21:47,False,5
Haddaway,What Is Love,2024-02-10T01:20:30,2024-02-10T01:23:30,False,Sky
Sade,Sweetest Taboo,2024-02-10T01:20:43,2024-02-10T01:23:43,True,10
Freestylers,Push Up,2024-02-10T01:21:33,2024-02-10T01:25:13,False,Veronica
Miley Cyrus,Flowers,2024-02-10T01:21:08,2024-02-10T01:24:22,True,3
Hannah Mae,Waterdicht,2024-02-10T01:21:50,2024-02-10T01:24:50,True,Q
Shakatak,Easier Said Than Done,2024-02-10T01:21:45,2024-02-10T01:25:32,False,5
Ariana Grande,"yes, and?",2024-02-10T01:24:21,2024-02-10T01:27:52,True,3
Becky Hill & David Guetta ,Remember,2024-02-10T01:24:44,2024-02-10T01:27:44,False,Q
Suzan & Freek,Als Het Avond Is,2024-02-10T01:24:57,2024-02-10T01:27:57,False,Sky
Boyzone,Picture Of You,2024-02-10T01:25:04,2024-02-10T01:28:04,False,10
David Bowie,Absolute Beginners,2024-02-10T01:25:36,2024-02-10T01:29:59,False,Veronica
BZN,Lady McCory,2024-02-10T01:25:39,2024-02-10T01:29:12,False,5
Harry Styles,Late Night Talking,2024-02-10T01:27:19,2024-02-10T01:30:19,False,Q
Shocking Blue,Venus,2024-02-10T01:28:16,2024-02-10T01:31:16,False,10
Dennis van Aarssen ft. Jeff Franzel,Waiting For Tonight,2024-02-10T01:29:11,2024-02-10T01:32:19,False,5
Teddy Swims,Lose Control,2024-02-10T01:28:22,2024-02-10T01:31:22,False,Sky
George Ezra,Budapest,2024-02-10T01:30:08,2024-02-10T01:33:29,False,Veronica
Tame Impala,Lost In Yesterday,2024-02-10T01:28:44,2024-02-10T01:32:53,False,3
Magic!,Rude,2024-02-10T01:31:23,2024-02-10T01:34:23,False,10
Loreen,Is It Love,2024-02-10T01:31:01,2024-02-10T01:34:01,True,Q
Jason Mraz,I'm Yours,2024-02-10T01:31:54,2024-02-10T01:34:54,False,Sky
Neil Diamond,Sweet Caroline,2024-02-10T01:32:09,2024-02-10T01:35:40,False,5
Simple Minds,Sanctify Yourself,2024-02-10T01:34:42,2024-02-10T01:38:30,False,Veronica
Westlife,Uptown Girl,2024-02-10T01:33:16,2024-02-10T01:36:16,False,Q
Ed Sheeran,Shivers,2024-02-10T01:35:24,2024-02-10T01:38:24,False,Sky
George Michael,Father Figure,2024-02-10T01:35:03,2024-02-10T01:38:03,False,10
Coldplay,Higher Power,2024-02-10T01:32:51,2024-02-10T01:36:22,False,3
Trammps,The Night The Light Went Out,2024-02-10T01:35:32,2024-02-10T01:38:55,False,5
Cyril,Stumblin' In,2024-02-10T01:38:28,2024-02-10T01:41:28,False,Q
Teddy Swims,The Door,2024-02-10T01:39:00,2024-02-10T01:42:32,False,Veronica
Nelly Furtado,PROMISCUOUS (LIVE @ THATS LIVE),2024-02-10T01:36:33,2024-02-10T01:40:16,True,3
Bryan Ferry,Don't Stop The Dance,2024-02-10T01:38:48,2024-02-10T01:42:45,False,5
Sheppard,Learning To Fly,2024-02-10T01:38:49,2024-02-10T01:41:49,False,Sky
Robbie Williams,Let Me Entertain You,2024-02-10T01:40:40,2024-02-10T01:43:40,False,10
Dean Lewis,Trust Me Mate,2024-02-10T01:40:26,2024-02-10T01:43:20,False,3
Tate Mcrae,Greedy,2024-02-10T01:41:43,2024-02-10T01:44:43,False,Q
Douwe Bob,This World Is Our Home,2024-02-10T01:41:57,2024-02-10T01:44:57,False,Sky
Cranberries,Linger,2024-02-10T01:43:02,2024-02-10T01:47:36,False,Veronica
Dusty Springfield,I only want to be with you,2024-02-10T01:42:53,2024-02-10T01:45:27,True,5
Whitney Houston,Didn't We Almost Have It All,2024-02-10T01:44:50,2024-02-10T01:47:50,True,Sky
Post Malone,Circles,2024-02-10T01:44:46,2024-02-10T01:47:46,False,10
The Prodigy,Firestarter,2024-02-10T01:45:20,2024-02-10T01:49:05,False,3
Racoon,Oceaan,2024-02-10T01:45:26,2024-02-10T01:48:07,False,5
Imagine Dragons,Whatever It Takes,2024-02-10T01:48:12,2024-02-10T01:51:12,False,Q
Blondie,One Way Or Another,2024-02-10T01:48:15,2024-02-10T01:51:15,True,10
James Morrison,Wonderful World,2024-02-10T01:49:06,2024-02-10T01:52:34,False,Veronica
Imagine Dragons,Believer,2024-02-10T01:49:09,2024-02-10T01:52:32,False,3
Dolly Parton,Jolene,2024-02-10T01:47:59,2024-02-10T01:50:40,True,5
Natasha Bedingfield,Unwritten,2024-02-10T01:49:26,2024-02-10T01:52:26,True,Sky
Bob Dylan,Just Like A Woman,2024-02-10T01:50:38,2024-02-10T01:55:26,False,5
Nick Schilder,Realize,2024-02-10T01:51:45,2024-02-10T01:54:45,False,Q
Eros Ramazzotti,Un' Emozione Per Siempre,2024-02-10T01:51:47,2024-02-10T01:54:47,False,10
Michael Sembello,Maniac,2024-02-10T01:53:25,2024-02-10T01:57:23,False,Veronica
Ofenbach Ft. Norma Jean Martine,Overdrive,2024-02-10T01:53:25,2024-02-10T01:56:25,False,Sky
The Pasadenas,Riding On A Train,2024-02-10T01:55:26,2024-02-10T01:59:42,False,5
Acda & De Munnik,Niet Of Nooit Geweest,2024-02-10T01:54:48,2024-02-10T01:57:48,False,Q
Madonna,Holiday,2024-02-10T01:55:32,2024-02-10T01:58:32,True,10
Eliza Rose,B.O.T.A.,2024-02-10T01:55:10,2024-02-10T01:57:46,False,3
Cian Ducrot,I`ll Be Waiting,2024-02-10T01:56:03,2024-02-10T01:59:03,False,Sky
Jon Bon Jovi,Midnight In Chelsea,2024-02-10T01:57:42,2024-02-10T02:01:45,False,Veronica
Simple Plan,JET LAG,2024-02-10T01:57:45,2024-02-10T02:01:11,False,3
Redbone,We Were All Wounded At Wounded Knee,2024-02-10T01:59:34,2024-02-10T02:03:02,False,5
Loreen,Is It Love,2024-02-10T02:01:00,2024-02-10T02:04:00,True,Sky
Culture Club,Karma Chameleon,2024-02-10T02:02:16,2024-02-10T02:05:16,False,10
Soul Asylum,Runaway Train,2024-02-10T02:02:30,2024-02-10T02:06:54,False,Veronica
Bruce Springsteen,Hungry Heart,2024-02-10T02:02:16,2024-02-10T02:05:36,False,2
David Guetta & Kim Petras,When We Were Young (The Logical Song),2024-02-10T02:02:18,2024-02-10T02:05:18,False,Q
Ronde,Break My Heart,2024-02-10T02:03:46,2024-02-10T02:06:53,True,3
UB40 & Chrissie Hynde,Breakfast In Bed,2024-02-10T02:02:19,2024-02-10T02:05:33,False,5
Maroon 5,Memories,2024-02-10T02:03:15,2024-02-10T02:06:15,False,Sky
Badfinger,No Matter What,2024-02-10T02:05:23,2024-02-10T02:08:24,False,5
Kensington,Uncharted,2024-02-10T02:04:50,2024-02-10T02:07:50,False,Q
David Bowie,Wild Is The Wind,2024-02-10T02:05:22,2024-02-10T02:11:18,False,2
Ronde,Undecided,2024-02-10T02:06:29,2024-02-10T02:09:29,True,Sky
John Legend,Save Room,2024-02-10T02:06:20,2024-02-10T02:09:20,False,10
Steve Winwood,Higher Love,2024-02-10T02:07:49,2024-02-10T02:12:00,False,Veronica
The Wombats,Let's Dance To Joy Division,2024-02-10T02:06:54,2024-02-10T02:09:46,False,3
Andy Williams,Can't Take My Eyes Off You,2024-02-10T02:08:43,2024-02-10T02:11:49,False,5
Anastacia,I'm Outta Love,2024-02-10T02:08:50,2024-02-10T02:11:50,True,Q
Avicii,Wake Me Up,2024-02-10T02:09:12,2024-02-10T02:12:12,False,Sky
K.C. & The Sunshine Band,Get Down Tonight,2024-02-10T02:10:15,2024-02-10T02:13:15,False,10
Troye Sivan,One Of Your Girls,2024-02-10T02:10:14,2024-02-10T02:13:15,False,3
The Weeknd,Sacrifice,2024-02-10T02:12:06,2024-02-10T02:15:14,False,Veronica
Stevie Nicks,EDGE OF SEVENTEEN,2024-02-10T02:11:20,2024-02-10T02:15:00,True,2
Oliver Pesch,Heart Attack,2024-02-10T02:11:48,2024-02-10T02:15:21,False,5
Post Malone,Chemical,2024-02-10T02:12:15,2024-02-10T02:15:15,False,Q
Noah Kahan,Stick Season,2024-02-10T02:13:19,2024-02-10T02:16:18,False,3
Phil Collins,You Can't Hurry Love,2024-02-10T02:13:13,2024-02-10T02:16:13,False,Sky
The Radio'S,She Goes Na Na Na,2024-02-10T02:13:04,2024-02-10T02:16:04,False,10
Justin Timberlake,Selfish,2024-02-10T02:15:24,2024-02-10T02:18:24,False,Q
America,A Horse With No Name,2024-02-10T02:16:08,2024-02-10T02:20:18,False,Veronica
Supertramp,Take The Long Way Home (Albumversie),2024-02-10T02:14:52,2024-02-10T02:19:57,False,2
Boney M,Rasputin,2024-02-10T02:15:16,2024-02-10T02:19:41,False,5
Dean Lewis,Trust Me Mate,2024-02-10T02:15:59,2024-02-10T02:18:59,False,Sky
Pink Ft. Willow Sage Hart,Cover Me In Sunshine,2024-02-10T02:16:49,2024-02-10T02:19:49,False,10
Florence + The Machine,Shake It Out,2024-02-10T02:17:04,2024-02-10T02:20:54,True,3
Dua Lipa,Break My Heart,2024-02-10T02:18:06,2024-02-10T02:21:06,True,Q
Pink,All I Know So Far,2024-02-10T02:18:49,2024-02-10T02:21:49,True,Sky
Diana Ross,My Old Piano,2024-02-10T02:19:17,2024-02-10T02:22:17,True,10
Nick & Simon,Pak Maar Mijn Hand,2024-02-10T02:19:54,2024-02-10T02:23:25,False,2
Blof,Wat Zou Je Doen,2024-02-10T02:19:41,2024-02-10T02:24:02,False,5
Franz Ferdinand,Take Me Out,2024-02-10T02:21:26,2024-02-10T02:25:23,False,Veronica
Ed Sheeran,Shivers,2024-02-10T02:20:49,2024-02-10T02:24:16,False,3
Tina Turner,The Best,2024-02-10T02:22:00,2024-02-10T02:25:00,True,Q
Ben Howard,Keep Your Head Up,2024-02-10T02:22:27,2024-02-10T02:25:27,False,Sky
Michael Jackson,Earth Song,2024-02-10T02:23:02,2024-02-10T02:26:02,False,10
Taylor Swift,Love Story (Taylors Version),2024-02-10T02:23:32,2024-02-10T02:27:32,True,2
Swing Out Sister,You On My Mind,2024-02-10T02:24:07,2024-02-10T02:27:41,False,5
Elton John & George Michael,Don't Let The Sun Go Down On Me,2024-02-10T02:25:43,2024-02-10T02:30:04,False,Veronica
Noah Kahan,Stick Season,2024-02-10T02:24:51,2024-02-10T02:28:32,False,3
Claude,Écoutez-Moi,2024-02-10T02:26:10,2024-02-10T02:29:10,False,Q
Backstreet Boys,Everybody,2024-02-10T02:26:25,2024-02-10T02:29:25,False,Sky
Armin Van Buuren Feat Trevor Guthrie,This Is What It Feels Like,2024-02-10T02:27:57,2024-02-10T02:30:57,False,10
Michael Jackson,The Way You Make Me Feel,2024-02-10T02:27:23,2024-02-10T02:31:45,False,2
Boston,Don't Look Back,2024-02-10T02:27:37,2024-02-10T02:32:11,False,5
James Tw,When You Love Someone,2024-02-10T02:28:47,2024-02-10T02:31:47,False,Q
Fleetwood Mac,Little Lies,2024-02-10T02:28:43,2024-02-10T02:32:20,False,3
Davina Michelle,17,2024-02-10T02:30:10,2024-02-10T02:33:10,True,Sky
Arcade Fire,Everything Now,2024-02-10T02:31:16,2024-02-10T02:35:58,False,Veronica
Lost Frequencies & Elley Duhe & X Ambassadors,Back To You,2024-02-10T02:32:13,2024-02-10T02:35:13,False,Q
Pet Shop Boys,What Have I Done To Deserve This,2024-02-10T02:31:25,2024-02-10T02:34:25,False,10
Pearl Jam,Alive,2024-02-10T02:31:41,2024-02-10T02:37:22,False,2
Nits,The Tree,2024-02-10T02:32:09,2024-02-10T02:36:03,False,5
Charlie Puth,One Call Away,2024-02-10T02:32:59,2024-02-10T02:35:59,False,Sky
Dua Lipa,Houdini,2024-02-10T02:32:20,2024-02-10T02:35:25,True,3
Mumford & Sons,I Will Wait,2024-02-10T02:35:27,2024-02-10T02:40:02,False,3
Mark Ambor,Good To Be,2024-02-10T02:34:56,2024-02-10T02:37:56,False,Q
Eric Carmen,Hungry Eyes,2024-02-10T02:36:07,2024-02-10T02:39:07,False,Sky
Kings Of Leon,Sex On Fire,2024-02-10T02:35:29,2024-02-10T02:38:29,False,10
Jimmy Bo Horne,Dance Across The Floor,2024-02-10T02:36:34,2024-02-10T02:39:21,False,Veronica
Golden Earrings,Dong-Dong-Di-Ki-Di-Gi-Dong,2024-02-10T02:35:58,2024-02-10T02:38:57,False,5
P!nk,What About Us (Albumversie),2024-02-10T02:37:18,2024-02-10T02:41:46,True,2
Amy Macdonald,This Is The Life,2024-02-10T02:37:25,2024-02-10T02:40:25,True,Q
The Village People,Y.M.C.A.,2024-02-10T02:38:53,2024-02-10T02:41:53,False,10
Billy Paul,Thanks For Saving My Life,2024-02-10T02:38:57,2024-02-10T02:41:54,False,5
Anne Marie Ft. Shania Twain,Unhealthy,2024-02-10T02:39:51,2024-02-10T02:42:51,True,Sky
The Beatles,Now And Then,2024-02-10T02:40:51,2024-02-10T02:44:55,False,Veronica
Maan/Goldband,Stiekem,2024-02-10T02:39:56,2024-02-10T02:43:19,True,3
Ofenbach & Norma Jean Martine,Overdrive,2024-02-10T02:40:20,2024-02-10T02:43:20,False,Q
Simon & Garfunkel,Bridge Over Troubled Water,2024-02-10T02:41:50,2024-02-10T02:46:43,False,2
Randy Crawford,Nightline,2024-02-10T02:41:49,2024-02-10T02:45:33,False,5
Dermot Kennedy,Better Days,2024-02-10T02:42:16,2024-02-10T02:45:16,False,Sky
Katy Perry Ft. Skip Marley,Chained To The Rhythm,2024-02-10T02:42:33,2024-02-10T02:45:33,True,10
Shawn Mendes,Stitches,2024-02-10T02:43:12,2024-02-10T02:46:12,False,Q
The Last Dinner Party,The Feminine Urge,2024-02-10T02:43:54,2024-02-10T02:47:18,False,3
Di-Rect,How My Heart Was Won,2024-02-10T02:45:36,2024-02-10T02:48:36,False,Sky
Hanson,Mmmbop,2024-02-10T02:46:24,2024-02-10T02:50:20,False,Veronica
Adamo,Amour Perdu,2024-02-10T02:45:32,2024-02-10T02:48:24,False,5
Oasis,Wonderwall,2024-02-10T02:46:45,2024-02-10T02:49:45,False,Q
Crash Test Dummies,Mmm Mmm Mmm Mmm,2024-02-10T02:46:25,2024-02-10T02:49:25,False,10
Fish,A Gentleman's Excuse Me,2024-02-10T02:46:41,2024-02-10T02:50:59,False,2
The Weeknd ft. Daft Punk,I Feel It Coming,2024-02-10T02:47:19,2024-02-10T02:51:47,False,3
Keane,Everybody's Changing,2024-02-10T02:48:24,2024-02-10T02:51:59,False,5
Colbie Caillat,Bubbly,2024-02-10T02:49:01,2024-02-10T02:52:01,True,Sky
Earth And Fire,Weekend,2024-02-10T02:50:08,2024-02-10T02:53:08,False,10
Flemming & Boef,Champions League,2024-02-10T02:50:52,2024-02-10T02:53:52,False,Q
Peter Frampton,Show Me The Way,2024-02-10T02:51:57,2024-02-10T02:55:29,False,Veronica
Tom Odell,Another Love,2024-02-10T02:50:56,2024-02-10T02:54:59,False,2
Detroit Emeralds,Feel The Need In Me,2024-02-10T02:51:54,2024-02-10T02:55:27,False,5
Luis Fonsi & Demi Lovato,Echame La Culpa,2024-02-10T02:52:03,2024-02-10T02:55:03,False,Sky
Harry Styles,Music For a Sushi Restaurant,2024-02-10T02:52:08,2024-02-10T02:55:21,False,3
Dido,White Flag,2024-02-10T02:53:26,2024-02-10T02:56:26,True,Q
James Morrison,You Give Me Something,2024-02-10T02:53:38,2024-02-10T02:56:38,False,10
Blof,Dansen Aan Zee,2024-02-10T02:54:52,2024-02-10T02:57:52,False,Sky
Tears For Fears,Shout,2024-02-10T02:56:00,2024-02-10T03:00:45,False,Veronica
Sinead O'Connor,Nothing Compares 2 U,2024-02-10T02:55:03,2024-02-10T03:00:13,False,2
Kenya Grace,Strangers,2024-02-10T02:55:08,2024-02-10T02:58:00,True,3
Fortunes,This Golden Ring,2024-02-10T02:55:25,2024-02-10T02:57:39,False,5
Felix Jaehn & Ray Dalton,Call It Love,2024-02-10T02:57:04,2024-02-10T03:00:04,False,Q
David Bowie & Mick Jagger,Dancing In The Street,2024-02-10T02:57:06,2024-02-10T03:00:06,False,10
Madonna,Material Girl,2024-02-10T02:57:38,2024-02-10T03:01:38,True,5
Lost Frequencies Ft. Elley Duhe & X Ambassadors,Back To You,2024-02-10T03:01:32,2024-02-10T03:04:32,False,Sky
Clash,Should I Stay Or Should I Go,2024-02-10T03:02:04,2024-02-10T03:05:12,False,Veronica
James Brown,Living In America,2024-02-10T03:02:19,2024-02-10T03:06:28,False,5
Lucas & Steve Ft. Conor Byrne,WHAT WE KNOW,2024-02-10T03:02:32,2024-02-10T03:05:32,False,538
Noah Kahan,Stick Season,2024-02-10T03:01:36,2024-02-10T03:04:36,False,Q
Billy Joel,Uptown Girl,2024-02-10T03:02:02,2024-02-10T03:05:02,False,10
Elvis Presley,Blue Suede Shoes,2024-02-10T03:02:17,2024-02-10T03:04:15,False,2
De Dijk,Kan Ik Iets Voor Je Doen?,2024-02-10T03:04:13,2024-02-10T03:07:31,False,2
Lily Allen,Not Fair,2024-02-10T03:03:42,2024-02-10T03:07:01,True,3
Metejoor & Hannah Mae,Wat Wil Je Van Mij,2024-02-10T03:04:41,2024-02-10T03:07:41,False,Q
Vanessa Carlton,A Thousand Miles,2024-02-10T03:04:06,2024-02-10T03:07:06,True,Sky
Calvin Harris & Sam Smith,Promises,2024-02-10T03:05:11,2024-02-10T03:08:11,False,10
Lenny Kravitz,It Ain't Over Till It's Over,2024-02-10T03:05:22,2024-02-10T03:09:23,False,Veronica
George Ezra,ANYONE FOR YOU,2024-02-10T03:05:13,2024-02-10T03:08:13,False,538
Post Malone,Enough Is Enough,2024-02-10T03:06:58,2024-02-10T03:09:41,False,3
Cliff Bennett & The Rebel Rousers,Got To Get You Into My Life,2024-02-10T03:06:26,2024-02-10T03:08:58,False,5
