Artiest,Titel,Starttijd,Eindtijd,Vrouw?,Kanaal
Cyril,Stumblin' In,2024-02-16T00:45:23,2024-02-16T00:48:23,False,Q
Louis Armstrong,What A Wonderful World,2024-02-16T00:46:08,2024-02-16T00:48:26,False,2
The Weeknd,Blinding Lights,2024-02-16T00:46:55,2024-02-16T00:49:55,False,Sky
Gabriella Cilmi,Sweet About Me,2024-02-16T00:47:42,2024-02-16T00:51:03,False,5
Simple Minds,Waterfront,2024-02-16T00:48:31,2024-02-16T00:53:22,False,2
Romy,Enjoy Your Life,2024-02-16T00:47:54,2024-02-16T00:51:54,True,3
Chris Brown,YEAH 3X,2024-02-16T00:48:10,2024-02-16T00:51:10,False,538
Tate Mcrae,Greedy,2024-02-16T00:48:58,2024-02-16T00:51:58,False,Q
Paul Simon,You Can Call Me Al,2024-02-16T00:49:17,2024-02-16T00:52:17,False,10
Taylor Swift,Anti-Hero,2024-02-16T00:50:09,2024-02-16T00:53:09,True,Sky
Imagine Dragons,BONES,2024-02-16T00:52:00,2024-02-16T00:55:00,False,538
Fleetwood Mac,Go Your Own Way,2024-02-16T00:51:13,2024-02-16T00:54:13,False,Q
Fisher,Losing It,2024-02-16T00:51:50,2024-02-16T00:54:33,False,3
Kansas,Dust In The Wind,2024-02-16T00:50:58,2024-02-16T00:54:25,False,5
Kensington,Do I Ever,2024-02-16T00:53:18,2024-02-16T00:56:39,False,2
Dotan,Home,2024-02-16T00:53:30,2024-02-16T00:56:30,False,Sky
Abel,Onderweg,2024-02-16T00:53:49,2024-02-16T00:56:49,False,10
Consortium,All The Love In The World,2024-02-16T00:54:18,2024-02-16T00:57:04,False,5
The Kid Laroi & Justin Bieber,STAY,2024-02-16T00:54:33,2024-02-16T00:57:33,False,538
Nienke Leone,Leuker Als Je High Bent,2024-02-16T00:55:23,2024-02-16T00:58:13,False,3
The Script,If You Could See Me Now,2024-02-16T00:56:33,2024-02-16T01:00:08,False,2
Level 42,It's Over,2024-02-16T00:57:01,2024-02-16T01:01:27,False,5
Flemming & Zoe Tauran & Ronnie Flex,ALLES OP GEVOEL,2024-02-16T00:56:48,2024-02-16T00:59:48,False,538
Lost Frequencies & Bastille,Head Down,2024-02-16T00:59:04,2024-02-16T01:02:04,False,Q
Earth Wind & Fire,Let's Groove,2024-02-16T00:59:34,2024-02-16T01:02:34,False,10
Passenger,Let Her Go,2024-02-16T01:00:45,2024-02-16T01:03:45,False,Sky
Loreen,IS IT LOVE,2024-02-16T01:01:30,2024-02-16T01:04:30,True,538
Guns N' Roses,Patience,2024-02-16T01:02:13,2024-02-16T01:08:04,False,2
Cliff Richard,Lucky Lips,2024-02-16T01:02:18,2024-02-16T01:04:59,False,5
Kensington,War,2024-02-16T01:03:31,2024-02-16T01:06:31,False,10
U2,Sweetest Thing,2024-02-16T01:03:59,2024-02-16T01:06:58,False,Veronica
Coldplay,Viva La Vida,2024-02-16T01:02:40,2024-02-16T01:06:43,False,3
Dean Lewis,Trust Me Mate,2024-02-16T01:04:09,2024-02-16T01:07:09,False,Q
Nothing But Thieves,Overcome,2024-02-16T01:04:40,2024-02-16T01:07:40,False,Sky
Herman Van Veen,Zo Vrolijk,2024-02-16T01:04:56,2024-02-16T01:07:49,False,5
Douwe Bob,THIS WORLD IS OUR HOME,2024-02-16T01:03:42,2024-02-16T01:06:42,False,538
Anna-Rose Clayton,Did U Notice Me?,2024-02-16T01:06:23,2024-02-16T01:09:01,True,3
"Gabry Ponte, Lumix & Prezioso",THUNDER,2024-02-16T01:06:27,2024-02-16T01:09:27,False,538
Lady Gaga,Paparazzi,2024-02-16T01:07:00,2024-02-16T01:10:00,True,Q
Sheryl Crow,All I Wanna Do,2024-02-16T01:06:26,2024-02-16T01:09:26,True,10
Janet Jackson,What Have You Done For Me Lately,2024-02-16T01:07:31,2024-02-16T01:11:03,True,Veronica
Ava Max,Kings & Queens,2024-02-16T01:07:43,2024-02-16T01:10:43,True,Sky
Ed Sheeran,Shivers,2024-02-16T01:08:00,2024-02-16T01:11:27,False,2
Gilbert O'Sullivan,No matter how I try,2024-02-16T01:08:06,2024-02-16T01:11:07,False,5
Teddy Swims,THE DOOR,2024-02-16T01:08:58,2024-02-16T01:11:58,False,538
Calvin Harris & Ellie Goulding,Miracle,2024-02-16T01:10:59,2024-02-16T01:13:59,False,Q
Michael Jackson,Black Or White,2024-02-16T01:10:21,2024-02-16T01:13:21,False,Sky
The Rolling Stones,(I Can't Get No) Satisfaction,2024-02-16T01:10:58,2024-02-16T01:13:58,False,10
Gorillaz,Clint Eastwood,2024-02-16T01:11:33,2024-02-16T01:15:16,False,Veronica
Chef'special,Speed Of Light,2024-02-16T01:10:47,2024-02-16T01:13:53,False,3
The Rolling Stones,Mess It Up,2024-02-16T01:11:03,2024-02-16T01:15:04,False,5
Neil Young,Heart Of Gold,2024-02-16T01:11:27,2024-02-16T01:14:37,False,2
The Wanted,GLAD YOU CAME,2024-02-16T01:12:40,2024-02-16T01:15:40,False,538
Lewis Capaldi,Strangers,2024-02-16T01:13:41,2024-02-16T01:16:41,False,Sky
Jessie Ware,Free Yourself,2024-02-16T01:13:51,2024-02-16T01:17:09,False,3
Antoon,Blindelings,2024-02-16T01:14:04,2024-02-16T01:17:04,False,Q
Beyonce,Halo,2024-02-16T01:14:34,2024-02-16T01:17:34,True,10
Queen,We Will Rock You,2024-02-16T01:15:20,2024-02-16T01:17:21,False,Veronica
Metallica,Whiskey In The Jar,2024-02-16T01:14:28,2024-02-16T01:19:32,False,2
10CC,The Things We Do For Love,2024-02-16T01:15:01,2024-02-16T01:18:33,False,5
Benson Boone,BEAUTIFUL THINGS,2024-02-16T01:16:16,2024-02-16T01:19:16,False,538
Elton John & Dua Lipa,Cold Heart (PNAU Remix),2024-02-16T01:17:17,2024-02-16T01:20:17,False,Sky
Miley Cyrus,Midnight Sky,2024-02-16T01:18:06,2024-02-16T01:21:47,True,Veronica
De Dijk,We Beginnen Pas,2024-02-16T01:18:19,2024-02-16T01:22:46,False,5
Eddie Money,Take Me Home Tonight,2024-02-16T01:18:21,2024-02-16T01:21:21,False,10
Maneskin,THE LONELIEST,2024-02-16T01:19:22,2024-02-16T01:22:22,False,538
Genesis,Jesus He Knows Me,2024-02-16T01:20:00,2024-02-16T01:23:00,False,Q
Pet Shop Boys,It's A Sin,2024-02-16T01:19:30,2024-02-16T01:24:31,False,2
The Goo Goo Dolls,Iris,2024-02-16T01:20:20,2024-02-16T01:23:49,False,3
Train,Drive By,2024-02-16T01:20:36,2024-02-16T01:23:36,False,Sky
Red Hot Chili Peppers,Under The Bridge,2024-02-16T01:22:08,2024-02-16T01:26:40,False,Veronica
Ub40,Can't Help Falling In Love,2024-02-16T01:21:58,2024-02-16T01:24:58,False,10
Madonna,Live To Tell,2024-02-16T01:22:30,2024-02-16T01:27:05,True,5
Ofenbach,OVERDRIVE,2024-02-16T01:22:52,2024-02-16T01:25:52,False,538
Dimitri Vegas & Like Mike & Tiesto & Dido & W&W,Thank You (Not So Bad),2024-02-16T01:24:02,2024-02-16T01:27:02,False,Q
Starship,Nothing's Gonna Stop Us Now,2024-02-16T01:23:46,2024-02-16T01:26:46,False,Sky
Imagine Dragons,Sharks,2024-02-16T01:23:58,2024-02-16T01:27:08,False,3
Zen,Hair,2024-02-16T01:25:05,2024-02-16T01:28:05,False,10
Weather Girls,It's Raining Men,2024-02-16T01:24:32,2024-02-16T01:28:02,False,2
Mark Ronson Ft. Miley Cyrus,NOTHING BREAKS LIKE A HEART,2024-02-16T01:25:28,2024-02-16T01:28:28,False,538
Detroit Spinners,Working My Way Back To You,2024-02-16T01:27:41,2024-02-16T01:31:43,False,Veronica
Charlie Daniels Band,The Devil Went Down To Georgia,2024-02-16T01:27:13,2024-02-16T01:30:47,False,5
Michael Schulte,You Let Me Walk Alone ,2024-02-16T01:28:11,2024-02-16T01:31:11,False,Q
Sheppard,Die Young,2024-02-16T01:28:10,2024-02-16T01:31:10,False,Sky
Clean Bandit Ft. Jess Glynne,Rather Be,2024-02-16T01:27:16,2024-02-16T01:30:16,False,10
Maaike Ouboter,Dat Ik Je Mis,2024-02-16T01:27:59,2024-02-16T01:32:15,False,2
Adriaan Persons,Dopamine (3fm Talent),2024-02-16T01:28:15,2024-02-16T01:31:01,False,3
Black Crowes,REMEDY,2024-02-16T01:29:22,2024-02-16T01:32:22,False,538
Kim Wilde,Cambodia,2024-02-16T01:30:59,2024-02-16T01:33:59,True,10
Ginger Ninja,Sunshine,2024-02-16T01:30:59,2024-02-16T01:34:14,False,3
Tim Dawn,A Maze,2024-02-16T01:30:44,2024-02-16T01:34:26,False,5
Meduza & James Carter & Elley Duhe & Fastboy,Bad Memories,2024-02-16T01:31:04,2024-02-16T01:34:04,False,Q
Pink,All Out Of Fight,2024-02-16T01:31:56,2024-02-16T01:34:56,True,Sky
Gino Vannelli,People Gotta Move,2024-02-16T01:32:29,2024-02-16T01:35:46,False,Veronica
Foo Fighters,My Hero (Live),2024-02-16T01:32:16,2024-02-16T01:36:55,False,2
Golden Earrings,In My House,2024-02-16T01:34:25,2024-02-16T01:38:19,False,5
Lost Frequencies Ft. Bastille,HEAD DOWN,2024-02-16T01:34:26,2024-02-16T01:37:26,False,538
Mark Ambor,Good To Be,2024-02-16T01:34:35,2024-02-16T01:37:35,False,Q
Pink,Get The Party Started,2024-02-16T01:34:50,2024-02-16T01:37:50,True,10
Fred Again,Delilah (pull me out of this),2024-02-16T01:34:16,2024-02-16T01:37:06,False,3
Shakira,Whenever Wherever,2024-02-16T01:35:22,2024-02-16T01:38:22,True,Sky
Douwe Bob,This World Is Our Home,2024-02-16T01:36:31,2024-02-16T01:39:24,False,Veronica
Eminem,SING FOR THE MOMENT,2024-02-16T01:36:47,2024-02-16T01:41:36,False,2
Player,Baby Come Back,2024-02-16T01:38:14,2024-02-16T01:41:51,False,5
Rondé,BREAK MY HEART,2024-02-16T01:37:20,2024-02-16T01:40:20,True,538
David Guetta Feat. Kid Cudi,Memories,2024-02-16T01:37:08,2024-02-16T01:40:08,False,Q
Dermot Kennedy,Better Days,2024-02-16T01:38:34,2024-02-16T01:41:34,False,Sky
Gerry Rafferty,Baker Street,2024-02-16T01:38:11,2024-02-16T01:41:11,False,10
Snow Patrol,Chasing Cars,2024-02-16T01:38:52,2024-02-16T01:43:19,False,3
Metallica,Nothing Else Matters,2024-02-16T01:40:33,2024-02-16T01:46:57,False,Veronica
Antoon,BLINDELINGS,2024-02-16T01:40:23,2024-02-16T01:43:23,False,538
Loreen,Is It Love,2024-02-16T01:40:36,2024-02-16T01:43:36,True,Q
Moody Blues,Nights In White Satin,2024-02-16T01:41:30,2024-02-16T01:45:55,False,2
Malcolm McLaren,Madame Butterfly,2024-02-16T01:41:39,2024-02-16T01:48:03,False,5
Ronde,Undecided,2024-02-16T01:41:54,2024-02-16T01:44:54,True,Sky
Simply Red,Fairground,2024-02-16T01:42:24,2024-02-16T01:45:24,False,10
Armin Van Buuren & Davina Michelle,HOLD ON,2024-02-16T01:43:00,2024-02-16T01:46:00,False,538
Claude,Écoutez-moi,2024-02-16T01:43:16,2024-02-16T01:45:56,False,3
Shawn Mendes,When You're Gone,2024-02-16T01:44:29,2024-02-16T01:47:29,False,Q
Wham,Wake Me Up Before You Gogo,2024-02-16T01:44:33,2024-02-16T01:47:33,False,Sky
Pink,ALL OUT OF FIGHT,2024-02-16T01:46:18,2024-02-16T01:49:18,True,538
Toto,Rosanna,2024-02-16T01:46:41,2024-02-16T01:49:41,False,10
Survivor,Burning Heart,2024-02-16T01:47:21,2024-02-16T01:51:06,False,Veronica
Meat Loaf,You Took The Words Right Out Of My Mouth,2024-02-16T01:45:51,2024-02-16T01:50:01,False,2
Golden Earring,When The Lady Smiles,2024-02-16T01:47:29,2024-02-16T01:50:29,False,Q
David Bowie,Space Oddity,2024-02-16T01:48:06,2024-02-16T01:52:36,False,5
Ed Sheeran,American Town,2024-02-16T01:48:13,2024-02-16T01:51:13,False,Sky
Bankzitters,Is Dat Nou Echt,2024-02-16T01:50:08,2024-02-16T01:52:36,False,2
Nothing But Thieves,WELCOME TO THE DCC,2024-02-16T01:50:18,2024-02-16T01:53:18,False,538
Post Malone,Chemical,2024-02-16T01:50:40,2024-02-16T01:53:40,False,10
Roger Glover & Guests,Love Is All,2024-02-16T01:51:24,2024-02-16T01:54:29,False,Veronica
Master Kg Ft. Nomcebo Zikode,Jerusalema,2024-02-16T01:51:29,2024-02-16T01:54:29,False,Sky
Imagine Dragons,Thunder,2024-02-16T01:52:35,2024-02-16T01:55:42,False,2
De Kast,Raak,2024-02-16T01:52:26,2024-02-16T01:57:01,False,5
Sera & Younotus,I Can't Be The Only One,2024-02-16T01:53:00,2024-02-16T01:56:00,True,Q
Owen Paul,My Favourite Waste Of Time,2024-02-16T01:53:37,2024-02-16T01:56:37,False,10
Mike Posner,COOLER THAN ME,2024-02-16T01:52:30,2024-02-16T01:56:03,False,3
Men At Work,DOWN UNDER,2024-02-16T01:53:30,2024-02-16T01:56:30,False,538
Robbie Williams,Come Undone,2024-02-16T01:54:36,2024-02-16T01:57:36,False,Sky
Suzanne Vega & Dna,Tom's Diner,2024-02-16T01:55:11,2024-02-16T01:58:58,True,Veronica
Adele,Someone Like You,2024-02-16T01:55:37,2024-02-16T02:00:23,True,2
Steve Harley & Cockney Rebel,Make Me Smile (Come Up And See Me),2024-02-16T01:56:48,2024-02-16T02:00:46,False,5
"Alok, The Chainsmokers & Mae Stephens",JUNGLE,2024-02-16T01:56:53,2024-02-16T01:59:53,False,538
Taio Cruz & Ludacris,Break Your Heart,2024-02-16T01:57:21,2024-02-16T02:00:21,False,Q
Alanis Morissette,Ironic,2024-02-16T01:56:45,2024-02-16T01:59:45,True,10
Douwe Bob,Nothing To Lose,2024-02-16T01:57:02,2024-02-16T02:00:06,False,3
Paul Simon,You Can Call Me Al,2024-02-16T02:01:13,2024-02-16T02:05:49,False,Veronica
Post Malone,Enough Is Enough,2024-02-16T02:00:48,2024-02-16T02:03:48,False,Sky
Temptations,Papa Was A Rolling Stone,2024-02-16T02:02:16,2024-02-16T02:09:13,False,2
Dua Lipa,Break My Heart,2024-02-16T02:02:34,2024-02-16T02:06:13,True,3
Culture Club,Do You Really Want To Hurt Me,2024-02-16T02:02:21,2024-02-16T02:06:42,False,5
Racoon,NICKEL FOR GOODBYE,2024-02-16T02:02:37,2024-02-16T02:05:37,False,538
Dermot Kennedy,Power Over Me,2024-02-16T02:02:53,2024-02-16T02:05:53,False,Q
Whitney Houston,I Wanna Dance With Somebody (Who Loves Me),2024-02-16T02:02:59,2024-02-16T02:05:59,True,10
Coldplay,Clocks,2024-02-16T02:03:34,2024-02-16T02:06:34,False,Sky
Ed Sheeran,Celestial,2024-02-16T02:06:06,2024-02-16T02:09:06,False,Q
The Scene,Blauw,2024-02-16T02:06:47,2024-02-16T02:10:50,False,Veronica
Teddy Swims,Lose Control,2024-02-16T02:06:05,2024-02-16T02:09:33,False,3
Sam Cooke,Another saturday night,2024-02-16T02:06:38,2024-02-16T02:09:00,False,5
Kris Kross Amsterdam & Sera & Conor Maynard,STAY (NEVER LEAVE),2024-02-16T02:06:15,2024-02-16T02:09:15,False,538
Clean Bandit Ft Anne-Marie,Rockabye,2024-02-16T02:07:46,2024-02-16T02:10:46,False,Sky
Shawn Mendes,Mercy,2024-02-16T02:07:42,2024-02-16T02:10:42,False,10
Korn,Freak On A Leash,2024-02-16T02:09:04,2024-02-16T02:13:21,False,2
Polle Eduard,Ik Wil Jou,2024-02-16T02:09:07,2024-02-16T02:13:12,False,5
Di-Rect,TIMES ARE CHANGING,2024-02-16T02:08:43,2024-02-16T02:11:43,False,538
Ofenbach & Norma Jean Martine,Overdrive,2024-02-16T02:09:42,2024-02-16T02:12:42,False,Q
Foreigner,I Want To Know What Love Is,2024-02-16T02:11:02,2024-02-16T02:14:02,False,Sky
The Police,Message In A Bottle,2024-02-16T02:11:07,2024-02-16T02:14:07,False,10
Hot Chelle Rae,Tonight Tonight,2024-02-16T02:11:49,2024-02-16T02:15:06,False,Veronica
Antoon,Blindelings,2024-02-16T02:11:06,2024-02-16T02:13:46,False,3
Nick Schilder,REALIZE,2024-02-16T02:12:17,2024-02-16T02:15:17,False,538
Douwe Bob,Nothing To Lose,2024-02-16T02:13:08,2024-02-16T02:16:12,False,5
Bruce Springsteen,Streets Of Philadelphia,2024-02-16T02:12:49,2024-02-16T02:15:49,False,Q
Marco Borsato,Rood,2024-02-16T02:13:21,2024-02-16T02:18:38,False,2
Tame Impala,Let It Happen,2024-02-16T02:13:46,2024-02-16T02:17:47,False,3
Prince,The Most Beautiful Girl In The World,2024-02-16T02:15:46,2024-02-16T02:18:46,False,10
Temptations,Papa Was A Rolling Stone,2024-02-16T02:15:51,2024-02-16T02:22:47,False,Veronica
Pierre Groscolas,Lady Lay,2024-02-16T02:16:06,2024-02-16T02:18:58,False,5
Dermot Kennedy,POWER OVER ME,2024-02-16T02:15:07,2024-02-16T02:18:07,False,538
Noah Kahan,Stick Season,2024-02-16T02:15:56,2024-02-16T02:18:56,False,Sky
Davina Michelle,17,2024-02-16T02:16:27,2024-02-16T02:19:27,True,Q
Natasha Bedingfield,Unwritten,2024-02-16T02:17:31,2024-02-16T02:21:08,True,3
Purple Disco Machine & Asdis,BEAT OF YOUR HEART,2024-02-16T02:18:18,2024-02-16T02:21:18,False,538
Haddaway,What Is Love,2024-02-16T02:18:52,2024-02-16T02:21:52,False,Sky
Britney Spears,Oops! I Did It Again,2024-02-16T02:19:31,2024-02-16T02:22:31,True,10
Split Enz,Message To My Girl,2024-02-16T02:18:42,2024-02-16T02:22:45,False,2
Racoon,No Mercy,2024-02-16T02:18:48,2024-02-16T02:21:33,False,5
Lil Nas X,Star Walkin',2024-02-16T02:19:52,2024-02-16T02:22:52,False,Q
Tears For Fears,Woman In Chains,2024-02-16T02:21:26,2024-02-16T02:26:06,False,5
Guano Apes,Open Your Eyes,2024-02-16T02:22:39,2024-02-16T02:25:45,False,2
"Lost Frequencies, Bastille",Head Down,2024-02-16T02:22:18,2024-02-16T02:25:09,False,3
Plain White T'S,HEY THERE DELILAH,2024-02-16T02:21:40,2024-02-16T02:24:40,False,538
Lady Gaga,Hold My Hand,2024-02-16T02:23:20,2024-02-16T02:26:20,True,Sky
Soft Cell,Tainted Love,2024-02-16T02:23:07,2024-02-16T02:26:07,False,10
Kylie Minogue,Can't Get You Out Of My Head,2024-02-16T02:23:26,2024-02-16T02:27:14,True,Veronica
Kygo & Ava Max,Whatever,2024-02-16T02:23:18,2024-02-16T02:26:18,False,Q
Tiesto & Fast Boy,ALL MY LIFE,2024-02-16T02:25:24,2024-02-16T02:28:24,False,538
Pet Shop Boys,Go West,2024-02-16T02:25:51,2024-02-16T02:28:51,False,10
Boudewijn De Groot,Prikkebeen,2024-02-16T02:25:46,2024-02-16T02:30:00,False,2
Air,All I Need,2024-02-16T02:25:16,2024-02-16T02:29:15,False,3
The Three Degrees,Take Good Care Of Yourself,2024-02-16T02:26:10,2024-02-16T02:29:22,False,5
Leona Lewis,Bleeding Love,2024-02-16T02:26:10,2024-02-16T02:29:10,True,Q
Live,Selling The Drama,2024-02-16T02:27:28,2024-02-16T02:30:52,False,Veronica
Son Mieux,Tonight,2024-02-16T02:27:04,2024-02-16T02:30:04,False,Sky
Onerepublic,SUNSHINE,2024-02-16T02:27:57,2024-02-16T02:30:57,False,538
Steve Miller Band,The Joker,2024-02-16T02:29:52,2024-02-16T02:32:52,False,10
KISS,I Was Made For Loving You,2024-02-16T02:29:52,2024-02-16T02:33:51,False,2
