Artiest,Titel,Starttijd,Eindtijd,Vrouw?,Kanaal
Luke Combs,Fast Car,2024-01-31T20:59:48,2024-01-31T21:02:48,False,Sky
Ofenbach & Norma Jean Martine,Overdrive,2024-01-31T21:01:07,2024-01-31T21:04:07,False,Q
4 Non Blondes,What's Up,2024-01-31T21:01:32,2024-01-31T21:04:32,False,10
Bob Marley & The Wailers,Stir It Up,2024-01-31T21:02:23,2024-01-31T21:06:02,False,5
Noah Kahan,STICK SEASON,2024-01-31T21:02:57,2024-01-31T21:05:57,False,538
Carly Rae Jepsen,Call Me Maybe,2024-01-31T21:03:52,2024-01-31T21:06:52,True,Q
Jonas Brothers,What A Man Gotta Do,2024-01-31T21:03:14,2024-01-31T21:06:14,False,Sky
El Debarge,Who's Johnny,2024-01-31T21:05:38,2024-01-31T21:08:38,False,10
Avicii/Aloe Blacc,Wake Me Up,2024-01-31T21:04:49,2024-01-31T21:08:54,False,3
Dua Lipa,DANCE THE NIGHT,2024-01-31T21:05:48,2024-01-31T21:08:48,True,538
Nick Schilder,Realize,2024-01-31T21:06:12,2024-01-31T21:09:12,False,Sky
Temptations,My Girl,2024-01-31T21:06:56,2024-01-31T21:09:52,False,5
Son Mieux,Tonight,2024-01-31T21:07:05,2024-01-31T21:10:05,False,Q
Emeli Sande,Read All About It Part III,2024-01-31T21:09:08,2024-01-31T21:12:08,False,Sky
Monie Love,It's A Shame,2024-01-31T21:10:00,2024-01-31T21:13:39,False,Veronica
Simply Red,It's Only Love,2024-01-31T21:08:21,2024-01-31T21:12:13,False,2
Teddy Swims,Lose Control,2024-01-31T21:08:49,2024-01-31T21:12:17,False,3
George Michael,Faith,2024-01-31T21:10:08,2024-01-31T21:13:14,False,5
Alok & Bebe Rexha,DEEP IN YOUR LOVE,2024-01-31T21:11:47,2024-01-31T21:14:47,False,538
Gabry Ponte & Lum!X & Daddy Dj,We Could Be Together,2024-01-31T21:11:40,2024-01-31T21:14:40,False,Q
Jason Mraz,Have It All,2024-01-31T21:11:54,2024-01-31T21:14:54,False,10
Son Mieux,Tonight,2024-01-31T21:11:59,2024-01-31T21:16:18,False,2
Davina Michelle,17,2024-01-31T21:12:58,2024-01-31T21:15:58,True,Sky
Spandau Ballet,Only When You Leave,2024-01-31T21:13:48,2024-01-31T21:18:32,False,Veronica
"Mumford & Sons, Pharrell Williams",Good People,2024-01-31T21:13:44,2024-01-31T21:16:50,False,3
Bee Gees,Run To Me,2024-01-31T21:14:49,2024-01-31T21:17:55,False,5
Panic! At The Disco,HIGH HOPES,2024-01-31T21:14:12,2024-01-31T21:17:12,False,538
Lionel Richie,Dancing On The Ceiling,2024-01-31T21:15:39,2024-01-31T21:18:39,False,Sky
Kate Bush,Wuthering Heights,2024-01-31T21:15:37,2024-01-31T21:18:37,True,10
Antoon,Blindelings,2024-01-31T21:16:07,2024-01-31T21:19:07,False,Q
Doors,Riders On The Storm (original Single Version),2024-01-31T21:17:56,2024-01-31T21:22:30,False,2
Romy,Enjoy Your Life,2024-01-31T21:16:45,2024-01-31T21:20:45,False,3
Keane,Everybody's Changing,2024-01-31T21:17:43,2024-01-31T21:21:18,False,5
Di-Rect,Through The Looking Glass,2024-01-31T21:19:23,2024-01-31T21:23:11,False,Veronica
Dean Lewis,TRUST ME MATE,2024-01-31T21:18:45,2024-01-31T21:21:45,False,538
Miley Cyrus,Midnight Sky,2024-01-31T21:18:52,2024-01-31T21:21:52,True,Q
Dermot Kennedy,Better Days,2024-01-31T21:19:48,2024-01-31T21:22:48,False,Sky
Queen,Who Wants To Live Forever,2024-01-31T21:22:27,2024-01-31T21:27:41,False,2
Lionel Richie,Hello,2024-01-31T21:23:49,2024-01-31T21:27:56,False,5
Meduza & James Carter Ft. Elley Duhe & Fast Boy,BAD MEMORIES,2024-01-31T21:21:32,2024-01-31T21:24:32,False,538
Lil Nas X,Star Walkin',2024-01-31T21:22:45,2024-01-31T21:25:45,False,Q
Westlife,Uptown Girl,2024-01-31T21:22:36,2024-01-31T21:25:36,False,10
Lenny Kravitz,Believe In Me,2024-01-31T21:24:22,2024-01-31T21:28:15,False,Veronica
Billie Eilish,All The Good Girls Go To Hell (Live @lowlands 2019,2024-01-31T21:25:16,2024-01-31T21:28:19,True,3
Thom Ritter,You,2024-01-31T21:27:58,2024-01-31T21:31:34,False,5
U2 & Mary J Blige,One,2024-01-31T21:29:06,2024-01-31T21:32:06,False,Sky
Robert Miles,Children,2024-01-31T21:29:25,2024-01-31T21:33:15,False,Veronica
George Ezra,Pretty Shining People,2024-01-31T21:27:50,2024-01-31T21:31:22,False,2
Miley Cyrus,Flowers,2024-01-31T21:28:43,2024-01-31T21:31:57,True,3
Ronde,BREAK MY HEART,2024-01-31T21:30:44,2024-01-31T21:33:44,False,538
Falco,Jeanny,2024-01-31T21:31:14,2024-01-31T21:34:14,False,10
Fugees,Ready Or Not,2024-01-31T21:31:21,2024-01-31T21:35:06,False,2
Brigitte Kaandorp,Lieve Koningin,2024-01-31T21:32:04,2024-01-31T21:35:43,False,5
Cian Ducrot,Heaven,2024-01-31T21:32:34,2024-01-31T21:35:34,False,Q
Dean Lewis,Trust Me Mate,2024-01-31T21:32:51,2024-01-31T21:35:51,False,Sky
Douwe Bob,Nothing To Lose,2024-01-31T21:32:36,2024-01-31T21:35:40,False,3
Sera & Younotus,I CAN'T BE THE ONLY ONE,2024-01-31T21:33:50,2024-01-31T21:36:50,False,538
A Ha,I've Been Losing You,2024-01-31T21:34:43,2024-01-31T21:39:05,False,Veronica
Noah Kahan & Julia Michaels,Hurt Somebody,2024-01-31T21:35:46,2024-01-31T21:38:46,False,Sky
Foals,Mountain At My Gates,2024-01-31T21:35:30,2024-01-31T21:39:17,False,3
Orchestral Manoeuvres In The Dark,Talking Loud And Clear,2024-01-31T21:35:38,2024-01-31T21:39:33,False,5
Nena & Kim Wilde,Anyplace Anywhere Anytime,2024-01-31T21:36:31,2024-01-31T21:39:31,False,Q
Ed Sheeran,Eyes Closed,2024-01-31T21:36:54,2024-01-31T21:39:54,False,10
Blaudzun,Summer Song,2024-01-31T21:36:40,2024-01-31T21:40:28,False,2
Laura Pausini,La Solitudine,2024-01-31T21:38:31,2024-01-31T21:41:31,False,Sky
Of Monsters And Men,Little Talks,2024-01-31T21:40:46,2024-01-31T21:45:10,False,Veronica
Doe Maar,Sinds 1 Dag Of 2 (32 Jaar),2024-01-31T21:40:29,2024-01-31T21:43:49,False,2
Troye Sivan,One Of Your Girls,2024-01-31T21:41:40,2024-01-31T21:44:41,False,3
Sean Paul Ft. Alexis Jordan,GOT 2 LUV U,2024-01-31T21:42:59,2024-01-31T21:45:59,False,538
Kris Kross Amsterdam & Sera & Conor Maynard,Stay (Never Leave),2024-01-31T21:42:52,2024-01-31T21:45:52,False,Q
Nothing But Thieves,Overcome,2024-01-31T21:42:21,2024-01-31T21:45:21,False,Sky
The Weather Girls,It's Raining Men,2024-01-31T21:42:27,2024-01-31T21:45:27,False,10
Echosmith,Cool Kids,2024-01-31T21:44:41,2024-01-31T21:48:36,False,3
Dave Davies,Susannah's Still Alive,2024-01-31T21:45:15,2024-01-31T21:47:37,False,5
Ed Sheeran,Overpass Graffiti,2024-01-31T21:45:31,2024-01-31T21:48:31,False,Sky
Vaya Con Dios,What's A Woman,2024-01-31T21:45:55,2024-01-31T21:48:55,False,10
Oleta Adams,Window Of Hope,2024-01-31T21:46:04,2024-01-31T21:50:25,False,Veronica
David Guetta & Kim Petras,WHEN WE WERE YOUNG (THE LOGICAL SONG),2024-01-31T21:46:13,2024-01-31T21:49:13,False,538
Hannah Mae,Waterdicht,2024-01-31T21:45:31,2024-01-31T21:48:31,False,Q
Miley Cyrus,Used To Be Young,2024-01-31T21:46:11,2024-01-31T21:49:19,True,2
Queen,Don't Stop Me Now,2024-01-31T21:47:43,2024-01-31T21:51:12,False,5
Joost,Droom Groot,2024-01-31T21:48:24,2024-01-31T21:51:23,False,3
Meau,Dit Heb Jij Gedaan,2024-01-31T21:49:24,2024-01-31T21:52:24,True,Sky
Prince & The Revolution,Kiss,2024-01-31T21:49:07,2024-01-31T21:52:53,False,2
Martin Garrix & Dean Lewis,Used To Love,2024-01-31T21:51:00,2024-01-31T21:54:00,False,Q
Rolling Stones,Mixed Emotions,2024-01-31T21:51:52,2024-01-31T21:55:50,False,Veronica
Stephanie Struijk,Straks,2024-01-31T21:51:10,2024-01-31T21:53:26,False,5
Spice Girls,Who Do You Think You Are,2024-01-31T21:53:04,2024-01-31T21:56:04,False,10
Bangles,Walk Like An Egyptian,2024-01-31T21:53:52,2024-01-31T21:57:16,False,2
Nothing But Thieves,Oh No :: He Said What?,2024-01-31T21:54:38,2024-01-31T21:58:14,False,3
Lisa Stansfield,All Around The World,2024-01-31T21:54:07,2024-01-31T21:58:31,False,5
Lost Frequencies & James Arthur,QUESTIONS,2024-01-31T21:54:35,2024-01-31T21:57:35,False,538
Cian Ducrot,I`ll Be Waiting,2024-01-31T22:01:17,2024-01-31T22:04:17,False,Sky
The Move,Flowers In The Rain,2024-01-31T22:02:10,2024-01-31T22:04:33,False,5
Jax Jones & Calum Scott,Whistle,2024-01-31T22:03:28,2024-01-31T22:06:28,False,Q
Madonna,Open Your Heart,2024-01-31T22:03:53,2024-01-31T22:06:53,True,10
Live,Overcome,2024-01-31T22:04:07,2024-01-31T22:07:07,False,Sky
Meredith Brooks,Bitch,2024-01-31T22:05:32,2024-01-31T22:09:29,False,Veronica
DeBarge,Rhythm Of The Night,2024-01-31T22:04:59,2024-01-31T22:08:44,False,2
Davina Michelle,17,2024-01-31T22:05:30,2024-01-31T22:08:30,True,538
Queens Of The Stone Age,No One Knows,2024-01-31T22:06:33,2024-01-31T22:10:46,False,3
Doe Maar,1 Nacht Alleen,2024-01-31T22:05:43,2024-01-31T22:09:41,False,5
Taylor Swift,Cruel Summer,2024-01-31T22:06:35,2024-01-31T22:09:35,True,Q
James Blunt,1973,2024-01-31T22:07:32,2024-01-31T22:10:32,False,10
Calvin Harris & Sam Smith,DESIRE,2024-01-31T22:08:09,2024-01-31T22:11:09,False,538
Son Mieux,Tonight,2024-01-31T22:08:19,2024-01-31T22:11:19,False,Sky
Noah Kahan,Stick Season,2024-01-31T22:08:39,2024-01-31T22:11:42,False,2
Tears For Fears,Change,2024-01-31T22:11:05,2024-01-31T22:14:58,False,Veronica
Mighty Sparrow & Byron Lee,Only A Fool,2024-01-31T22:09:50,2024-01-31T22:12:33,False,5
Cyril,Stumblin' In,2024-01-31T22:10:32,2024-01-31T22:13:32,False,Q
Purple Disco Machine & Asdis,BEAT OF YOUR HEART,2024-01-31T22:12:39,2024-01-31T22:15:39,False,538
Alessia Cara,Scars To Your Beautiful,2024-01-31T22:12:51,2024-01-31T22:15:51,True,Sky
Natasha Bedingfield,These Words,2024-01-31T22:15:02,2024-01-31T22:18:02,True,Q
Pink Floyd,Comfortably Numb,2024-01-31T22:15:39,2024-01-31T22:21:56,False,Veronica
"Fred again.., Obongjayar",adore u,2024-01-31T22:15:39,2024-01-31T22:19:17,False,3
Son Mieux,MULTICOLOR,2024-01-31T22:15:58,2024-01-31T22:18:58,False,538
Troggs,Wild Thing,2024-01-31T22:16:29,2024-01-31T22:19:29,False,10
Genesis,I Can't Dance,2024-01-31T22:14:17,2024-01-31T22:18:17,False,2
Toto,Africa,2024-01-31T22:15:53,2024-01-31T22:20:14,False,5
Simply Red,Holding Back The Years,2024-01-31T22:16:32,2024-01-31T22:19:32,False,Sky
Teddy Swims,The Door,2024-01-31T22:18:35,2024-01-31T22:21:35,False,Q
What Fun,The Right Side Won,2024-01-31T22:18:17,2024-01-31T22:22:08,False,2
Chef'special,Speed Of Light,2024-01-31T22:19:04,2024-01-31T22:22:10,False,3
Dua Lipa,Dance The Night,2024-01-31T22:19:01,2024-01-31T22:22:01,True,10
Bread,Lost Without Your Love,2024-01-31T22:20:19,2024-01-31T22:23:15,False,5
Post Malone,Chemical,2024-01-31T22:20:44,2024-01-31T22:23:44,False,Sky
Nothing But Thieves,Overcome,2024-01-31T22:22:28,2024-01-31T22:26:02,False,Veronica
Robin Schulz & Wes,ALANE,2024-01-31T22:22:16,2024-01-31T22:25:16,False,538
Ed Sheeran,Celestial,2024-01-31T22:22:36,2024-01-31T22:25:36,False,Q
Willem,In Mijn Ritme,2024-01-31T22:22:58,2024-01-31T22:26:18,False,3
Tim Akkerman,Hear Me Out,2024-01-31T22:23:34,2024-01-31T22:27:19,False,5
Nick Schilder,REALIZE,2024-01-31T22:25:04,2024-01-31T22:28:04,False,538
Adele,Make You Feel My Love,2024-01-31T22:27:02,2024-01-31T22:30:33,True,Veronica
Silk City Ft Dua Lipa,Electricity,2024-01-31T22:26:12,2024-01-31T22:29:55,False,3
Teddy Swims,The Door,2024-01-31T22:27:00,2024-01-31T22:30:32,False,2
Dionne Warwick,Walk On By,2024-01-31T22:27:15,2024-01-31T22:30:05,True,5
Anne Marie Ft. Shania Twain,Unhealthy (Acoustic),2024-01-31T22:29:52,2024-01-31T22:32:52,True,Sky
Ashford & Simpson,Solid,2024-01-31T22:31:18,2024-01-31T22:34:18,False,10
Talking Heads,Slippery People,2024-01-31T22:31:35,2024-01-31T22:35:14,False,Veronica
Kensington,Streets,2024-01-31T22:30:43,2024-01-31T22:33:49,False,2
The Indien,Stay,2024-01-31T22:30:22,2024-01-31T22:33:24,False,3
Noah Kahan,Stick Season,2024-01-31T22:32:18,2024-01-31T22:35:18,False,Q
R.E.M.,Everybody Hurts,2024-01-31T22:32:21,2024-01-31T22:35:21,False,Sky
Only The Poets,JUMP!,2024-01-31T22:33:33,2024-01-31T22:36:44,False,3
Fleetwood Mac,You Make Loving Fun,2024-01-31T22:34:41,2024-01-31T22:38:17,False,5
Kris Kross Amsterdam & Sera & Conor Maynard,STAY (NEVER LEAVE),2024-01-31T22:34:18,2024-01-31T22:37:18,False,538
Maroon 5 & Christina Aguilera,Moves Likes Jagger,2024-01-31T22:34:58,2024-01-31T22:37:58,False,10
Joe Public,Live And Learn,2024-01-31T22:35:24,2024-01-31T22:39:20,False,Veronica
Alan Walker & Ava Max,Alone Pt Ii,2024-01-31T22:35:14,2024-01-31T22:38:14,False,Q
UB40,Red Red Wine,2024-01-31T22:35:14,2024-01-31T22:38:17,False,2
"R3Hab, Inna & Sash!",ROCK MY BODY,2024-01-31T22:36:45,2024-01-31T22:39:45,False,538
Pink,All I Know So Far,2024-01-31T22:37:05,2024-01-31T22:40:05,True,Sky
Declan McKenna,Mulholland's Dinner and Wine,2024-01-31T22:37:28,2024-01-31T22:40:21,False,3
Paul De Leeuw & Willeke Alberti,Gebabbel,2024-01-31T22:38:06,2024-01-31T22:42:25,False,5
First Aid Kit,My Silver Lining,2024-01-31T22:39:41,2024-01-31T22:43:15,True,Veronica
Natalie Imbruglia,Torn,2024-01-31T22:38:27,2024-01-31T22:42:31,True,2
Adele,Cold Shoulder,2024-01-31T22:40:21,2024-01-31T22:43:21,True,10
Noah Kahan,Stick Season,2024-01-31T22:40:14,2024-01-31T22:43:04,False,3
Antoon,BLINDELINGS,2024-01-31T22:40:47,2024-01-31T22:43:47,False,538
The Plain White T'S,Hey There Delilah,2024-01-31T22:40:43,2024-01-31T22:43:43,False,Sky
Rondé,Undecided,2024-01-31T22:41:58,2024-01-31T22:44:58,False,Q
Chicago,You're The Inspiration,2024-01-31T22:43:29,2024-01-31T22:46:29,False,10
Billy Joel,Piano Man,2024-01-31T22:43:43,2024-01-31T22:49:18,False,Veronica
Nickelback,HOW YOU REMIND ME,2024-01-31T22:43:21,2024-01-31T22:46:21,False,538
Loreen,Is It Love,2024-01-31T22:44:38,2024-01-31T22:47:38,True,Sky
Ronde,Undecided,2024-01-31T22:43:35,2024-01-31T22:46:16,False,2
Paul Simon,50 Ways To Leave Your Lover,2024-01-31T22:44:37,2024-01-31T22:48:04,False,5
Tiësto,Lay Low,2024-01-31T22:44:46,2024-01-31T22:47:46,False,Q
Thirty Seconds To Mars,Stuck,2024-01-31T22:45:54,2024-01-31T22:48:55,False,3
The Romantics,Talking In Your Sleep,2024-01-31T22:46:19,2024-01-31T22:50:10,False,2
Paul Simon,American Tune,2024-01-31T22:47:54,2024-01-31T22:51:39,False,5
Patrick Swayze,She's Like The Wind,2024-01-31T22:46:53,2024-01-31T22:49:53,False,Sky
Kenya Grace,Strangers,2024-01-31T22:48:55,2024-01-31T22:51:43,False,3
Taylor Swift,CRUEL SUMMER,2024-01-31T22:49:56,2024-01-31T22:52:56,True,538
Travie Mccoy & Bruno Mars,Billionaire,2024-01-31T22:49:00,2024-01-31T22:52:00,False,Q
Rolling Stones,Hearts For Sale,2024-01-31T22:50:33,2024-01-31T22:55:13,False,Veronica
Duncan Laurence,Arcade,2024-01-31T22:50:30,2024-01-31T22:53:30,False,Sky
Hall & Oates,Adult Education,2024-01-31T22:51:16,2024-01-31T22:54:16,False,10
Maria Mena,All This Time,2024-01-31T22:51:39,2024-01-31T22:54:50,False,5
Robin Schulz & Rita Ora & Tiago Pzk,I'll Be There,2024-01-31T22:52:27,2024-01-31T22:55:27,False,Q
Toto,Rosanna,2024-01-31T22:52:58,2024-01-31T22:56:58,False,2
Armin Van Buuren & Billen Ted Ft. Jc Stewart,COME AROUND AGAIN,2024-01-31T22:52:49,2024-01-31T22:55:49,False,538
Royal Blood,Figure It Out,2024-01-31T22:54:21,2024-01-31T22:57:23,False,3
Michel Delpech,Pour Un Flirt,2024-01-31T22:54:38,2024-01-31T22:58:00,False,5
Gavin Degraw,Just Friends,2024-01-31T22:56:22,2024-01-31T22:59:46,False,Veronica
Kelly Clarkson,Because Of You,2024-01-31T23:01:17,2024-01-31T23:04:17,False,Sky
George Michael,Father Figure,2024-01-31T23:01:41,2024-01-31T23:04:41,False,10
Hollies,On A Carrousel,2024-01-31T23:03:18,2024-01-31T23:06:31,False,5
Alok & Ava Max,CAR KEYS (AYLA),2024-01-31T23:03:06,2024-01-31T23:06:06,False,538
Davina Michelle,17,2024-01-31T23:02:54,2024-01-31T23:05:54,True,Q
Teddy Swims,Lose Control,2024-01-31T23:04:50,2024-01-31T23:07:50,False,Sky
Dua Lipa,HOUDINI,2024-01-31T23:05:29,2024-01-31T23:08:29,True,538
Nick Schilder,Shatterproof,2024-01-31T23:05:47,2024-01-31T23:08:47,False,Q
Jimi Hendrix,All Along The Watchtower,2024-01-31T23:07:00,2024-01-31T23:10:57,False,Veronica
The Robert Cray Band,Don't Be Afraid Of The Dark,2024-01-31T23:06:20,2024-01-31T23:10:08,False,2
The Blessed Madonna,Serotonin Moonbeams,2024-01-31T23:06:04,2024-01-31T23:08:19,False,3
Roxy Music,Jealous Guy,2024-01-31T23:06:28,2024-01-31T23:11:25,False,5
Pink,All Out Of Fight,2024-01-31T23:07:14,2024-01-31T23:10:14,True,10
Dj Snake Ft Justin Bieber,Let Me Love You,2024-01-31T23:08:22,2024-01-31T23:11:22,False,Sky
Paramore,Still Into You,2024-01-31T23:08:13,2024-01-31T23:11:40,False,3
Jewel,Foolish Games,2024-01-31T23:11:17,2024-01-31T23:15:17,True,Veronica
Katy Perry ft. Skip Marley,Chained To The Rhythm,2024-01-31T23:10:06,2024-01-31T23:14:02,False,2
Extreme,More Than Words,2024-01-31T23:11:43,2024-01-31T23:14:43,False,Sky
The Cats,Let's Dance,2024-01-31T23:11:31,2024-01-31T23:14:50,False,5
Kris Kross Amsterdam & Antoon & Sigourney K,Vluchtstrook,2024-01-31T23:12:31,2024-01-31T23:15:31,False,Q
The Last Dinner Party,Sinner,2024-01-31T23:13:21,2024-01-31T23:16:17,False,3
Martin Garrix,ANIMALS,2024-01-31T23:13:25,2024-01-31T23:16:25,False,538
Bruce Springsteen,The River,2024-01-31T23:15:35,2024-01-31T23:20:33,False,Veronica
Racoon,Nickel For Goodbye,2024-01-31T23:14:47,2024-01-31T23:18:35,False,5
P!Nk,All Out Of Fight,2024-01-31T23:15:02,2024-01-31T23:18:02,True,Q
Ed Sheeran,American Town,2024-01-31T23:15:24,2024-01-31T23:18:24,False,Sky
Crowded House,Weather With You,2024-01-31T23:15:51,2024-01-31T23:19:34,False,2
P!nk,TRUSTFALL,2024-01-31T23:16:15,2024-01-31T23:20:06,True,3
Pink,ALL OUT OF FIGHT,2024-01-31T23:16:21,2024-01-31T23:19:21,True,538
Lady Gaga,Alejandro,2024-01-31T23:18:40,2024-01-31T23:21:40,True,Sky
Dean Lewis,Trust Me Mate,2024-01-31T23:19:20,2024-01-31T23:22:14,False,2
Aphrodite's Child,Spring Summer Winter And Fall,2024-01-31T23:18:35,2024-01-31T23:23:30,False,5
Olivia Newton John (Feat. Cliff Richard),Suddenly,2024-01-31T23:19:33,2024-01-31T23:22:33,False,10
Teddy Swims,Lose Control,2024-01-31T23:20:56,2024-01-31T23:24:25,False,Veronica
Alok & Bebe Rexha,Deep In Your Love,2024-01-31T23:21:17,2024-01-31T23:24:17,False,Q
Roch Voisine,Hélène,2024-01-31T23:23:39,2024-01-31T23:26:39,False,10
Deniece Williams,Let's Hear It For The Boy,2024-01-31T23:23:41,2024-01-31T23:27:59,False,2
R.E.M.,Nightswimming,2024-01-31T23:23:26,2024-01-31T23:27:37,False,5
Ariana Grande,"YES, AND?",2024-01-31T23:24:05,2024-01-31T23:27:05,True,538
2Pac,Changes,2024-01-31T23:23:47,2024-01-31T23:26:47,False,Q
Keane,Somewhere Only We Know,2024-01-31T23:25:14,2024-01-31T23:29:08,False,Veronica
ZAHO DE SAGAZAN,LA SYMPHONIE DES ECLAIRS,2024-01-31T23:24:55,2024-01-31T23:27:52,False,3
U2,Stuck In A Moment You Can't Get Out Of,2024-01-31T23:27:54,2024-01-31T23:32:28,False,2
Half Moon Run,Full Circle,2024-01-31T23:27:59,2024-01-31T23:30:58,False,3
Madonna,Who's That Girl,2024-01-31T23:27:31,2024-01-31T23:31:30,True,5
Foreigner,I Want To Know What Love Is,2024-01-31T23:29:12,2024-01-31T23:32:12,False,Sky
Omar,There's Nothing Like This,2024-01-31T23:29:47,2024-01-31T23:33:43,False,Veronica
Abba,The Name Of The Game,2024-01-31T23:31:15,2024-01-31T23:34:15,False,10
Bots,Zeven Dagen Lang,2024-01-31T23:31:37,2024-01-31T23:36:07,False,5
Post Malone,Enough Is Enough,2024-01-31T23:31:41,2024-01-31T23:34:24,False,3
Post Malone,CHEMICAL,2024-01-31T23:33:11,2024-01-31T23:36:11,False,538
Kinderen Voor Kinderen,Meidengroep,2024-01-31T23:33:20,2024-01-31T23:36:00,False,2
Loreen,Is It Love,2024-01-31T23:34:05,2024-01-31T23:37:05,True,Q
Douwe Bob,This World Is Our Home,2024-01-31T23:34:06,2024-01-31T23:37:06,False,Sky
Perry Como,It's Impossible,2024-01-31T23:35:18,2024-01-31T23:38:18,False,10
Cher,If I Could Turn Back Time,2024-01-31T23:35:20,2024-01-31T23:39:19,True,Veronica
Loupe,Tested Waters,2024-01-31T23:34:55,2024-01-31T23:38:31,False,3
A-Ha,Hunting High And Low,2024-01-31T23:36:11,2024-01-31T23:39:58,False,2
Nits,The Tree,2024-01-31T23:36:00,2024-01-31T23:39:54,False,5
Loreen,IS IT LOVE,2024-01-31T23:35:55,2024-01-31T23:38:55,True,538
Mr. Probz,Waves,2024-01-31T23:36:22,2024-01-31T23:39:22,False,Q
Lost Frequencies Ft. Janieck Devy,Reality,2024-01-31T23:36:59,2024-01-31T23:39:59,False,Sky
Stromae,Papaoutai,2024-01-31T23:39:37,2024-01-31T23:43:27,False,Veronica
Sugababes,Hole In The Head,2024-01-31T23:38:36,2024-01-31T23:42:12,False,3
Taylor Swift,Cruel Summer,2024-01-31T23:39:39,2024-01-31T23:42:39,True,Sky
Maria Mckee,Show Me Heaven,2024-01-31T23:39:47,2024-01-31T23:42:47,False,10
Golden Earring,Daddy Buy Me A Girl,2024-01-31T23:39:48,2024-01-31T23:42:27,False,5
Roxy Dekker,Satisfyer,2024-01-31T23:41:20,2024-01-31T23:44:20,True,Q
Duncan Laurence,Electric Life,2024-01-31T23:41:53,2024-01-31T23:45:04,False,2
Manhattans,Hurt,2024-01-31T23:42:29,2024-01-31T23:45:28,False,5
Becky Hill Ft. Sonny Fodera,NEVER BE ALONE,2024-01-31T23:42:19,2024-01-31T23:45:19,False,538
Lewis Capaldi,Strangers,2024-01-31T23:42:34,2024-01-31T23:45:34,False,Sky
Justice Ft. Tame Impala,One Night All Night,2024-01-31T23:42:05,2024-01-31T23:45:07,False,3
Joe Jackson,Be My Number Two,2024-01-31T23:43:32,2024-01-31T23:46:32,False,10
Al Stewart,On The Border,2024-01-31T23:44:40,2024-01-31T23:47:58,False,Veronica
Calvin Harris & Sam Smith,Desire,2024-01-31T23:43:23,2024-01-31T23:46:23,False,Q
Dolly Parton,Heartbreaker,2024-01-31T23:45:22,2024-01-31T23:48:52,True,5
Katy Perry,Firework,2024-01-31T23:46:39,2024-01-31T23:49:39,True,Q
Tina Turner,We Don't Need Another Hero (Thunderdome),2024-01-31T23:46:08,2024-01-31T23:49:08,True,Sky
Simple Minds,Someone Somewhere In Summertime,2024-01-31T23:47:07,2024-01-31T23:51:41,False,2
Peter Gabriel & Kate Bush,Don't Give Up,2024-01-31T23:47:45,2024-01-31T23:50:45,False,10
Simple Minds,She's A River,2024-01-31T23:48:58,2024-01-31T23:53:25,False,Veronica
Ariana Grande,"yes, and?",2024-01-31T23:47:26,2024-01-31T23:50:57,True,3
Clouseau,Altijd Heb Ik Je Lief,2024-01-31T23:51:05,2024-01-31T23:55:01,False,5
Lost Frequencies Ft. Bastille,HEAD DOWN,2024-01-31T23:50:41,2024-01-31T23:53:41,False,538
Post Malone,Enough Is Enough,2024-01-31T23:50:33,2024-01-31T23:53:33,False,Q
