Artiest,Titel,Starttijd,Eindtijd,Vrouw?,Kanaal
Stealers Wheel,Stuck In The Middle With You,2024-02-09T00:51:48,2024-02-09T00:55:10,False,2
Charles Aznavour,Mes Emmerdes,2024-02-09T00:51:48,2024-02-09T00:54:53,False,5
Ed Sheeran,Eyes Closed,2024-02-09T00:51:57,2024-02-09T00:54:57,False,Sky
U2,Beautiful Day,2024-02-09T00:52:48,2024-02-09T00:55:48,False,10
The Mamas & The Papas,Dedicated To The One I Love,2024-02-09T00:54:55,2024-02-09T00:57:52,False,5
Flemming & Zoe Tauran & Ronnie Flex,ALLES OP GEVOEL,2024-02-09T00:53:44,2024-02-09T00:56:44,False,538
Keane,Somewhere Only We Know,2024-02-09T00:55:08,2024-02-09T00:58:08,False,Sky
"Neema, Wantigga",Don't Call,2024-02-09T00:55:12,2024-02-09T00:58:50,False,3
Doe Maar,Is Dit Alles,2024-02-09T00:56:45,2024-02-09T00:59:45,False,10
MGMT,Kids (Albumversie),2024-02-09T00:55:15,2024-02-09T01:00:16,False,2
Ariana Grande,"Yes, And?",2024-02-09T00:57:10,2024-02-09T01:00:10,True,Q
Benny Neyman,Waarom Fluister Ik Je Naam Nog,2024-02-09T00:57:51,2024-02-09T01:01:36,False,5
Maroon 5 & Christina Aguilera,Moves Like Jagger,2024-02-09T01:01:24,2024-02-09T01:04:24,False,Sky
R.E.M.,Losing My Religion,2024-02-09T01:02:25,2024-02-09T01:06:53,False,2
ABBA,Ring Ring,2024-02-09T01:02:23,2024-02-09T01:05:26,False,5
Ofenbach,OVERDRIVE,2024-02-09T01:02:53,2024-02-09T01:05:53,False,538
Taylor Swift,Cruel Summer,2024-02-09T01:02:44,2024-02-09T01:05:44,True,Q
Ed Sheeran,Castle On The Hill,2024-02-09T01:03:01,2024-02-09T01:07:22,False,3
Bryan Adams,Summer Of '69,2024-02-09T01:04:12,2024-02-09T01:07:12,False,10
Lenny Kravitz,Fly Away,2024-02-09T01:05:00,2024-02-09T01:08:41,False,Veronica
The Kinks,Dandy,2024-02-09T01:05:21,2024-02-09T01:07:30,False,5
Chef'Special,Speed Of Light,2024-02-09T01:04:51,2024-02-09T01:07:51,False,Sky
Chef'Special,MIRACLES,2024-02-09T01:05:23,2024-02-09T01:08:23,False,538
3 Doors Down,Kryptonite,2024-02-09T01:06:06,2024-02-09T01:09:06,False,Q
The Opposites,Slapeloze Nachten,2024-02-09T01:06:46,2024-02-09T01:10:35,False,2
Kenya Grace,Strangers,2024-02-09T01:07:15,2024-02-09T01:10:07,True,3
Don McLean,Crying,2024-02-09T01:07:40,2024-02-09T01:11:20,False,5
Sam Hunt,Take Your Time,2024-02-09T01:07:54,2024-02-09T01:10:54,False,Sky
Lady Gaga & Bradley Cooper,Shallow,2024-02-09T01:07:36,2024-02-09T01:10:36,True,10
Rondé,HARD TO SAY GOODBYE,2024-02-09T01:08:43,2024-02-09T01:11:43,True,538
U2,Where The Streets Have No Name,2024-02-09T01:10:17,2024-02-09T01:14:50,False,Veronica
Purple Disco Machine & Kungs,Substitution,2024-02-09T01:09:53,2024-02-09T01:12:53,False,Q
Salt N-Pepa,Let's Talk About Sex,2024-02-09T01:11:03,2024-02-09T01:14:03,False,10
4 Non Blondes,What's Up,2024-02-09T01:10:33,2024-02-09T01:14:46,True,2
Goldkimono,Money In My Head,2024-02-09T01:10:32,2024-02-09T01:13:40,False,3
VOF De Kunst,Beter Dan Dit,2024-02-09T01:11:18,2024-02-09T01:14:30,False,5
Michael Jackson,They Don't Care About Us,2024-02-09T01:11:49,2024-02-09T01:14:49,False,Sky
Nick Schilder,REALIZE,2024-02-09T01:11:50,2024-02-09T01:14:50,False,538
Benson Boone,Beautiful Things,2024-02-09T01:12:43,2024-02-09T01:15:43,False,Q
Kungs,Never Going Home,2024-02-09T01:13:38,2024-02-09T01:16:25,False,3
Glen Campbell,Rhinestone Cowboy,2024-02-09T01:14:27,2024-02-09T01:17:36,False,5
The Doobie Brothers,Long Train Runnin',2024-02-09T01:14:42,2024-02-09T01:17:42,False,10
Snoop Dogg & Justin Timberlake & Charlie Wilson,Signs,2024-02-09T01:15:20,2024-02-09T01:19:15,False,Veronica
The Babys,Everytime I Think Of You,2024-02-09T01:14:45,2024-02-09T01:18:28,False,2
Joan Osborne,ONE OF US,2024-02-09T01:14:48,2024-02-09T01:17:48,True,538
Dean Lewis,Trust Me Mate,2024-02-09T01:15:59,2024-02-09T01:18:59,False,Sky
Pharrell Williams,Happy,2024-02-09T01:16:16,2024-02-09T01:19:16,False,Q
The Offspring,Self Esteem,2024-02-09T01:17:41,2024-02-09T01:21:58,False,3
Phil Collins,Dance Into The Light,2024-02-09T01:17:29,2024-02-09T01:21:51,False,5
Pink,Trustfall,2024-02-09T01:18:50,2024-02-09T01:21:50,True,Sky
David Guetta & Kelly Rowland,When Love Takes Over,2024-02-09T01:18:04,2024-02-09T01:21:04,False,10
André Hazes Jr.,Leef,2024-02-09T01:18:27,2024-02-09T01:22:04,False,2
Alok & Bebe Rexha,DEEP IN YOUR LOVE,2024-02-09T01:18:59,2024-02-09T01:21:59,False,538
Coldplay,Higher Power,2024-02-09T01:20:38,2024-02-09T01:24:09,False,Veronica
Natalie Imbruglia,Torn,2024-02-09T01:20:06,2024-02-09T01:23:06,True,Q
Michael Jackson,Human Nature,2024-02-09T01:21:12,2024-02-09T01:24:12,False,10
Jaki Graham & David Grant,Could It Be I'm Falling In Love,2024-02-09T01:21:43,2024-02-09T01:25:55,False,5
Metejoor & Hannah Mae,WAT WIL JE VAN MIJ,2024-02-09T01:21:22,2024-02-09T01:24:22,False,538
Owl City,Fireflies,2024-02-09T01:22:44,2024-02-09T01:25:44,False,Sky
Porcupine Tree,Arriving Somewhere But Not Here,2024-02-09T01:22:09,2024-02-09T01:34:09,False,2
Dua Lipa,Dance The Night,2024-02-09T01:22:08,2024-02-09T01:25:01,True,3
Live,I Alone,2024-02-09T01:24:41,2024-02-09T01:28:19,False,Veronica
Anne-Marie & Shania-Twain,UNHEALTHY,2024-02-09T01:25:17,2024-02-09T01:28:17,False,538
Post Malone,Enough Is Enough,2024-02-09T01:24:01,2024-02-09T01:27:01,False,Q
Deep Blue Something,Breakfast At Tiffany's,2024-02-09T01:25:25,2024-02-09T01:28:25,False,10
Zoe Livay,Iemand Anders,2024-02-09T01:25:04,2024-02-09T01:27:55,True,3
Bruce Springsteen,Born In The USA,2024-02-09T01:26:19,2024-02-09T01:29:19,False,Sky
Creedence Clearwater Revival,Up Around The Bend,2024-02-09T01:26:12,2024-02-09T01:28:54,False,5
Fifth Harmony & Ty Dolla $Ign,Work From Home,2024-02-09T01:28:03,2024-02-09T01:31:03,False,Q
John Farnham,You're The Voice,2024-02-09T01:28:43,2024-02-09T01:32:54,False,Veronica
Nits,The Tree,2024-02-09T01:28:45,2024-02-09T01:32:39,False,5
Joel Corry Ft. Raye,BED,2024-02-09T01:27:51,2024-02-09T01:30:51,False,538
Chic,Le Freak,2024-02-09T01:29:31,2024-02-09T01:32:31,False,10
The Wombats,Tokyo (Vampires & Wolves),2024-02-09T01:28:34,2024-02-09T01:32:19,False,3
Calum Scott,Dancing On My Own,2024-02-09T01:29:51,2024-02-09T01:32:51,False,Sky
Tate Mcrae,GREEDY,2024-02-09T01:31:18,2024-02-09T01:34:18,False,538
David Guetta & Anne-Marie & Coi Leray,Baby Don't Hurt Me,2024-02-09T01:31:35,2024-02-09T01:34:35,False,Q
Goldband,Noodgeval,2024-02-09T01:32:07,2024-02-09T01:35:39,False,3
Liesbeth List & Ramses Shaffy,Pastorale,2024-02-09T01:32:33,2024-02-09T01:36:52,True,5
Lady Antebellum,Need You Now,2024-02-09T01:33:06,2024-02-09T01:36:06,False,10
Madonna,Music,2024-02-09T01:34:00,2024-02-09T01:37:44,True,Veronica
Sera & Younotus,I CAN'T BE THE ONLY ONE,2024-02-09T01:33:26,2024-02-09T01:36:26,True,538
Roxy Dekker,Satisfyer,2024-02-09T01:34:07,2024-02-09T01:37:07,True,Q
Anne Marie Ft. Shania Twain,Unhealthy,2024-02-09T01:34:14,2024-02-09T01:37:14,True,Sky
Red Hot Chili Peppers,Scar Tissue,2024-02-09T01:34:01,2024-02-09T01:37:36,False,2
First Aid Kit,My Silver Lining,2024-02-09T01:35:44,2024-02-09T01:39:16,True,3
Fleetwood Mac,You Make Loving Fun,2024-02-09T01:36:49,2024-02-09T01:40:25,False,5
Enrique Iglesias,DO YOU KNOW?,2024-02-09T01:36:27,2024-02-09T01:39:27,False,538
Bruno Mars,Just The Way You Are,2024-02-09T01:36:41,2024-02-09T01:39:41,False,Sky
Wax,Bridge To Your Heart,2024-02-09T01:36:56,2024-02-09T01:39:56,False,10
Michael Buble,Everything,2024-02-09T01:37:29,2024-02-09T01:40:29,False,Q
Taylor Swift,Cruel Summer,2024-02-09T01:39:17,2024-02-09T01:42:13,True,Veronica
Bryan Adams,(Everything I Do) I Do It For You (Albumversie),2024-02-09T01:37:42,2024-02-09T01:44:14,False,2
Ronde,Love Myself,2024-02-09T01:40:13,2024-02-09T01:43:13,True,Sky
Post Malone,Enough Is Enough,2024-02-09T01:39:08,2024-02-09T01:41:51,False,3
Dead Or Alive,You Spin Me Round (Like A Record),2024-02-09T01:40:14,2024-02-09T01:43:28,False,5
Mark Ambor,GOOD TO BE,2024-02-09T01:40:36,2024-02-09T01:43:36,False,538
Dean Lewis,Trust Me Mate,2024-02-09T01:40:56,2024-02-09T01:43:56,False,Q
Shakira,"Whenever, Wherever",2024-02-09T01:41:02,2024-02-09T01:44:02,True,10
Robbie Robertson,Somewhere Down The Crazy River,2024-02-09T01:43:20,2024-02-09T01:48:13,False,Veronica
Jeannie C. Riley,Harper Valley P. T. A.,2024-02-09T01:43:36,2024-02-09T01:46:48,False,5
Post Malone,CIRCLES,2024-02-09T01:42:56,2024-02-09T01:45:56,False,538
Dua Lipa,Houdini,2024-02-09T01:43:17,2024-02-09T01:46:17,True,Sky
Typhoon,Zandloper,2024-02-09T01:44:04,2024-02-09T01:47:19,False,2
Di-Rect,Through The Looking Glass,2024-02-09T01:43:46,2024-02-09T01:46:46,False,Q
Bee Gees,You Should Be Dancing,2024-02-09T01:44:25,2024-02-09T01:47:25,False,10
Crowded House,Don't Dream It's Over,2024-02-09T01:46:21,2024-02-09T01:49:21,False,Sky
Maxine & Franklin Brown,De Eerste Keer,2024-02-09T01:46:46,2024-02-09T01:49:22,False,5
Lucas & Steve Ft. Conor Byrne,WHAT WE KNOW,2024-02-09T01:46:56,2024-02-09T01:49:56,False,538
Mariah Carey,Dreamlover,2024-02-09T01:48:30,2024-02-09T01:51:30,True,10
Inxs,By My Side,2024-02-09T01:48:38,2024-02-09T01:51:41,False,Veronica
Black Sabbath,Paranoid,2024-02-09T01:47:22,2024-02-09T01:50:10,False,2
JJ Cale,Cocaine,2024-02-09T01:50:03,2024-02-09T01:52:52,False,2
Hoobastank,The Reason,2024-02-09T01:49:03,2024-02-09T01:52:55,False,3
David Bowie,Sound And Vision,2024-02-09T01:49:20,2024-02-09T01:52:24,False,5
Onerepublic,I AIN'T WORRIED,2024-02-09T01:49:36,2024-02-09T01:52:36,False,538
Michael Jackson,Thriller,2024-02-09T01:49:41,2024-02-09T01:52:41,False,Q
Davina Michelle,17,2024-02-09T01:50:03,2024-02-09T01:53:03,True,Sky
Rod Stewart,Baby Jane,2024-02-09T01:52:40,2024-02-09T01:57:23,False,Veronica
Gene Pitney,It Hurts To Be In Love,2024-02-09T01:52:22,2024-02-09T01:54:48,False,5
Pras Michel Ft. Ol' Dirty Bastard & Mya,GHETTO SUPASTAR,2024-02-09T01:52:57,2024-02-09T01:55:57,False,538
Lost Frequencies Ft. Janieck Devy,Reality,2024-02-09T01:52:44,2024-02-09T01:55:44,False,Sky
Hall And Oates,Out Of Touch,2024-02-09T01:52:26,2024-02-09T01:55:26,False,10
Norah Jones,Sunrise,2024-02-09T01:52:50,2024-02-09T01:56:10,True,2
Claude,Écoutez-moi,2024-02-09T01:53:09,2024-02-09T01:55:49,False,3
Prince & The Revolution,Kiss,2024-02-09T01:54:46,2024-02-09T01:58:32,False,5
Chef'Special,Speed Of Light,2024-02-09T01:55:01,2024-02-09T01:58:01,False,Q
Kelly Clarkson,Breakaway,2024-02-09T01:55:26,2024-02-09T01:58:26,True,Sky
Bill Withers,Lean On Me,2024-02-09T01:56:07,2024-02-09T02:00:25,False,2
The Lumineers,Ho Hey,2024-02-09T01:55:48,2024-02-09T01:58:23,False,3
Dua Lipa,Dance The Night,2024-02-09T01:56:29,2024-02-09T01:59:29,True,10
Meredith Brooks,Bitch,2024-02-09T01:57:28,2024-02-09T02:01:25,True,Veronica
Dean Lewis,TRUST ME MATE,2024-02-09T01:56:48,2024-02-09T01:59:48,False,538
Martin Solveig Feat. Dragonette,Hello,2024-02-09T01:58:03,2024-02-09T02:01:03,False,Q
David Gates,Lorilee,2024-02-09T01:58:28,2024-02-09T02:03:12,False,5
Kriss Kross Amsterdam & Sera & Conor Maynard,Stay (Never Leave),2024-02-09T02:01:26,2024-02-09T02:04:26,False,Sky
Earth Wind & Fire,Let's Groove,2024-02-09T02:01:11,2024-02-09T02:04:11,False,10
Fun.,Some Nights,2024-02-09T02:01:17,2024-02-09T02:05:17,False,3
Douwe Bob,THIS WORLD IS OUR HOME,2024-02-09T02:01:41,2024-02-09T02:04:41,False,538
Run Dmc & Aerosmith,Walk This Way,2024-02-09T02:03:16,2024-02-09T02:06:55,False,Veronica
John Miles,Music,2024-02-09T02:02:26,2024-02-09T02:08:18,False,2
U2 & BB King,When Love Comes To Town,2024-02-09T02:02:24,2024-02-09T02:06:39,False,5
Davina Michelle,Heartbeat,2024-02-09T02:03:25,2024-02-09T02:06:25,True,Q
Loreen,IS IT LOVE,2024-02-09T02:04:30,2024-02-09T02:07:30,True,538
One Republic,All The Right Moves,2024-02-09T02:03:59,2024-02-09T02:06:59,False,Sky
Jason Derulo,Want To Want Me,2024-02-09T02:05:11,2024-02-09T02:08:11,False,10
Teddy Swims,Lose Control,2024-02-09T02:05:12,2024-02-09T02:08:39,False,3
Beats International,Dub Be Good To Me,2024-02-09T02:07:17,2024-02-09T02:10:54,False,Veronica
Four Tops,It's The Same Old Song,2024-02-09T02:06:28,2024-02-09T02:09:11,False,5
Red Hot Chili Peppers,TELL ME BABY,2024-02-09T02:07:26,2024-02-09T02:10:26,False,538
Ofenbach & Norma Jean Martine,Overdrive,2024-02-09T02:07:24,2024-02-09T02:10:24,False,Q
Alessia Cara,Scars To Your Beautiful,2024-02-09T02:07:51,2024-02-09T02:10:51,True,Sky
Beatles,Hey Jude,2024-02-09T02:08:35,2024-02-09T02:11:35,False,10
Maarten van Roozendaal,Red Mij Niet,2024-02-09T02:08:18,2024-02-09T02:12:44,False,2
Froukje,Kwijt,2024-02-09T02:09:08,2024-02-09T02:11:57,True,3
Gilbert O'Sullivan,Nothing Rhymed,2024-02-09T02:09:23,2024-02-09T02:12:44,False,5
Nothing But Thieves,Impossible,2024-02-09T02:11:04,2024-02-09T02:15:11,False,Veronica
Teddy Swims,LOSE CONTROL,2024-02-09T02:11:03,2024-02-09T02:14:03,False,538
Phil Collins & Philip Bailey,Easy Lover,2024-02-09T02:10:21,2024-02-09T02:13:21,False,Q
Abba,Mamma Mia,2024-02-09T02:11:29,2024-02-09T02:14:29,False,Sky
Roxette,How Do You Do!,2024-02-09T02:13:16,2024-02-09T02:16:16,False,10
Limp Bizkit,Behind Blue Eyes,2024-02-09T02:12:44,2024-02-09T02:17:15,False,2
Coldplay ft. Beyoncé,Hymn For The Weekend,2024-02-09T02:12:08,2024-02-09T02:15:54,False,3
Abel,Zie Jij Het ook,2024-02-09T02:12:40,2024-02-09T02:16:27,False,5
Teddy Swims,The Door,2024-02-09T02:14:10,2024-02-09T02:17:10,False,Q
Shawn Mendes,STITCHES,2024-02-09T02:14:39,2024-02-09T02:17:39,False,538
Luke Combs,Fast Car,2024-02-09T02:14:53,2024-02-09T02:17:53,False,Sky
Frankie Valli,Grease,2024-02-09T02:16:22,2024-02-09T02:19:44,False,Veronica
Gruppo Sportivo,Disco Really Made It,2024-02-09T02:16:24,2024-02-09T02:20:26,False,5
Alphabeat,Fascination,2024-02-09T02:16:13,2024-02-09T02:19:13,False,10
Phil Collins,I Wish It Would Rain Down,2024-02-09T02:17:18,2024-02-09T02:22:46,False,2
Maryn Charlie,Welcome To My Brain,2024-02-09T02:16:38,2024-02-09T02:19:28,False,3
Armin Van Buuren & Goodboy,FOREVER (STAY LIKE THIS),2024-02-09T02:17:59,2024-02-09T02:20:59,False,538
Jax Jones & Calum Scott,Whistle,2024-02-09T02:17:34,2024-02-09T02:20:34,False,Q
Janet Jackson,Together Again,2024-02-09T02:18:20,2024-02-09T02:21:20,True,Sky
Toontje Lager,Zoveel Te Doen,2024-02-09T02:19:17,2024-02-09T02:22:17,False,10
Dandy Warhols,Bohemian Like You,2024-02-09T02:20:10,2024-02-09T02:23:37,False,Veronica
Douwe Bob,This World Is Our Home,2024-02-09T02:19:24,2024-02-09T02:22:16,False,3
Mark Ambor,Good To Be,2024-02-09T02:20:52,2024-02-09T02:23:52,False,Q
Spice Girls,Wannabe,2024-02-09T02:20:22,2024-02-09T02:23:10,True,5
Lil Nas X,THAT'S WHAT I WANT,2024-02-09T02:20:26,2024-02-09T02:23:26,False,538
Ed Sheeran,Happier,2024-02-09T02:22:19,2024-02-09T02:25:19,False,Sky
The Strokes,Last Nite,2024-02-09T02:22:18,2024-02-09T02:25:35,False,3
Son Mieux,TONIGHT,2024-02-09T02:22:59,2024-02-09T02:25:59,False,538
Dire Straits,So Far Away,2024-02-09T02:24:12,2024-02-09T02:28:10,False,Veronica
Taio Cruz,Dynamite,2024-02-09T02:23:15,2024-02-09T02:26:15,False,Q
Heart,All I Wanna Do Is Make Love To You,2024-02-09T02:24:03,2024-02-09T02:27:03,True,10
Nothing But Thieves,Overcome,2024-02-09T02:25:46,2024-02-09T02:28:46,False,Sky
Cygnus X,SUPERSTRING,2024-02-09T02:27:21,2024-02-09T02:30:21,False,538
Boney M.,Daddy Cool,2024-02-09T02:28:30,2024-02-09T02:31:30,False,10
Paul Weller,You Do Something To Me,2024-02-09T02:28:45,2024-02-09T02:32:22,False,Veronica
Joni Mitchell,Both Sides Now,2024-02-09T02:27:30,2024-02-09T02:32:00,True,2
Regard & RAYE,Secrets,2024-02-09T02:28:25,2024-02-09T02:31:21,False,3
Nino Tempo & April Stevens,Love Story,2024-02-09T02:27:11,2024-02-09T02:30:22,False,5
Leann Rimes,Can't Fight The Moonlight,2024-02-09T02:28:48,2024-02-09T02:31:48,False,Sky
Cian Ducrot,Heaven,2024-02-09T02:30:38,2024-02-09T02:33:38,False,Q
