Artiest,Titel,Starttijd,Eindtijd,Vrouw?,Kanaal
Limp Bizkit,BEHIND BLUE EYES,2024-02-19T00:16:58,2024-02-19T00:19:58,False,538
Benson Boone,In The Stars,2024-02-19T00:18:42,2024-02-19T00:21:42,False,Sky
Laura Branigan,Self Control,2024-02-19T00:18:41,2024-02-19T00:21:41,True,10
Bob Seger,Mainstreet,2024-02-19T00:18:09,2024-02-19T00:21:50,False,2
The Animals,The House Of The Rising Sun,2024-02-19T00:18:52,2024-02-19T00:23:23,False,5
Bruce Springsteen,The River,2024-02-19T00:21:18,2024-02-19T00:26:16,False,Veronica
Dua Lipa,TRAINING SEASON,2024-02-19T00:20:46,2024-02-19T00:23:46,True,538
Antoon,Blindelings,2024-02-19T00:21:18,2024-02-19T00:24:18,False,Q
Sheryl Crow,A Change Would Do You Good,2024-02-19T00:21:49,2024-02-19T00:25:38,True,2
Jonas Blue Ft J.P. Cooper,Perfect Strangers,2024-02-19T00:22:32,2024-02-19T00:25:32,False,Sky
Bruce Springsteen,Streets Of Philadelphia,2024-02-19T00:22:50,2024-02-19T00:25:50,False,10
The Turtles,Elenore,2024-02-19T00:23:18,2024-02-19T00:25:46,False,5
Cascada,Everytime We Touch,2024-02-19T00:23:57,2024-02-19T00:26:57,False,Q
Lil Nas X,THAT'S WHAT I WANT,2024-02-19T00:24:52,2024-02-19T00:27:52,False,538
Backstreet Boys,Show Me The Meaning Of Being Lonely,2024-02-19T00:25:41,2024-02-19T00:28:41,False,Sky
Us3,Cantaloop,2024-02-19T00:26:51,2024-02-19T00:30:31,False,Veronica
Fleetwood Mac,Need Your Love So Bad,2024-02-19T00:25:58,2024-02-19T00:29:50,False,5
Onerepublic,Runaway,2024-02-19T00:27:10,2024-02-19T00:30:10,False,Q
Aretha Franklin,Respect,2024-02-19T00:26:35,2024-02-19T00:29:35,True,10
Celine Dion,It's All Coming Back To Me Now,2024-02-19T00:26:53,2024-02-19T00:32:21,True,2
Nick Schilder,REALIZE,2024-02-19T00:27:16,2024-02-19T00:30:16,False,538
Willeke Alberti,Morgen Ben Ik De Bruid,2024-02-19T00:29:37,2024-02-19T00:32:58,True,5
Anne Marie Ft. Shania Twain,Unhealthy,2024-02-19T00:29:38,2024-02-19T00:32:38,True,Sky
Lewis Capaldi,Before You Go,2024-02-19T00:29:04,2024-02-19T00:32:04,False,10
Europe,Final Countdown,2024-02-19T00:30:39,2024-02-19T00:34:38,False,Veronica
Bryan Adams Feat. Melanie C,WHEN YOU'RE GONE,2024-02-19T00:30:18,2024-02-19T00:33:18,False,538
Post Malone,Enough Is Enough,2024-02-19T00:30:39,2024-02-19T00:33:39,False,Q
Leann Rimes,Can't Fight The Moonlight,2024-02-19T00:32:06,2024-02-19T00:35:06,False,Sky
Talk Talk,It's My Life,2024-02-19T00:32:33,2024-02-19T00:35:33,False,10
Justin Timberlake,Selfish,2024-02-19T00:32:30,2024-02-19T00:36:17,False,2
Shocking Blue,Venus,2024-02-19T00:32:58,2024-02-19T00:36:04,False,5
Nielson & Miss Montreal,Hoe,2024-02-19T00:33:20,2024-02-19T00:36:20,False,Q
Noah Kahan,Stick Season,2024-02-19T00:34:41,2024-02-19T00:37:41,False,Veronica
Marc Cohn,WALKING IN MEMPHIS,2024-02-19T00:33:55,2024-02-19T00:36:55,False,538
Teddy Swims,Lose Control,2024-02-19T00:35:37,2024-02-19T00:38:37,False,Sky
Jimi Hendrix,Wind Cries Mary,2024-02-19T00:35:56,2024-02-19T00:39:17,False,5
Roxette,Fading Like A Flower (Every Time You Leave),2024-02-19T00:36:18,2024-02-19T00:39:18,False,10
Paul Young,Love Will Tear Us Apart,2024-02-19T00:37:03,2024-02-19T00:41:20,False,2
Ofenbach,OVERDRIVE,2024-02-19T00:38:01,2024-02-19T00:41:01,False,538
Lost Frequencies & Bastille,Head Down,2024-02-19T00:37:10,2024-02-19T00:40:10,False,Q
Jamie Lidell,Another Day,2024-02-19T00:38:43,2024-02-19T00:41:44,False,Veronica
Loreen,Tattoo,2024-02-19T00:39:14,2024-02-19T00:42:14,True,Sky
Kyu Sakamoto,Sukiyaki (Ueo Muite Aroko),2024-02-19T00:39:14,2024-02-19T00:42:15,False,5
Pink,Runaway,2024-02-19T00:40:07,2024-02-19T00:43:07,True,10
Green Day,Basket Case,2024-02-19T00:41:44,2024-02-19T00:44:47,False,Veronica
Froukje,Kwijt,2024-02-19T00:41:15,2024-02-19T00:44:13,True,2
Black Eyed Peas,WHERE IS THE LOVE,2024-02-19T00:40:45,2024-02-19T00:43:45,False,538
Natasha Bedingfield,These Words,2024-02-19T00:41:23,2024-02-19T00:44:23,True,Q
Bill Medley & Jennifer Warnes,The Time Of My Life,2024-02-19T00:42:14,2024-02-19T00:45:14,False,Sky
Joe South,Games People Play,2024-02-19T00:42:25,2024-02-19T00:45:52,False,5
Madness,One Step Beyond,2024-02-19T00:42:47,2024-02-19T00:45:47,False,10
Justin Timberlake,Selfish,2024-02-19T00:45:05,2024-02-19T00:48:05,False,Q
Duran Duran,Notorious,2024-02-19T00:45:47,2024-02-19T00:49:44,False,Veronica
Millie Small,My Boy Lollipop,2024-02-19T00:45:49,2024-02-19T00:47:48,False,5
Antoon,BLINDELINGS,2024-02-19T00:45:00,2024-02-19T00:48:00,False,538
Britney Spears,Oops! I Did It Again,2024-02-19T00:45:08,2024-02-19T00:48:08,True,10
Bruce Hornsby & The Range,The Way It Is,2024-02-19T00:46:26,2024-02-19T00:51:05,False,2
Kensington,Riddles,2024-02-19T00:46:48,2024-02-19T00:49:48,False,Sky
Jane Birkin & Serge Gainsbourg,Je T'Aime ... Moi Non Plus,2024-02-19T00:47:44,2024-02-19T00:52:04,False,5
Loreen,IS IT LOVE,2024-02-19T00:47:32,2024-02-19T00:50:32,True,538
Pet Shop Boys,West End Girls,2024-02-19T00:48:50,2024-02-19T00:51:50,False,10
Calvin Harris,SUMMER,2024-02-19T00:49:53,2024-02-19T00:52:53,False,538
Lewis Capaldi,Strangers,2024-02-19T00:50:00,2024-02-19T00:53:00,False,Sky
Lorde,Royals,2024-02-19T00:51:05,2024-02-19T00:54:15,True,Veronica
Smash Mouth,All Star,2024-02-19T00:50:54,2024-02-19T00:54:11,False,2
Chicago,I'm A Man,2024-02-19T00:52:03,2024-02-19T00:55:23,False,5
Meduza & James Carter & Elley Duhe & Fastboy,Bad Memories,2024-02-19T00:53:27,2024-02-19T00:56:27,False,Q
Spice Girls,Stop,2024-02-19T00:52:39,2024-02-19T00:55:39,True,10
Metro Boomin' Ft. The Weeknd & 21 Savage,CREEPIN',2024-02-19T00:53:20,2024-02-19T00:56:20,False,538
David Guetta Ft Kelly Rowland,When Love Takes Over,2024-02-19T00:53:39,2024-02-19T00:56:39,False,Sky
John Parr,St Elmo's Fire,2024-02-19T00:55:22,2024-02-19T00:59:29,False,Veronica
Al Stewart,Year Of The Cat (Albumversie),2024-02-19T00:54:07,2024-02-19T01:00:45,False,2
Armand,Ben Ik Te Min,2024-02-19T00:55:18,2024-02-19T00:58:56,False,5
Sia,Never Give Up,2024-02-19T00:56:04,2024-02-19T00:59:04,True,10
Kygo & Ava Max,WHATEVER,2024-02-19T00:56:50,2024-02-19T00:59:50,False,538
Van Dik Hout,Stil In Mij,2024-02-19T00:55:55,2024-02-19T00:58:55,False,Q
John Mayer,Last train home,2024-02-19T00:56:44,2024-02-19T00:59:44,False,Sky
The Flirtations,Someone Out There,2024-02-19T00:59:07,2024-02-19T01:02:06,False,5
Dimitri Vegas & Like Mike & Tiesto & Dido & W&W,Thank You (Not So Bad),2024-02-19T00:59:53,2024-02-19T01:02:53,False,Q
Huey Lewis & The News,The Power Of Love,2024-02-19T01:00:38,2024-02-19T01:03:38,False,10
Guns N' Roses,Yesterdays,2024-02-19T01:00:40,2024-02-19T01:03:53,False,Veronica
The Fray,How To Save A Life,2024-02-19T01:01:44,2024-02-19T01:04:44,False,Sky
Kris Kross Amsterdam & Sera & Conor Maynard,STAY (NEVER LEAVE),2024-02-19T01:01:32,2024-02-19T01:04:32,False,538
ABC,Look Of Love,2024-02-19T01:03:57,2024-02-19T01:07:25,False,Veronica
EMF,Unbelievable,2024-02-19T01:02:51,2024-02-19T01:06:20,False,2
Twenty One Pilots,Ride,2024-02-19T01:02:46,2024-02-19T01:06:20,False,3
Amen Corner,Hello Suzie,2024-02-19T01:02:27,2024-02-19T01:05:20,False,5
Nathan Dawe & Joel Corry & Ella Henderson,0800 Heaven,2024-02-19T01:03:59,2024-02-19T01:06:59,False,Q
Do,Heaven,2024-02-19T01:04:23,2024-02-19T01:07:23,False,10
Racoon,NICKEL FOR GOODBYE,2024-02-19T01:03:59,2024-02-19T01:06:59,False,538
Dua Lipa,Houdini,2024-02-19T01:06:09,2024-02-19T01:09:04,True,3
Honeycombs,Have I The Right,2024-02-19T01:05:18,2024-02-19T01:08:14,False,5
Flemming & Zoe Tauran & Ronnie Flex,Alles Op Gevoel,2024-02-19T01:06:38,2024-02-19T01:09:38,False,Q
Ed Sheeran,American Town,2024-02-19T01:06:10,2024-02-19T01:09:10,False,Sky
Chef''Special,Speed Of Light,2024-02-19T01:06:19,2024-02-19T01:09:31,False,2
Eminem Ft. Rihanna,THE MONSTER,2024-02-19T01:07:31,2024-02-19T01:10:31,False,538
Cliff Richard,We Don't Talk Anymore,2024-02-19T01:08:25,2024-02-19T01:11:25,False,10
Joss Stone,Right To Be Wrong,2024-02-19T01:08:30,2024-02-19T01:12:30,True,Veronica
Ricky Valence,Tell Laura I Love Her,2024-02-19T01:08:13,2024-02-19T01:10:51,False,5
The Indien,Stay,2024-02-19T01:09:52,2024-02-19T01:12:54,False,3
Marillion,Kayleigh,2024-02-19T01:10:35,2024-02-19T01:13:35,False,Q
Ava Max,Sweet But Psycho,2024-02-19T01:09:30,2024-02-19T01:12:30,True,Sky
Toto,Mushanga,2024-02-19T01:11:06,2024-02-19T01:15:55,False,2
Billy Joe Royal,Hush,2024-02-19T01:11:01,2024-02-19T01:13:26,False,5
"Marshmello, Pink & Sting",DREAMING,2024-02-19T01:11:34,2024-02-19T01:14:34,False,538
Creedence Clearwater Revival,Have You Ever Seen The Rain,2024-02-19T01:12:32,2024-02-19T01:15:11,False,Veronica
Whitney Houston,I Will Always Love You,2024-02-19T01:12:38,2024-02-19T01:15:38,True,Sky
Rod Stewart & Tina Turner,It Takes Two,2024-02-19T01:12:36,2024-02-19T01:15:36,False,10
Pnau,The Hard Way (Ft. Khalid),2024-02-19T01:12:55,2024-02-19T01:15:55,False,3
Tommy Boyce & Bobby Hart,Alice Long,2024-02-19T01:13:25,2024-02-19T01:16:13,False,5
David Guetta & Kim Petras,When We Were Young (The Logical Song),2024-02-19T01:14:01,2024-02-19T01:17:01,False,Q
Coldplay,SPEED OF SOUND,2024-02-19T01:14:12,2024-02-19T01:17:12,False,538
Fools Garden,Lemon Tree,2024-02-19T01:16:49,2024-02-19T01:19:58,False,Veronica
Commodores,Easy,2024-02-19T01:15:47,2024-02-19T01:19:56,False,2
John Lamers,Ik Bewonder Jou,2024-02-19T01:16:14,2024-02-19T01:18:29,False,5
Nothing But Thieves,Overcome,2024-02-19T01:17:08,2024-02-19T01:20:08,False,Sky
The Weeknd,Blinding Lights,2024-02-19T01:16:35,2024-02-19T01:19:35,False,10
Muse,Plug In Baby,2024-02-19T01:16:47,2024-02-19T01:20:25,False,3
Martin Garrix & Third Party Ft. Oaks & Declan J Donovan,CARRY YOU,2024-02-19T01:17:17,2024-02-19T01:20:17,False,538
Steppenwolf,Born To Be Wild,2024-02-19T01:18:27,2024-02-19T01:21:57,False,5
Dua Lipa,Training Season,2024-02-19T01:18:45,2024-02-19T01:21:45,True,Q
Michael Mcdonald & James Ingram,Yah Mo B There,2024-02-19T01:19:45,2024-02-19T01:22:45,False,10
Fleetwood Mac,Sara,2024-02-19T01:20:21,2024-02-19T01:24:55,False,Veronica
Taylor Swift,Anti-Hero,2024-02-19T01:20:00,2024-02-19T01:23:20,True,3
Harry Styles,LATE NIGHT TALKING,2024-02-19T01:20:45,2024-02-19T01:23:45,False,538
Lost Frequencies Ft James Arthur,Questions,2024-02-19T01:20:11,2024-02-19T01:23:11,False,Sky
Imagine Dragons,Believer,2024-02-19T01:22:12,2024-02-19T01:25:12,False,Q
BEYONCE,TEXAS HOLD 'EM,2024-02-19T01:23:23,2024-02-19T01:27:19,False,3
Wallace Collection,Daydream,2024-02-19T01:21:51,2024-02-19T01:26:05,False,5
Juanes,A Dios Le Pido,2024-02-19T01:23:05,2024-02-19T01:26:05,False,Sky
Eros Ramazzotti,Se Bastasse Una Canzone,2024-02-19T01:24:02,2024-02-19T01:27:02,False,10
David Guetta & Kim Petras,WHEN WE WERE YOUNG (THE LOGICAL SONG),2024-02-19T01:23:35,2024-02-19T01:26:35,False,538
Kelis,Trick Me,2024-02-19T01:25:54,2024-02-19T01:29:19,False,Veronica
Fischer Z,So Long,2024-02-19T01:24:24,2024-02-19T01:27:59,False,2
Alok & Ava Max,Car Keys,2024-02-19T01:25:31,2024-02-19T01:28:31,False,Q
Queen,I Want To Break Free,2024-02-19T01:26:23,2024-02-19T01:29:23,False,Sky
Jacques Dutronc,"Il Est Cinq Heures, Paris S'éveille",2024-02-19T01:26:10,2024-02-19T01:29:04,False,5
Bløf & Geike Arnaert,ZOUTELANDE,2024-02-19T01:26:00,2024-02-19T01:29:00,False,538
Lykke Li,I Follow Rivers (The Magician Remix),2024-02-19T01:28:07,2024-02-19T01:31:41,True,3
Teddy Swims,The Door,2024-02-19T01:28:06,2024-02-19T01:31:06,False,Q
Kungs Vs Cookin' On 3 Burners,This Girl,2024-02-19T01:28:58,2024-02-19T01:31:58,False,10
Deep Purple,Smoke On The Water,2024-02-19T01:29:42,2024-02-19T01:33:31,False,Veronica
Nothing But Thieves,Impossible (Orchestral Version Live at Abbey Road),2024-02-19T01:29:06,2024-02-19T01:33:14,False,2
Roek's Family,Get Yourself A Ticket,2024-02-19T01:29:03,2024-02-19T01:32:54,False,5
Marky Mark & The Funky Bunch,GOOD VIBRATIONS,2024-02-19T01:29:53,2024-02-19T01:32:53,False,538
Jason Mraz,I'm Yours,2024-02-19T01:31:43,2024-02-19T01:34:43,False,Q
Chainsmokers Ft Coldplay,Something Just Like This,2024-02-19T01:30:35,2024-02-19T01:33:35,False,Sky
Tom Grennan,Remind Me,2024-02-19T01:31:40,2024-02-19T01:35:10,False,3
Dan Hartman,I Can Dream About You,2024-02-19T01:32:20,2024-02-19T01:35:20,False,10
Douwe Bob,This World Is Our Home,2024-02-19T01:33:44,2024-02-19T01:36:37,False,Veronica
Manau,La tribu de dana,2024-02-19T01:33:19,2024-02-19T01:37:03,False,2
Hunters,Russian Spy And I,2024-02-19T01:32:55,2024-02-19T01:35:32,False,5
Swinging Soul Machine,Stop The Machine,2024-02-19T01:35:31,2024-02-19T01:38:10,False,5
Davina Michelle,17,2024-02-19T01:34:17,2024-02-19T01:37:17,True,538
Pink,All Out Of Fight,2024-02-19T01:34:33,2024-02-19T01:37:33,True,Sky
Arctic Monkeys,Do I Wanna Know?,2024-02-19T01:36:03,2024-02-19T01:40:35,False,3
Anne-Marie & Shania Twain,Unhealthy,2024-02-19T01:36:14,2024-02-19T01:39:14,True,Q
Snow Patrol,Just Say Yes,2024-02-19T01:36:12,2024-02-19T01:39:12,False,10
Blind Melon,No Rain,2024-02-19T01:37:31,2024-02-19T01:41:05,False,Veronica
Alice Deejay,BACK IN MY LIFE,2024-02-19T01:37:09,2024-02-19T01:40:09,False,538
Counting Crows Ft Vanessa Carlton,Big Yellow Taxi,2024-02-19T01:38:00,2024-02-19T01:41:00,False,Sky
Ultravox,Vienna,2024-02-19T01:37:27,2024-02-19T01:42:05,False,2
Neil Diamond,Red red wine,2024-02-19T01:38:03,2024-02-19T01:40:42,False,5
Calvin Harris & Rag 'N' Bone Man,Lovers In A Past Life,2024-02-19T01:38:43,2024-02-19T01:41:43,False,Q
Lauren Spencer-Smith,Fingers Crossed,2024-02-19T01:41:29,2024-02-19T01:44:29,True,Sky
Marianne Rosenberg,Ich Bin Wie Du,2024-02-19T01:40:50,2024-02-19T01:43:50,True,10
Alan Parsons Project,Old And Wise,2024-02-19T01:41:33,2024-02-19T01:45:42,False,Veronica
Loreen,Is It Love,2024-02-19T01:40:37,2024-02-19T01:42:54,True,3
Dean Martin,Everybody Loves Somebody,2024-02-19T01:40:52,2024-02-19T01:43:33,False,5
Douwe Bob,NOTHING TO LOSE,2024-02-19T01:41:17,2024-02-19T01:44:17,False,538
John Mayer,Last Train Home,2024-02-19T01:41:57,2024-02-19T01:45:00,False,2
Eddie Hodges,I'm Gonna Knock On Your Door,2024-02-19T01:43:33,2024-02-19T01:45:36,False,5
Clean Bandit,RATHER BE,2024-02-19T01:44:08,2024-02-19T01:47:08,False,538
Taylor Swift,Blank Space,2024-02-19T01:44:21,2024-02-19T01:47:21,True,Q
Ofenbach Ft. Norma Jean Martine,Overdrive,2024-02-19T01:44:29,2024-02-19T01:47:29,False,Sky
Alicia Keys,Girl On Fire,2024-02-19T01:44:22,2024-02-19T01:47:22,True,10
Nena & Kim Wilde,"Anyplace, Anywhere, Anytime",2024-02-19T01:45:03,2024-02-19T01:48:46,True,3
Herman Brood & His Wild Romance,I Love You Like I Love Myself,2024-02-19T01:46:51,2024-02-19T01:49:55,False,Veronica
The Beach Boys,God Only Knows,2024-02-19T01:45:31,2024-02-19T01:48:17,False,2
Nirvana,Rainbow Chaser,2024-02-19T01:45:36,2024-02-19T01:48:13,False,5
Fleetwood Mac,Go Your Own Way,2024-02-19T01:47:01,2024-02-19T01:50:01,False,Sky
Sue Thompson,Norman,2024-02-19T01:48:10,2024-02-19T01:50:26,True,5
Chef'Special,SPEED OF LIGHT,2024-02-19T01:47:56,2024-02-19T01:50:56,False,538
Douwe Bob,Nothing To Lose,2024-02-19T01:48:23,2024-02-19T01:51:23,False,Q
Bob Marley,Iron Lion Zion,2024-02-19T01:48:01,2024-02-19T01:51:01,False,10
KT Tunstall,Suddenly I See,2024-02-19T01:48:54,2024-02-19T01:52:07,True,3
Four Non Blondes,What's Up,2024-02-19T01:50:38,2024-02-19T01:54:52,True,Veronica
Gavin DeGraw,Chariot,2024-02-19T01:48:51,2024-02-19T01:52:50,False,2
David McWilliams,Can I Get There By Candlelight,2024-02-19T01:50:25,2024-02-19T01:53:30,False,5
Racoon,Nickel For Goodbye,2024-02-19T01:50:36,2024-02-19T01:53:36,False,Sky
Gladys Knight,Licence To Kill,2024-02-19T01:51:15,2024-02-19T01:54:15,True,10
Eelke Kleijn,TRANSMISSION (JORIS VOORN REMIX),2024-02-19T01:50:54,2024-02-19T01:53:54,False,538
Usher,You Make Me Wanna,2024-02-19T01:51:17,2024-02-19T01:54:17,False,Q
Adriaan Persons,Dopamine (3fm Talent),2024-02-19T01:52:46,2024-02-19T01:55:32,False,3
Joe Dassin,Les Champs Elysées,2024-02-19T01:53:29,2024-02-19T01:56:04,False,5
Don Henley,BOYS OF SUMMER,2024-02-19T01:53:21,2024-02-19T01:56:21,False,538
Bebe Rexha & David Guetta,One In A Million,2024-02-19T01:54:43,2024-02-19T01:57:43,True,Q
Alessia Cara,Scars To Your Beautiful,2024-02-19T01:54:24,2024-02-19T01:57:24,True,Sky
Edward Maya & Vika Jigulina,Stereo Love,2024-02-19T01:55:21,2024-02-19T01:58:21,False,10
Pet Shop Boys,Left To My Own Devices,2024-02-19T01:55:26,2024-02-19T02:00:11,False,Veronica
Green Day,Boulevard of Broken Dreams,2024-02-19T01:55:40,2024-02-19T02:00:00,False,3
Dave Clark Five,Catch Us If You Can,2024-02-19T01:56:12,2024-02-19T01:58:06,False,5
Flemming & Zoe Tauran & Ronnie Flex,ALLES OP GEVOEL,2024-02-19T01:56:44,2024-02-19T01:59:44,False,538
Hoobastank,The Reason,2024-02-19T01:57:16,2024-02-19T02:00:16,False,Q
Ramses Shaffy,Sammy,2024-02-19T01:58:05,2024-02-19T02:00:23,False,5
Anna Kendrick,Cups,2024-02-19T01:58:04,2024-02-19T02:01:04,False,Sky
Dire Straits,Walk Of Life,2024-02-19T02:00:54,2024-02-19T02:03:54,False,10
Daryl Hall & John Oates,Adult Education,2024-02-19T02:01:30,2024-02-19T02:05:29,False,Veronica
Ronde,Break My Heart,2024-02-19T02:02:24,2024-02-19T02:05:24,True,Sky
Madness,One Step Beyond,2024-02-19T02:02:19,2024-02-19T02:04:39,False,2
Arthur Conley,Sweet Soul Music,2024-02-19T02:02:34,2024-02-19T02:04:50,False,5
Nick Schilder,SHATTERPROOF,2024-02-19T02:02:20,2024-02-19T02:05:20,False,538
Lily Allen,Not Fair,2024-02-19T02:02:46,2024-02-19T02:06:05,True,3
Loreen,Is It Love,2024-02-19T02:03:34,2024-02-19T02:06:34,True,Q
Lykke Li,I Follow Rivers,2024-02-19T02:04:48,2024-02-19T02:07:48,True,10
U2,One,2024-02-19T02:05:33,2024-02-19T02:10:06,False,Veronica
Art Garfunkel,Bright Eyes,2024-02-19T02:04:35,2024-02-19T02:08:31,False,2
Toys,A Lover's Concerto,2024-02-19T02:04:48,2024-02-19T02:07:26,False,5
Dua Lipa,HOUDINI,2024-02-19T02:04:41,2024-02-19T02:07:41,True,538
David Guetta Ft Sam Martin,Dangerous,2024-02-19T02:05:32,2024-02-19T02:08:32,False,Sky
Son Mieux,Tonight,2024-02-19T02:06:09,2024-02-19T02:10:40,False,3
Topic & A7S,Kernkraft 400 (A Better Day),2024-02-19T02:05:52,2024-02-19T02:08:52,False,Q
Fat Matress,Magic Forest,2024-02-19T02:07:23,2024-02-19T02:10:29,False,5
3 Doors Down,KRYPTONITE,2024-02-19T02:07:40,2024-02-19T02:10:40,False,538
Lutricia Mcneal,Ain't That Just The Way,2024-02-19T02:08:26,2024-02-19T02:11:26,True,10
The Black Keys,Gold On The Ceiling,2024-02-19T02:08:32,2024-02-19T02:12:14,False,2
Shakira,Waka Waka (This Time For Africa),2024-02-19T02:08:40,2024-02-19T02:11:40,True,Q
Lady Gaga & Bradley Cooper,Shallow,2024-02-19T02:08:58,2024-02-19T02:11:58,True,Sky
The Weeknd Feat. Daft Punk,I Feel It Coming,2024-02-19T02:10:20,2024-02-19T02:14:08,False,Veronica
Genesis,Follow You Follow Me,2024-02-19T02:11:45,2024-02-19T02:14:45,False,10
Purple Disco Machine,Beat Of Your Heart,2024-02-19T02:11:14,2024-02-19T02:14:42,False,3
John Denver,Leaving On A Jet Plane,2024-02-19T02:10:47,2024-02-19T02:14:27,False,5
Teddy Swims,THE DOOR,2024-02-19T02:11:25,2024-02-19T02:14:25,False,538
Benson Boone,Beautiful Things,2024-02-19T02:11:55,2024-02-19T02:14:55,False,Q
Pat Benatar,Love Is A Battlefield,2024-02-19T02:12:21,2024-02-19T02:16:31,True,2
Phil Collins,You Can't Hurry Love,2024-02-19T02:12:27,2024-02-19T02:15:27,False,Sky
Iggy Pop,Passenger,2024-02-19T02:14:22,2024-02-19T02:19:02,False,Veronica
Shawn Mendes & Camila Cabello,SENORITA,2024-02-19T02:14:51,2024-02-19T02:17:51,False,538
Miley Cyrus,Flowers,2024-02-19T02:14:56,2024-02-19T02:17:56,True,Q
Mumford & Sons,I Will Wait,2024-02-19T02:14:47,2024-02-19T02:19:22,False,3
Brook Benton & Dinah Washington,A Rockin' Good Way,2024-02-19T02:14:21,2024-02-19T02:16:43,False,5
Post Malone,Chemical,2024-02-19T02:15:14,2024-02-19T02:18:14,False,Sky
Katy Perry,I Kissed A Girl,2024-02-19T02:15:55,2024-02-19T02:18:55,True,10
Blue Cheer,Summertime Blues,2024-02-19T02:16:41,2024-02-19T02:20:25,False,5
Di-Rect,MY BLOOD,2024-02-19T02:17:56,2024-02-19T02:20:56,False,538
Ace Of Base,The Sign,2024-02-19T02:18:11,2024-02-19T02:21:11,False,Q
Puff Daddy & Faith Evans,I'll Be Missing You,2024-02-19T02:18:17,2024-02-19T02:21:17,False,Sky
Joe Jackson,Is She Really Goin' Out With Him,2024-02-19T02:18:58,2024-02-19T02:21:58,False,10
Bangles,Manic Monday,2024-02-19T02:19:25,2024-02-19T02:22:27,True,Veronica
Eddie Vedder,Guaranteed,2024-02-19T02:20:26,2024-02-19T02:23:05,False,2
The Last Dinner Party,Nothing Matters,2024-02-19T02:19:50,2024-02-19T02:22:47,False,3
Len Barry,1 2 3,2024-02-19T02:20:25,2024-02-19T02:22:45,False,5
Ariana Grande,"Yes, And?",2024-02-19T02:21:17,2024-02-19T02:24:17,True,Q
Newbeats,Bread And Butter,2024-02-19T02:22:37,2024-02-19T02:24:33,False,5
Pnau Ft. Khalid,THE HARD WAY,2024-02-19T02:21:57,2024-02-19T02:24:57,False,538
Harry Styles,Watermelon Sugar,2024-02-19T02:22:05,2024-02-19T02:25:05,False,Sky
Lighthouse Family,High,2024-02-19T02:23:06,2024-02-19T02:26:06,False,10
