Artiest,Titel,Starttijd,Eindtijd,Vrouw?,Kanaal
Albin Lee Meldau,When You're Here,2024-02-02T00:30:34,2024-02-02T00:33:34,False,5
Gotye Ft Kimbra,Somebody That I Used To Know,2024-02-02T00:30:42,2024-02-02T00:33:42,False,Sky
Only The Poets,One More Night,2024-02-02T00:31:42,2024-02-02T00:34:47,False,3
Loreen,IS IT LOVE,2024-02-02T00:32:23,2024-02-02T00:35:23,True,538
Ultravox,Dancing With Tears In My Eyes,2024-02-02T00:32:36,2024-02-02T00:36:46,False,2
Armin Van Buuren & Josh Cumbee,Sunny Days,2024-02-02T00:32:23,2024-02-02T00:35:23,False,Q
Mike Oldfield,Moonlight Shadow,2024-02-02T00:33:02,2024-02-02T00:36:02,False,10
The Moody Blues,Go Now,2024-02-02T00:33:30,2024-02-02T00:36:40,False,5
Dua Lipa,Houdini,2024-02-02T00:34:47,2024-02-02T00:37:47,True,Sky
Romy,Enjoy Your Life,2024-02-02T00:34:50,2024-02-02T00:38:50,False,3
Niall Horan,HEAVEN,2024-02-02T00:34:37,2024-02-02T00:37:37,False,538
Melanie C Feat. Lisa 'Left Eye' Lopes,Never Be The Same,2024-02-02T00:36:26,2024-02-02T00:39:26,False,10
Argent,Hold Your Head Up,2024-02-02T00:36:44,2024-02-02T00:40:18,False,5
Novastar,Wrong,2024-02-02T00:36:33,2024-02-02T00:40:33,False,2
Di-Rect,90s Kid,2024-02-02T00:37:54,2024-02-02T00:40:54,False,Sky
Mark Ambor,GOOD TE BE,2024-02-02T00:38:30,2024-02-02T00:41:30,False,538
Hiigo,Tankstation,2024-02-02T00:40:09,2024-02-02T00:43:27,False,3
Will Tura,Hopeloos,2024-02-02T00:40:08,2024-02-02T00:43:46,False,5
Davina Michelle,17,2024-02-02T00:41:17,2024-02-02T00:44:17,True,Q
Justin Bieber,Love Yourself,2024-02-02T00:41:08,2024-02-02T00:44:08,False,Sky
Marianne Rosenberg,Ich Bin Wie Du,2024-02-02T00:40:42,2024-02-02T00:43:42,False,10
The Who,Baba O'Riley,2024-02-02T00:40:40,2024-02-02T00:45:40,False,2
Jennifer Lopez Feat. Pitbull,ON THE FLOOR,2024-02-02T00:40:54,2024-02-02T00:43:54,False,538
Peggy Gou,(It Goes Like) Nanana,2024-02-02T00:43:12,2024-02-02T00:47:01,False,3
The Monkees,I'm A Believer,2024-02-02T00:43:52,2024-02-02T00:46:38,False,5
Michael Jackson,Billie Jean,2024-02-02T00:43:58,2024-02-02T00:46:58,False,Q
Michael Bublé,It's A Beautiful Day,2024-02-02T00:44:18,2024-02-02T00:47:18,False,10
Davina Michelle,17,2024-02-02T00:44:50,2024-02-02T00:47:50,True,538
Douwe Bob,This World Is Our Home,2024-02-02T00:44:58,2024-02-02T00:47:58,False,Sky
Ike & Tina Turner,River Deep Mountain High,2024-02-02T00:45:36,2024-02-02T00:49:14,False,2
Hermes House Band,I Will Survive,2024-02-02T00:47:31,2024-02-02T00:50:31,False,10
Foster The People,HOUDINI,2024-02-02T00:47:23,2024-02-02T00:50:43,False,3
Katrina & The Waves,Love Shine A Light,2024-02-02T00:46:31,2024-02-02T00:49:21,False,5
Adele,Hello,2024-02-02T00:47:53,2024-02-02T00:50:53,True,Sky
Fedde Le Grand,PUT YOUR HANDS UP 4 DETROIT,2024-02-02T00:48:21,2024-02-02T00:51:21,False,538
Pink Floyd,Shine On You Crazy Diamond,2024-02-02T00:49:13,2024-02-02T01:02:14,False,2
Eric Carmen,All By Myself,2024-02-02T00:49:20,2024-02-02T00:54:14,False,5
Ofenbach & Norma Jean Martine,Overdrive,2024-02-02T00:50:04,2024-02-02T00:53:04,False,Q
Suzan & Freek,SLAPELOOSHEID,2024-02-02T00:50:59,2024-02-02T00:53:59,False,538
Ofenbach X Ella Henderson,Hurricane,2024-02-02T00:52:00,2024-02-02T00:55:00,False,Sky
Bruce Springsteen,Born In The USA,2024-02-02T00:51:02,2024-02-02T00:54:02,False,10
Rondé,Undecided,2024-02-02T00:52:36,2024-02-02T00:55:36,False,Q
Red Hot Chili Peppers,BY THE WAY,2024-02-02T00:53:50,2024-02-02T00:56:50,False,538
Kadanz,Dagen Dat Ik Je Vergeet,2024-02-02T00:54:10,2024-02-02T00:58:44,False,5
Bruno Mars,Locked Out Of Heaven,2024-02-02T00:54:30,2024-02-02T00:57:30,False,Sky
Keane,Everybody's Changing,2024-02-02T00:55:09,2024-02-02T00:58:09,False,10
Bob Uit Zuid Ft. Pretsonal Trainer,Volvo,2024-02-02T00:55:36,2024-02-02T00:58:10,False,3
Sera & Younotus,I CAN'T BE THE ONLY ONE,2024-02-02T00:57:35,2024-02-02T01:00:35,False,538
Tim Dawn,To Love Somebody,2024-02-02T00:58:18,2024-02-02T01:01:18,False,Sky
Frank Sinatra,My Way,2024-02-02T00:58:38,2024-02-02T01:03:13,False,5
Enrique Iglesias,Bailamos,2024-02-02T00:58:53,2024-02-02T01:01:53,False,Q
Madonna,Into The Groove,2024-02-02T01:00:28,2024-02-02T01:03:28,True,10
Alanis Morissette,You Oughta Know,2024-02-02T01:01:45,2024-02-02T01:05:52,True,Veronica
Ofenbach,OVERDRIVE,2024-02-02T01:02:24,2024-02-02T01:05:24,False,538
Tears For Fears,Shout,2024-02-02T01:02:29,2024-02-02T01:07:01,False,2
Ike & Tina Turner,River Deep Mountain High,2024-02-02T01:02:20,2024-02-02T01:05:58,False,5
Atomic Kitten,Whole Again,2024-02-02T01:03:18,2024-02-02T01:06:18,False,Sky
Tame Impala,The Less I Know The Better,2024-02-02T01:04:12,2024-02-02T01:07:48,False,3
Dua Lipa,Houdini,2024-02-02T01:04:32,2024-02-02T01:07:32,True,Q
Alvaro Soler,Sofia,2024-02-02T01:04:43,2024-02-02T01:07:43,False,10
Greenfield & Cook,Don't Turn Me Loose,2024-02-02T01:05:54,2024-02-02T01:08:05,False,5
Post Malone,ENOUGH IS ENOUGH,2024-02-02T01:04:53,2024-02-02T01:07:53,False,538
Onerepublic,Runaway,2024-02-02T01:06:22,2024-02-02T01:09:22,False,Sky
King,Love And Pride,2024-02-02T01:07:03,2024-02-02T01:10:23,False,Veronica
B.B. King,The Thrill Is Gone,2024-02-02T01:06:44,2024-02-02T01:12:09,False,2
David Guetta & Usher,Without You,2024-02-02T01:07:40,2024-02-02T01:10:40,False,Q
Casso/Raye/D-Block Europe,Prada,2024-02-02T01:07:35,2024-02-02T01:09:48,False,3
The Weeknd,TAKE MY BREATH,2024-02-02T01:07:33,2024-02-02T01:10:33,False,538
Christina Aguilera,Genie In A Bottle,2024-02-02T01:08:14,2024-02-02T01:11:14,True,10
Frank Boeijen Groep,Verslaafd Aan Jou,2024-02-02T01:08:14,2024-02-02T01:11:47,False,5
James Arthur & Anne-Marie,Rewrite The Stars,2024-02-02T01:08:44,2024-02-02T01:11:44,False,Sky
Katy Perry,I Kissed A Girl,2024-02-02T01:11:05,2024-02-02T01:14:03,True,Veronica
Mark Ambor,Good To Be,2024-02-02T01:10:19,2024-02-02T01:12:45,False,3
Flemming & Boef,CHAMPIONS LEAGUE,2024-02-02T01:11:19,2024-02-02T01:14:19,False,538
Fleetwood Mac,Dreams,2024-02-02T01:12:03,2024-02-02T01:15:03,False,10
My Chemical Romance,Welcome To The Black Parade,2024-02-02T01:11:58,2024-02-02T01:16:35,False,2
Venice,Sorry,2024-02-02T01:11:44,2024-02-02T01:15:14,False,5
Lewis Capaldi,Wish You The Best,2024-02-02T01:12:32,2024-02-02T01:15:32,False,Q
Haddaway,What Is Love,2024-02-02T01:12:22,2024-02-02T01:15:22,False,Sky
Twenty One Pilots,Level Of Concern,2024-02-02T01:12:34,2024-02-02T01:15:52,False,3
Queen,Somebody To Love,2024-02-02T01:14:52,2024-02-02T01:19:48,False,Veronica
Europe,THE FINAL COUNTDOWN,2024-02-02T01:13:38,2024-02-02T01:16:38,False,538
Daft Punk,One More Time,2024-02-02T01:16:08,2024-02-02T01:20:01,False,3
Michael Jackson,Ben,2024-02-02T01:15:10,2024-02-02T01:17:55,False,5
Roxy Dekker,Satisfyer,2024-02-02T01:16:08,2024-02-02T01:19:08,True,Q
Pink,All Out Of Fight,2024-02-02T01:16:48,2024-02-02T01:19:48,True,Sky
Sugababes,Hole In The Head,2024-02-02T01:16:14,2024-02-02T01:19:14,False,10
Roger Glover & Guests,Love Is All,2024-02-02T01:16:35,2024-02-02T01:19:41,False,2
Ariana Grande,YES| AND?,2024-02-02T01:17:46,2024-02-02T01:20:46,True,538
Atomic Kitten,Whole Again,2024-02-02T01:17:51,2024-02-02T01:20:53,False,5
Daft Punk & Pharrell Williams,Get Lucky,2024-02-02T01:19:01,2024-02-02T01:22:01,False,Q
Dead Or Alive,You Spin Me Round,2024-02-02T01:19:51,2024-02-02T01:22:51,False,10
Niall Horan,Heaven,2024-02-02T01:19:55,2024-02-02T01:22:59,False,Veronica
Ed Sheeran,Overpass Graffiti,2024-02-02T01:20:13,2024-02-02T01:23:13,False,Sky
Veldhuis & Kemper,Ik Wou Dat Ik Jou Was,2024-02-02T01:19:37,2024-02-02T01:23:33,False,2
P!nk,TRUSTFALL,2024-02-02T01:20:13,2024-02-02T01:24:06,True,3
Harry Styles,AS IT WAS,2024-02-02T01:20:55,2024-02-02T01:23:55,False,538
Ronan Keating,When You Say Nothing At All,2024-02-02T01:23:01,2024-02-02T01:26:01,False,Q
Soul Asylum,Runaway Train,2024-02-02T01:23:02,2024-02-02T01:26:02,False,10
Billy Joel,Goodnight Saigon,2024-02-02T01:24:13,2024-02-02T01:30:09,False,Veronica
Noah Kahan,STICK SEASON,2024-02-02T01:24:06,2024-02-02T01:27:06,False,538
Katy Perry,Roar,2024-02-02T01:24:07,2024-02-02T01:27:07,True,Sky
The Indien,Stay,2024-02-02T01:23:55,2024-02-02T01:26:57,False,3
Little River Band,Help Is On It's Way,2024-02-02T01:24:55,2024-02-02T01:28:55,False,5
Genesis,Invisible Touch,2024-02-02T01:26:11,2024-02-02T01:29:39,False,2
GWEN STEFANI,The Sweet Escape,2024-02-02T01:26:47,2024-02-02T01:30:55,False,3
Madcon Ft. Ray Dalton,DON'T WORRY,2024-02-02T01:26:56,2024-02-02T01:29:56,False,538
Scott Fitzgerald & Yvonne Keeley,If I Hard Words,2024-02-02T01:27:13,2024-02-02T01:30:13,False,10
Dimitri Vegas & Like Mike & Tiesto & Dido & W&W,Thank You (Not So Bad),2024-02-02T01:28:06,2024-02-02T01:31:06,False,Q
Pointer Sisters,I'm So Excited,2024-02-02T01:27:53,2024-02-02T01:30:53,False,Sky
Diggy Dex,Vaders Zoon,2024-02-02T01:28:56,2024-02-02T01:33:01,False,5
Red Hot Chili Peppers,Snow,2024-02-02T01:31:17,2024-02-02T01:35:57,False,Veronica
JOHAN,Tumble And Fall,2024-02-02T01:29:38,2024-02-02T01:33:04,False,2
Harry Styles,Late Night Talking,2024-02-02T01:30:41,2024-02-02T01:33:38,False,3
Chef'Special,MIRACLES,2024-02-02T01:30:50,2024-02-02T01:33:50,False,538
Shawn Mendes,Treat You Better,2024-02-02T01:30:18,2024-02-02T01:33:18,False,Q
Jason Mraz,I Won't Give Up,2024-02-02T01:31:05,2024-02-02T01:34:05,False,10
Ellie Goulding,Love Me Like You Do,2024-02-02T01:32:31,2024-02-02T01:35:31,True,Sky
Trockener Kecks,Met Hart En Ziel,2024-02-02T01:33:00,2024-02-02T01:36:48,False,2
Millie Small,My Boy Lollipop,2024-02-02T01:32:48,2024-02-02T01:34:47,False,5
Lost Frequencies Ft. Bastille,HEAD DOWN,2024-02-02T01:33:36,2024-02-02T01:36:36,False,538
Måneskin,The Loneliest,2024-02-02T01:33:26,2024-02-02T01:36:26,False,Q
DI-RECT,Times Are Changing,2024-02-02T01:33:55,2024-02-02T01:37:21,False,3
Four Tops,Loco In Acapulco,2024-02-02T01:35:00,2024-02-02T01:38:00,False,10
Electric Light Orchestra,Mr Blue Sky,2024-02-02T01:36:05,2024-02-02T01:41:04,False,Veronica
KC & The Sunshine Band,Get Down Tonight,2024-02-02T01:34:46,2024-02-02T01:37:54,False,5
Luke Combs,Fast Car,2024-02-02T01:36:22,2024-02-02T01:39:22,False,Sky
The Pointer Sisters,Fire,2024-02-02T01:36:47,2024-02-02T01:40:14,True,2
Plain White T'S,HEY THERE DELILAH,2024-02-02T01:36:27,2024-02-02T01:39:27,False,538
Kygo & Ava Max,Whatever,2024-02-02T01:37:24,2024-02-02T01:40:24,False,Q
Loreen,Is It Love,2024-02-02T01:37:50,2024-02-02T01:40:07,True,3
Stranglers,No Mercy,2024-02-02T01:37:51,2024-02-02T01:41:21,False,5
Pink,Just Like A Pill,2024-02-02T01:38:55,2024-02-02T01:41:55,True,10
Antoon,BLINDELINGS,2024-02-02T01:40:07,2024-02-02T01:43:07,False,538
Bruno Mars,The Lazy Song,2024-02-02T01:40:45,2024-02-02T01:43:45,False,Q
Beyonce,Halo,2024-02-02T01:39:46,2024-02-02T01:42:46,False,Sky
Son Mieux,Tonight,2024-02-02T01:41:08,2024-02-02T01:45:40,False,Veronica
Dean Lewis,How Do I Say Goodbye,2024-02-02T01:40:08,2024-02-02T01:42:46,False,2
Peter En Zijn Rockets,Kom Van Dat Dak Af (Origineel),2024-02-02T01:41:24,2024-02-02T01:43:58,False,3
The Ronettes,Baby I Love You,2024-02-02T01:41:30,2024-02-02T01:44:17,False,5
Jason Derulo,ACAPULCO,2024-02-02T01:42:39,2024-02-02T01:45:39,False,538
Doobie Brothers,What A Fool Believes,2024-02-02T01:42:52,2024-02-02T01:45:52,False,10
Nothing But Thieves,Amsterdam,2024-02-02T01:42:52,2024-02-02T01:46:47,False,2
Harry Styles,As It Was,2024-02-02T01:43:34,2024-02-02T01:46:34,False,Sky
Simple Plan,Your Love Is A Lie,2024-02-02T01:43:53,2024-02-02T01:47:33,False,3
Daniel Lohues,Volle Maone,2024-02-02T01:44:11,2024-02-02T01:47:16,False,5
Anne-Marie & Shania Twain,UNHEALTHY,2024-02-02T01:45:25,2024-02-02T01:48:25,True,538
Loreen,Is It Love,2024-02-02T01:45:22,2024-02-02T01:48:22,True,Q
Kim Wilde,Kids In America,2024-02-02T01:46:11,2024-02-02T01:49:34,True,Veronica
Nick Schilder,Realize,2024-02-02T01:46:19,2024-02-02T01:49:19,False,Sky
Edwyn Collins,A Girl Like You,2024-02-02T01:46:25,2024-02-02T01:49:25,False,10
Queen,Friends Will Be Friends,2024-02-02T01:46:38,2024-02-02T01:50:46,False,2
Jigsaw,Sky High,2024-02-02T01:47:14,2024-02-02T01:50:06,False,5
Jung Kook,Standing Next to You,2024-02-02T01:47:32,2024-02-02T01:50:53,False,3
Benson Boone,IN THE STARS,2024-02-02T01:48:03,2024-02-02T01:51:03,False,538
Willy William,Trompeta,2024-02-02T01:47:45,2024-02-02T01:50:45,False,Q
Bon Jovi,You Give Love A Bad Name,2024-02-02T01:49:15,2024-02-02T01:52:15,False,Sky
R.E.M.,Man On The Moon,2024-02-02T01:49:58,2024-02-02T01:54:38,False,Veronica
Len Barry,1 2 3,2024-02-02T01:50:07,2024-02-02T01:52:27,False,5
Alan Parsons Project,Old And Wise,2024-02-02T01:50:14,2024-02-02T01:53:14,False,10
De Jeugd van Tegenwoordig,Watskeburt?!,2024-02-02T01:50:40,2024-02-02T01:54:10,False,2
Bastille,Pompeii,2024-02-02T01:50:48,2024-02-02T01:54:20,False,3
Katrina & The Waves,Walking On Sunshine,2024-02-02T01:50:30,2024-02-02T01:53:30,False,Q
Bon Jovi,You Give Love A Bad Name,2024-02-02T01:52:19,2024-02-02T01:56:03,False,5
Racoon,Nickel For Goodbye,2024-02-02T01:52:45,2024-02-02T01:55:45,False,Sky
Fred Again,Delilah (pull me out of this),2024-02-02T01:54:18,2024-02-02T01:57:08,False,3
Tim Berg,BROMANCE,2024-02-02T01:53:20,2024-02-02T01:56:20,False,538
Purple Disco Machine Ft. Sophie And The Giants,Hypnotized,2024-02-02T01:55:00,2024-02-02T01:58:00,False,10
Gavin Degraw,Chariot,2024-02-02T01:55:16,2024-02-02T01:59:05,False,Veronica
Youssou N'Dour & Neneh Cherry,7 Seconds,2024-02-02T01:54:10,2024-02-02T01:58:18,False,2
Son Mieux,Tonight,2024-02-02T01:55:07,2024-02-02T01:58:07,False,Q
Rod Stewart,Rhythm Of My Heart,2024-02-02T01:55:54,2024-02-02T02:00:05,False,5
Taylor Swift,CRUEL SUMMER,2024-02-02T01:55:39,2024-02-02T01:58:39,True,538
Purple Disco Machine & Sophie And The Giants,Hypnotized,2024-02-02T01:56:36,2024-02-02T01:59:36,False,Sky
Florence + The Machine,You've Got The Love,2024-02-02T01:57:20,2024-02-02T02:00:03,True,3
Michael Jackson,Dirty Diana,2024-02-02T01:59:33,2024-02-02T02:04:12,False,Veronica
Stevie Wonder,As,2024-02-02T01:58:05,2024-02-02T02:01:51,False,2
Chad Kroeger Feat. Josey Scott,HERO,2024-02-02T01:58:26,2024-02-02T02:01:26,False,538
Eric Prydz,Pjanoo,2024-02-02T01:59:24,2024-02-02T02:02:24,False,Q
Queen,Another One Bites The Dust,2024-02-02T02:00:11,2024-02-02T02:03:11,False,10
Time Bandits,I'm Specialized In You,2024-02-02T02:02:19,2024-02-02T02:06:10,False,5
Kriss Kross Amsterdam & Sera & Conor Maynard,Stay (Never Leave),2024-02-02T02:01:59,2024-02-02T02:04:59,False,Sky
Rod Stewart,Maggie May,2024-02-02T02:02:24,2024-02-02T02:07:42,False,2
Duncan Laurence,Arcade,2024-02-02T02:02:57,2024-02-02T02:06:00,False,3
Di-Rect,OMG IT'S HAPPENING,2024-02-02T02:03:57,2024-02-02T02:06:57,False,538
Gavin James,The Book of Love,2024-02-02T02:03:40,2024-02-02T02:06:40,False,10
Men At Work,Down Under,2024-02-02T02:04:51,2024-02-02T02:08:31,False,Veronica
Topic & A7S,Kernkraft 400 (A Better Day),2024-02-02T02:04:28,2024-02-02T02:07:28,False,Q
The Plain White T'S,Hey There Delilah,2024-02-02T02:04:30,2024-02-02T02:07:30,False,Sky
Nothing But Thieves,Overcome,2024-02-02T02:05:56,2024-02-02T02:09:30,False,3
Donna Summer,Hot Stuff,2024-02-02T02:06:36,2024-02-02T02:09:36,True,10
Blof,Wat Zou Je Doen,2024-02-02T02:07:31,2024-02-02T02:11:52,False,2
Chic,Good Times,2024-02-02T02:06:04,2024-02-02T02:09:40,False,5
David Guetta & Kim Petras,WHEN WE WERE YOUNG (THE LOGICAL SONG),2024-02-02T02:06:45,2024-02-02T02:09:45,False,538
Anne-Marie & Shania Twain,Unhealthy,2024-02-02T02:07:10,2024-02-02T02:10:10,True,Q
Goldband,Noodgeval,2024-02-02T02:08:39,2024-02-02T02:12:11,False,Veronica
5 Seconds Of Summer,Youngblood,2024-02-02T02:08:22,2024-02-02T02:11:22,False,Sky
Paul Jones,High Time,2024-02-02T02:09:50,2024-02-02T02:12:04,False,5
Years & Years,KING,2024-02-02T02:09:04,2024-02-02T02:12:04,False,538
Bon Jovi,You Give Love A Bad Name,2024-02-02T02:09:48,2024-02-02T02:12:48,False,Q
Genesis,I Can't Dance,2024-02-02T02:10:30,2024-02-02T02:13:30,False,10
Adriaan Persons,Dopamine (3fm Talent),2024-02-02T02:10:30,2024-02-02T02:13:16,False,3
Whitney Houston,How Will I Know,2024-02-02T02:11:46,2024-02-02T02:14:46,True,Sky
Elton John & Kiki Dee,Don't Go Breaking My Heart,2024-02-02T02:12:41,2024-02-02T02:16:58,False,Veronica
Prince & The Revolution,Let's Go Crazy,2024-02-02T02:11:59,2024-02-02T02:16:36,False,2
Thom Ritter,You,2024-02-02T02:11:58,2024-02-02T02:15:34,False,5
Alok| The Chainsmokers & Mae Stephens,JUNGLE,2024-02-02T02:12:27,2024-02-02T02:15:27,False,538
Peter Bjorn and John,Young Folks,2024-02-02T02:13:22,2024-02-02T02:18:01,False,3
Nick Schilder,Realize,2024-02-02T02:13:57,2024-02-02T02:16:57,False,Q
Colbie Caillat,Bubbly,2024-02-02T02:14:19,2024-02-02T02:17:19,True,10
Donna Hightower,This World Today Is A Mess,2024-02-02T02:15:25,2024-02-02T02:18:11,False,5
Smash Mouth,ALL STAR,2024-02-02T02:15:26,2024-02-02T02:18:26,False,538
Ed Sheeran,Celestial,2024-02-02T02:16:51,2024-02-02T02:19:51,False,Q
Post Malone,Enough Is Enough,2024-02-02T02:16:06,2024-02-02T02:19:06,False,Sky
Spandau Ballet,Only When You Leave,2024-02-02T02:17:15,2024-02-02T02:20:15,False,10
3 Doors Down,Here Without You,2024-02-02T02:17:43,2024-02-02T02:21:38,False,Veronica
UB40 & Chrissie Hynde,I Got You Babe,2024-02-02T02:16:43,2024-02-02T02:19:53,False,2
The Script,I Want It All,2024-02-02T02:19:00,2024-02-02T02:22:04,False,3
Roxette,How Do You Do,2024-02-02T02:18:06,2024-02-02T02:21:18,False,5
Purple Disco Machine & Asdis,BEAT OF YOUR HEART,2024-02-02T02:19:15,2024-02-02T02:22:15,False,538
George Michael & Elton John,Don't Let The Sun Go Down On Me,2024-02-02T02:18:50,2024-02-02T02:21:50,False,Sky
Benson Boone,Beautiful Things,2024-02-02T02:20:52,2024-02-02T02:23:52,False,Q
Roxette,Listen To Your Heart,2024-02-02T02:22:00,2024-02-02T02:27:12,False,Veronica
Coolio,Gangsta's Paradise,2024-02-02T02:22:21,2024-02-02T02:25:21,False,10
Kris Kross Amsterdam Feat. Sera & Conor Maynard,Stay (Never Leave),2024-02-02T02:22:06,2024-02-02T02:24:36,False,3
Son Mieux,MULTICOLOR,2024-02-02T02:22:52,2024-02-02T02:25:52,False,538
Jessie J & B.O.B,Price Tag,2024-02-02T02:23:56,2024-02-02T02:26:56,False,Q
The War on Drugs,Pain,2024-02-02T02:19:47,2024-02-02T02:25:17,False,2
The Cardigans,My Favourite Game,2024-02-02T02:24:35,2024-02-02T02:28:11,False,3
Bill Medley & Jennifer Warnes,(I've Had) The Time Of My Life,2024-02-02T02:21:08,2024-02-02T02:25:56,False,5
Shawn Mendes Ft Camila Cabello,Senorita,2024-02-02T02:24:36,2024-02-02T02:27:36,False,Sky
Anita Meyer,Why Tell Me Why,2024-02-02T02:25:09,2024-02-02T02:28:39,True,2
Barry & Eileen,If You Go,2024-02-02T02:25:57,2024-02-02T02:30:12,False,5
Boney M,Ma Baker,2024-02-02T02:26:21,2024-02-02T02:29:21,False,10
Kris Kross Amsterdam & Sera & Conor Maynard,STAY (NEVER LEAVE),2024-02-02T02:26:47,2024-02-02T02:29:47,False,538
